,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,2152,2044,2534,1933,1739,2138,2184,2397,1203,1127
1,Trading Asset Securities,-,41.32,62.21,75.43,71.1,75.03,109.33,-,-,-
2,Cash & Short-Term Investments,2152,2086,2596,2009,1810,2213,2294,2397,1203,1127
3,Cash Growth,-17.10%,3.84%,43.39%,-9.23%,-21.06%,-7.70%,90.60%,112.76%,-,-
4,Accounts Receivable,1494,1062,774.05,777.56,690.31,611.83,763.16,478.84,1214,1104
5,Other Receivables,769.6,713.43,448.51,460.44,856.28,383.46,217.87,385.15,214.82,168.57
6,Receivables,2648,2181,1663,1659,1587,1450,981.03,863.99,1429,1273
7,Other Current Assets,275.28,173.64,171.95,190.03,29.99,38.12,159.35,59.66,135.12,121.41
8,Total Current Assets,5075,4440,4430,3858,3427,3701,3434,3321,2768,2521
9,"Property, Plant & Equipment",99.05,121.73,123.03,127.9,121.14,118.6,119.12,115.73,118.5,123.19
10,Long-Term Investments,454.84,420.62,389.37,384.21,406.46,344.77,282.46,254.18,173.08,178.9
11,Goodwill,981.76,981.76,981.76,981.76,981.76,769.24,769.24,769.24,769.24,769.24
12,Other Intangible Assets,349.75,354.14,383.25,412.35,441.46,-,-,-,-,-
13,Long-Term Deferred Tax Assets,49.99,45.6,40.64,27.53,25.93,18.43,26.38,16.98,12.54,16.36
14,Other Long-Term Assets,222.76,239.33,204.67,104.83,109.25,54.04,57.41,60.44,57.64,51.11
15,Total Assets,7333,6733,6823,6161,5703,5244,5179,4748,3899,3760
16,Accounts Payable,467.67,327.32,250.01,159.25,235.02,170.64,185.9,143.18,162.38,161.12
17,Accrued Expenses,157.87,296.58,178.22,275.01,225.16,260.97,186.62,168.35,151.01,221.13
18,Short-Term Debt,10,10,10,10,-,16,41,-,-,-
19,Current Portion of Leases,4.46,4.23,6.12,7.87,7.43,5.42,8.95,8.5,7.37,6.29
20,Current Income Taxes Payable,238.89,229.84,191.99,217.26,173.23,179.07,131.69,145.8,56.1,84.35
21,Current Unearned Revenue,483.56,507.61,593.43,432.87,396.11,384.86,423.23,396.18,266.49,239.58
22,Other Current Liabilities,2042,1045,1758,984.93,1005,826.92,1113,757.48,1425,1342
23,Total Current Liabilities,3632,2420,2988,2087,2042,1844,2090,1619,2068,2054
24,Long-Term Leases,4.42,3.34,6.15,9.14,9.09,9.77,9.28,8.89,8.95,8.88
25,Long-Term Deferred Tax Liabilities,49.08,53.21,95.81,103.09,129.14,18.8,18.45,16.96,13.5,15.4
26,Other Long-Term Liabilities,-,122.21,115.87,88.87,29.55,-,-,-,-,-
27,Total Liabilities,3685,2599,3206,2288,2210,1872,2118,1645,2091,2079
28,Common Stock,16.77,16.77,16.77,16.77,16.77,16.32,16.32,16.32,11.59,11.59
29,Additional Paid-In Capital,2987,2953,2953,2913,2934,2934,2961,2961,1831,1831
30,Retained Earnings,1854,2358,1858,2132,1749,1775,1474,1537,1232,1097
31,Comprehensive Income & Other,-1343,-1332,-1333,-1322,-1362,-1384,-1424,-1439,-1351,-1345
32,Total Common Equity,3515,3996,3494,3739,3337,3341,3028,3075,1723,1595
33,Minority Interest,132.06,137.86,123.05,133.83,155.93,30.45,32.54,27.01,84.43,86.43
34,Shareholders' Equity,3647,4134,3617,3873,3493,3372,3061,3102,1808,1681
35,Total Liabilities & Equity,7333,6733,6823,6161,5703,5244,5179,4748,3899,3760
36,Total Debt,18.89,17.58,22.26,27.01,16.52,31.19,59.23,17.39,16.32,15.17
37,Net Cash (Debt),2133,2068,2574,1982,1794,2181,2234,2380,1187,1112
38,Net Cash Growth,-17.12%,4.37%,43.46%,-9.17%,-19.71%,-8.34%,88.23%,114.10%,-,-
39,Net Cash Per Share,1.07,1.03,1.29,1.00,0.91,1.12,1.15,-,0.83,0.78
40,Filing Date Shares Outstanding,2010,2010,2010,2010,2010,1958,1958,1958,1433,1910
41,Total Common Shares Outstanding,2010,2010,2010,2010,2010,1958,1958,1958,1433,1433
42,Working Capital,1444,2020,1442,1770,1385,1857,1344,1701,699.37,466.76
43,Book Value Per Share,1.75,1.99,1.74,1.86,1.66,1.71,1.55,1.57,1.20,1.11
44,Tangible Book Value,2184,2660,2129,2345,1914,2572,2259,2306,954.25,825.52
45,Tangible Book Value Per Share,1.09,1.32,1.06,1.17,0.95,1.31,1.15,1.18,0.67,0.58
46,Land,-,92.14,-,92.13,-,92.13,-,92.13,-,92.13
47,Machinery,-,70.37,-,55.71,-,40.58,-,34.65,-,35.32
48,Leasehold Improvements,-,27.4,-,28.2,-,26.22,-,28.98,-,27.15
