,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,6593,10894,10794,12502,12060,12181,10456,10553,6520,-,-
1,Market Cap Growth,-12.86%,-12.86%,-10.50%,2.64%,15.34%,15.42%,60.36%,-,-,-,-
2,Enterprise Value,4443,8768,8146,10413,10141,9521,7807,7759,5310,-,-
3,Last Close Price,3.28,4.87,4.83,5.19,5.01,5.06,4.27,4.15,2.56,-,-
4,PE Ratio,6.11,10.13,10.06,13.50,14.33,15.86,15.07,32.45,-,-,-
5,Forward PE,6.12,8.20,8.47,11.36,11.88,13.20,12.26,14.30,12.80,-,-
6,PS Ratio,1.75,2.96,2.97,3.93,4.02,4.30,3.80,8.12,-,-,-
7,PB Ratio,1.75,2.78,2.37,3.20,2.75,2.98,2.53,2.87,1.77,-,-
8,P/TBV Ratio,4.64,4.64,3.68,5.43,4.55,5.43,3.31,3.88,2.38,-,-
9,P/FCF Ratio,14.73,24.35,10.53,12.49,15.30,15.99,15.63,35.09,-,-,-
10,P/OCF Ratio,23.07,23.07,10.26,12.12,14.72,15.51,15.06,33.94,-,-,-
11,PEG Ratio,0.33,0.33,0.53,0.53,0.43,0.55,0.67,0.82,0.75,-,-
12,EV/Sales Ratio,1.21,2.38,2.24,3.27,3.38,3.36,2.84,5.97,-,-,-
13,EV/EBITDA Ratio,3.33,6.87,6.40,9.55,10.81,11.88,11.13,23.54,-,-,-
14,EV/EBIT Ratio,3.57,7.33,6.84,10.31,11.79,12.57,11.41,24.19,-,-,-
15,EV/FCF Ratio,9.93,19.60,7.94,10.40,12.87,12.50,11.67,25.80,-,-,-
16,Debt / Equity Ratio,0.01,0.01,0.00,0.01,0.01,0.00,0.01,0.02,0.01,0.01,0.01
17,Debt / FCF Ratio,0.05,0.05,0.02,0.02,0.04,0.03,0.06,0.24,-,-,-
18,Return on Capital Employed (ROCE),30.08%,30.08%,25.07%,24.37%,18.68%,17.66%,16.39%,8.64%,-,25.31%,32.26%
19,Earnings Yield,16.32%,9.87%,9.94%,7.41%,6.98%,6.30%,6.64%,3.08%,-,-,-
20,FCF Yield,6.79%,4.11%,9.50%,8.01%,6.53%,6.25%,6.40%,2.85%,-,-,-
21,Buyback Yield / Dilution,-0.43%,-0.13%,-0.74%,-1.69%,-1.91%,-0.52%,-,-36.15%,-,-,-
22,Total Shareholder Return,16.31%,-0.13%,-0.74%,-1.69%,-1.91%,-0.52%,-,-36.15%,-,-,-
