,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,1780,2960,2510,1060,620,920,720,770,650,530,850
1,Market Cap Growth,179.25%,179.25%,304.84%,15.22%,-13.89%,19.48%,10.77%,45.28%,-23.53%,-,-
2,Enterprise Value,1933,3063,2572,1084,626,912,815,810,528,321,732
3,Last Close Price,1.78,2.96,2.51,1.06,0.62,0.92,0.72,0.77,0.65,0.53,0.85
4,PE Ratio,50.64,84.21,70.39,120.34,-,32.68,-33.04,-,17.72,12.67,19.48
5,PS Ratio,0.51,0.84,0.81,0.73,0.38,0.39,0.29,0.29,0.25,0.17,0.24
6,PB Ratio,4.58,7.64,6.49,2.99,1.71,2.43,1.86,2.12,1.63,1.53,2.51
7,P/TBV Ratio,7.72,7.72,6.56,3.23,1.85,2.64,1.89,2.18,1.67,1.58,2.58
8,P/FCF Ratio,1.15,-,1.45,-,1.00,1.60,32.18,-,-,-,-8.07
9,P/OCF Ratio,1.90,-,1.45,-,0.99,1.59,27.47,-,-13.63,-,-9.40
10,EV/Sales Ratio,0.55,0.87,0.83,0.74,0.38,0.39,0.33,0.30,0.20,0.10,0.21
11,EV/EBITDA Ratio,24.35,55.21,45.53,-75.08,-,37.92,-26.03,-,-659.54,-,20.35
12,EV/EBIT Ratio,46.93,-,63.12,-,-,-494.01,-,-,-,-,42.60
13,EV/FCF Ratio,1.25,-,1.49,-,1.01,1.59,36.44,-,-,-,-6.95
14,Debt / Equity Ratio,0.48,0.48,0.46,0.36,0.18,0.28,0.25,0.43,0.18,0.26,0.74
15,Debt / FCF Ratio,0.12,-,0.10,-,0.11,0.18,4.30,-,-,-,-2.38
16,Return on Capital Employed (ROCE),9.04%,-,9.64%,-,-,-0.43%,-,-,-,-,4.23%
17,Earnings Yield,1.97%,1.19%,1.42%,0.83%,1.19%,3.06%,-3.03%,-2.45%,5.64%,7.90%,5.13%
18,FCF Yield,86.81%,52.21%,68.74%,-37.69%,99.81%,62.39%,3.11%,-8.29%,-12.91%,2.39%,-12.39%
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,-22.38%,-33.33%,-,
20,Total Shareholder Return,-,-,-,-,-,-,-,-22.38%,-33.33%,-,
