,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,29.71,67.95,61.6,36.64,85.43,82.9,51.3,26.33,123.72,126.68
1,Short-Term Investments,-,-,-,-,-,-,-,1.78,49.28,1.26
2,Trading Asset Securities,-,-,-,-,-,-,-,-,20.91,285.65
3,Cash & Short-Term Investments,29.71,67.95,61.6,36.64,85.43,82.9,51.3,28.1,193.91,413.59
4,Cash Growth,-51.76%,85.48%,-27.90%,-55.81%,66.52%,195.00%,-73.54%,-93.21%,-,-
5,Accounts Receivable,489.33,808.83,571.61,191.7,230.36,226.01,211.32,339.22,407.84,622.16
6,Other Receivables,96.53,61.45,46.91,67.98,62.93,74.6,78.37,63.23,59.68,34.52
7,Receivables,585.86,870.28,618.52,259.68,293.28,300.61,289.69,402.45,467.52,656.68
8,Inventory,358.37,377.63,226.17,187.43,242.45,280.49,367.81,319.39,280.78,283.96
9,Other Current Assets,1827,2395,358.47,841.8,706.26,286.29,323.53,303.95,159.96,119.39
10,Total Current Assets,2801,3711,1265,1326,1327,950.3,1032,1054,1102,1474
11,"Property, Plant & Equipment",134.46,104.07,103.33,109.26,123.83,143,154.44,146.57,134.04,145.26
12,Other Intangible Assets,5.31,4.83,24.76,23.27,25.14,5.18,5.76,6.23,6.71,6.39
13,Long-Term Deferred Tax Assets,0.45,0.69,0.21,0.25,0.17,0.23,0.4,0.8,0.71,0.71
14,Long-Term Deferred Charges,-,1.34,-,2.67,-,4.01,-,-,-,-
15,Other Long-Term Assets,-,-,-,-,0.52,-,-,-,-,-
16,Total Assets,2941,3822,1393,1461,1477,1103,1193,1207,1244,1626
17,Accounts Payable,2258,3159,827.3,940.63,902.1,524.13,482.48,591.97,614.65,876.71
18,Accrued Expenses,81.91,68.38,78.56,57.73,69.02,51.98,76.01,58.51,94.36,81.32
19,Short-Term Debt,-,-,-,-,-,-,-,-,-,181.11
20,Current Portion of Long-Term Debt,125.29,142.62,103.12,37.01,64.75,42.16,89.24,34.46,48.27,3.05
21,Current Portion of Leases,3.25,5.89,2.63,5.86,6.41,12.39,9.92,6.48,9.86,11.96
22,Current Income Taxes Payable,4.85,4.59,3.9,5.95,6.02,2.78,7.13,4.91,2.26,5.15
23,Current Unearned Revenue,43.53,47.89,22.14,46.1,59.04,87.94,157.3,111.69,101.66,80.37
24,Other Current Liabilities,-,10.38,-,6.61,-,10.27,5.55,13.72,2.1,22.51
25,Total Current Liabilities,2517,3438,1038,1100,1107,731.64,827.64,821.74,873.15,1262
26,Long-Term Debt,10.32,11.82,13.32,14.82,16.32,16.01,17.53,19.06,20.58,22.1
27,Long-Term Leases,34.95,2.43,-,-,2.63,7.9,12.38,0.17,1.98,5.68
28,Long-Term Unearned Revenue,4.14,4.14,-,12.1,13.24,15.68,19.78,16.78,20.2,22.17
29,Long-Term Deferred Tax Liabilities,14.27,14.1,13.56,13.48,14.67,15.63,14.27,14.6,12.7,10.85
30,Total Liabilities,2580,3471,1065,1140,1154,786.86,891.6,872.34,928.61,1323
31,Common Stock,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95
32,Additional Paid-In Capital,89.44,89.44,89.44,89.44,89.44,89.44,89.44,89.44,89.44,89.44
33,Retained Earnings,209.69,199.84,176.98,167.47,168.83,160.96,144.79,178.72,160.49,147.84
34,Comprehensive Income & Other,53.95,53.87,53.47,54.37,55.31,56.58,56.55,56.24,54.19,54.77
35,Total Common Equity,362.02,352.09,328.83,320.22,322.52,315.92,299.73,333.34,313.06,300.99
36,Minority Interest,-1.51,-0.87,-0.3,0.49,0.37,-0.09,1.61,1.81,1.95,2.01
37,Shareholders' Equity,360.51,351.21,328.53,320.71,322.88,315.84,301.34,335.15,315.01,302.99
38,Total Liabilities & Equity,2941,3822,1393,1461,1477,1103,1193,1207,1244,1626
39,Total Debt,173.8,162.75,119.06,57.68,90.1,78.46,129.07,60.17,80.69,223.9
40,Net Cash (Debt),-144.09,-94.8,-57.47,-21.04,-4.67,4.45,-77.77,-32.07,113.22,189.69
41,Net Cash Per Share,-0.14,-0.09,-0.06,-0.02,-0.00,0.00,-0.08,-0.03,0.11,0.23
42,Filing Date Shares Outstanding,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
43,Total Common Shares Outstanding,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
44,Working Capital,283.96,272.78,227.11,225.66,220.08,218.65,204.69,232.15,229.02,211.44
45,Book Value Per Share,0.36,0.35,0.33,0.32,0.32,0.32,0.30,0.33,0.31,0.30
46,Tangible Book Value,356.71,347.26,304.07,296.95,297.37,310.75,293.97,327.1,306.36,294.6
47,Tangible Book Value Per Share,0.36,0.35,0.30,0.30,0.30,0.31,0.29,0.33,0.31,0.29
48,Land,-,64.84,-,64.84,-,64.84,-,64.84,-,64.84
49,Machinery,-,108.34,-,107.09,-,108,-,105.69,-,77.43
50,Leasehold Improvements,-,29.59,-,29.59,-,32.24,-,31.74,-,30.37
