,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,1257,2016,806.95,541.1,909.28,1088,911.74,1324,857.58,1992
1,Revenue Growth (YoY),55.76%,272.57%,-11.25%,-50.28%,-0.27%,-17.83%,6.32%,-33.50%,-23.83%,-
2,Cost of Revenue,1147,1821,702.44,451.33,795.41,983.57,844.3,1218,770.74,1862
3,Gross Profit,109.93,195.08,104.5,89.76,113.87,104.8,67.44,106.58,86.84,129.61
4,"Selling, General & Admin",56.76,75.62,47.3,51.87,51.77,51.3,48.43,50.96,49.18,57.57
5,Research & Development,60.17,74.13,65.56,64.05,60.02,57.16,61.8,62,50.8,57.69
6,Operating Expenses,116.92,149.75,112.86,115.93,111.79,108.46,110.23,112.96,99.98,115.26
7,Operating Income,-7,45.34,-8.35,-26.16,2.08,-3.66,-42.8,-6.37,-13.14,14.35
8,Interest Expense,-20.8,-28.22,-7.6,-6.74,-11.52,-3.41,-3.06,-2.74,-2.74,-5.35
9,Interest & Investment Income,25.32,2.92,8.59,8.79,3.44,3.11,2.75,1.32,2.91,0.25
10,Currency Exchange Gain (Loss),-,-0.34,0.34,8.86,7.04,-,-,-,-,2.03
11,Other Non Operating Income (Expenses),7.65,-5.27,16.95,4.38,3.44,5.03,6.05,12.19,6.05,5.05
12,EBT Excluding Unusual Items,5.18,14.43,9.93,-10.88,4.47,1.07,-37.06,4.39,-6.93,16.32
13,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,1.76,5.54,4.68
14,Gain (Loss) on Sale of Assets,-,-,-,-,-,0.28,-,-,-,-
15,Legal Settlements,-,-,-,-,-,5.55,-3.46,-,-0.33,-
16,Other Unusual Items,8.01,10.09,5.5,8.22,8.01,9.14,8.61,14.6,14.61,8.55
17,Pretax Income,13.18,24.52,15.43,-2.66,12.48,16.05,-31.91,20.75,12.9,29.56
18,Income Tax Expense,3.96,2.21,6.72,-1.24,4.7,-0.02,2.22,2.66,0.3,4.46
19,Earnings From Continuing Operations,9.22,22.31,8.71,-1.42,7.78,16.07,-34.13,18.09,12.6,25.1
20,Minority Interest in Earnings,0.63,0.55,0.8,0.06,0.08,0.1,0.21,0.14,0.06,0.39
21,Net Income,9.86,22.86,9.51,-1.36,7.87,16.17,-33.92,18.22,12.66,25.49
22,Net Income to Common,9.86,22.86,9.51,-1.36,7.87,16.17,-33.92,18.22,12.66,25.49
23,Net Income Growth,3.63%,-,20.93%,-,-,-11.28%,-,-28.50%,-6.34%,-
24,Shares Outstanding (Basic),1000,1000,1000,1000,1000,1000,1000,1000,1000,817
25,Shares Outstanding (Diluted),1000,1000,1000,1000,1000,1000,1000,1000,1000,817
26,Shares Change (YoY),-,-,-,-,-,-,-,22.38%,33.33%,-
27,EPS (Basic),0.01,0.02,0.01,-0.00,0.01,0.02,-0.03,0.02,0.01,0.03
28,EPS (Diluted),0.01,0.02,0.01,-0.00,0.01,0.02,-0.03,0.02,0.01,0.03
29,EPS Growth,3.63%,-,20.93%,-,-,-11.28%,-,-41.57%,-29.75%,-
30,Free Cash Flow,-617.49,2056,-489.56,119.86,427.5,62.5,-44.27,-8.8,-61.87,73.41
31,Free Cash Flow Per Share,-0.62,2.06,-0.49,0.12,0.43,0.06,-0.04,-0.01,-0.06,0.09
32,Operating Margin,-0.56%,2.25%,-1.04%,-4.84%,0.23%,-0.34%,-4.69%,-0.48%,-1.53%,0.72%
33,Profit Margin,0.78%,1.13%,1.18%,-0.25%,0.86%,1.49%,-3.72%,1.38%,1.48%,1.28%
34,Free Cash Flow Margin,-49.13%,101.97%,-60.67%,22.15%,47.02%,5.74%,-4.86%,-0.66%,-7.21%,3.69%
35,EBITDA,0.75,50.9,0.37,-13.74,14.33,6.2,-31.73,6.48,-7.16,24.93
36,D&A For EBITDA,7.74,5.56,8.72,12.43,12.25,9.86,11.07,12.86,5.99,10.59
37,EBIT,-7,45.34,-8.35,-26.16,2.08,-3.66,-42.8,-6.37,-13.14,14.35
