,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,184.63,236.87,253.69,270.49,179.38,213.19,163.51,186.56,107.1,72.12
1,Revenue Growth (YoY),-27.22%,-12.43%,41.43%,26.87%,9.70%,14.27%,52.67%,158.68%,17.27%,-12.23%
2,Cost of Revenue,166.8,200.78,212.7,209.69,145.3,156.85,131.58,144.59,82.13,79.02
3,Gross Profit,17.83,36.09,40.99,60.8,34.08,56.34,31.93,41.98,24.97,-6.9
4,"Selling, General & Admin",22.48,23.14,31.96,36.72,18.19,37.01,17.67,21.51,18.93,29.33
5,Other Operating Expenses,-0.89,-0.63,-1.54,-2.51,-3.58,-2.09,-0.1,-0.06,-0.03,0.07
6,Operating Expenses,31.57,27.62,37.2,36.75,21.56,39.19,21.66,20.17,20.87,28.12
7,Operating Income,-13.74,8.47,3.79,24.05,12.52,17.15,10.27,21.81,4.1,-35.02
8,Interest Expense,-2.95,-2.07,-1.76,-1.09,-1.5,-0.98,-0.81,-0.43,-0.21,-0.32
9,Interest & Investment Income,-,-,-,-,-,-,-,-,-,0.16
10,Earnings From Equity Investments,0.01,-0.01,0.02,0.04,-0.01,0.03,0.15,-0.01,0.02,0.72
11,EBT Excluding Unusual Items,-16.68,6.39,2.05,23,11.01,16.2,9.61,21.37,3.91,-34.46
12,Gain (Loss) on Sale of Investments,-,-,-,-,-,-0.12,0.12,0.13,-,-
13,Asset Writedown,-,-,-,-,-,-,-,-,-,-36.04
14,Pretax Income,-16.68,6.39,2.05,23,11.01,16.08,9.73,21.5,3.91,-70.49
15,Income Tax Expense,-2.7,0.85,-0.78,0.13,1.31,1.92,1.87,3.77,0.78,0.49
16,Net Income,-13.99,5.54,2.82,22.87,9.7,14.16,7.86,17.72,3.13,-70.98
17,Net Income to Common,-13.99,5.54,2.82,22.87,9.7,14.16,7.86,17.72,3.13,-70.98
18,Net Income Growth,-,-75.79%,-70.93%,61.48%,23.45%,-20.09%,150.88%,-,72.71%,-
19,Shares Outstanding (Basic),495,495,495,495,495,495,495,495,495,497
20,Shares Outstanding (Diluted),495,495,495,495,495,495,495,495,495,497
21,Shares Change (YoY),-,-,-,-,-,-,-,-0.25%,-0.89%,24.54%
22,EPS (Basic),-0.03,0.01,0.01,0.05,0.02,0.03,0.02,0.04,0.01,-0.14
23,EPS (Diluted),-0.03,0.01,0.01,0.05,0.02,0.03,0.02,0.04,0.01,-0.14
24,EPS Growth,-,-75.79%,-70.93%,61.48%,23.45%,-20.09%,150.91%,-,74.24%,-
25,Free Cash Flow,-14.24,12.87,-61.5,23.01,-19.25,2.46,-19.76,-7.05,-11.26,31.51
26,Free Cash Flow Per Share,-0.03,0.03,-0.12,0.05,-0.04,0.00,-0.04,-0.01,-0.02,0.06
27,Operating Margin,-7.44%,3.57%,1.49%,8.89%,6.98%,8.05%,6.28%,11.69%,3.83%,-48.56%
28,Profit Margin,-7.58%,2.34%,1.11%,8.45%,5.41%,6.64%,4.81%,9.50%,2.93%,-98.42%
29,Free Cash Flow Margin,-7.71%,5.43%,-24.24%,8.51%,-10.73%,1.15%,-12.08%,-3.78%,-10.51%,43.69%
30,EBITDA,-11.13,4.84,8.68,18.99,18.9,11.44,17.41,15.67,11.65,-44.56
31,D&A For EBITDA,2.62,-3.63,4.89,-5.06,6.38,-5.72,7.14,-6.14,7.54,-9.54
32,EBIT,-13.74,8.47,3.79,24.05,12.52,17.15,10.27,21.81,4.1,-35.02
