,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,-,308.77,334.95,360.89,276.01,266.79,247.48,275.26,256.13,223.02,213.44,248.66,214.49,133.63,206.38,339.52,56.89,-,79.21,-
1,Short-Term Investments,-,-,21.58,-,-,-,-,-,28.36,-,10,-,10,-,-,-,-,-,-,-
2,Trading Asset Securities,-,45.02,23.09,15,86.25,56.26,60.31,20.01,20.01,95.51,94.46,49,99.5,170,127,-,49.71,-,30.14,-
3,Cash & Short-Term Investments,353.79,353.79,379.62,375.89,362.26,323.06,307.79,295.27,304.51,318.53,317.9,297.66,323.99,303.63,333.38,339.52,106.6,-,109.36,115.2
4,Cash Growth,-2.34%,9.51%,23.34%,27.30%,18.97%,1.42%,-3.18%,-0.80%,-6.01%,4.91%,-4.65%,-12.33%,203.94%,-,204.86%,194.73%,-,-,-,-
5,Accounts Receivable,-,108.21,115.39,92.32,83.21,80.93,73.48,64.97,60.9,57.9,49.81,52.76,52.59,46.86,46.86,44.44,44.44,-,39.69,-
6,Other Receivables,-,2.53,4.57,1.37,1.85,1.51,4.93,2.02,2.87,2.5,2.54,1.71,5.02,3.61,12.16,0.83,4.35,-,1.65,-
7,Receivables,-,110.73,119.96,93.69,85.06,82.44,78.42,66.99,63.77,60.4,52.36,54.46,57.62,50.47,59.01,45.27,48.8,-,41.34,-
8,Inventory,-,130.02,122.87,127.91,110.58,122.98,121.25,109.39,102.87,117.78,126.8,116.62,101.44,120.04,94.91,78.74,58.22,-,55.37,-
9,Other Current Assets,-,29.2,4.53,10.17,7.29,13.46,6.96,25.84,5.39,11.75,9.61,20.85,7.23,16.06,5.02,12.52,8.29,-,14.2,-
10,Total Current Assets,-,623.74,626.98,607.66,565.19,541.94,514.4,497.49,476.54,508.45,506.66,489.6,490.27,490.2,492.32,476.05,221.9,-,220.26,-
11,"Property, Plant & Equipment",-,111.48,104.54,106.08,107.93,102.03,103.14,104.45,106.26,107.03,108.77,109.76,110.87,97.57,97.23,95.31,94.96,-,98.87,-
12,Long-Term Investments,-,0.85,-,-,21.23,20.9,20.9,-,20.56,-,-,-,-,-,-,-,-,-,-,-
13,Goodwill,-,5.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14,Other Intangible Assets,-,20.26,12.76,12.84,12.94,13.03,13.12,13.21,13.3,13.44,13.54,13.64,13.75,13.86,13.75,13.88,13.98,-,14.12,-
15,Long-Term Deferred Tax Assets,-,4.98,4.98,4.5,4.33,4.61,4.47,3.94,3.89,4.05,3.85,3.8,3.8,2.84,3.08,2.78,2.78,-,2.83,-
16,Long-Term Deferred Charges,-,4.02,4.25,3.6,4.06,7.89,6.9,5.98,4.75,6.23,6.85,7.39,7.88,6.5,5.73,3.55,1.46,-,1.11,-
17,Other Long-Term Assets,-,-,-,21.23,-,-,-,20.56,-,-,-,-,-,-,-,0.16,0.16,-,-,-
18,Total Assets,-,770.91,753.51,755.91,715.68,690.39,662.93,645.63,625.3,639.21,639.67,624.18,626.57,610.96,612.11,591.73,335.23,-,337.2,-
19,Accounts Payable,-,47.25,59.54,58.38,42.95,38.32,43.91,37.54,26.21,32.49,36.44,44.91,37.35,53.41,45.65,43.35,28.25,-,45.75,-
20,Accrued Expenses,-,13.36,19.27,8.03,23.54,10.05,12.8,5.95,18.13,8.32,9.07,5.8,15.19,5.9,10.59,4.8,11.64,-,8.32,-
21,Short-Term Debt,-,10,10,10,-,-,-,-,-,20,20,-,-,-,-,-,-,-,-,-
22,Current Portion of Leases,-,6.2,2.99,2.7,2.68,2.4,2.44,2.41,2.49,2.57,2.78,2.57,2.57,-,-,-,-,-,-,-
23,Current Income Taxes Payable,-,2.62,3.47,3.14,3.39,5.15,0.87,4.33,0.67,6.21,0.69,3.28,1.11,4.6,1.45,1.26,2.13,-,0.63,-
24,Current Unearned Revenue,-,31.59,30.32,34.53,26.26,36.38,30,30.33,23.15,26.4,27.95,20.7,24.28,30.18,33.57,26.27,20.05,-,20.48,-
25,Other Current Liabilities,-,42.26,8.32,15.37,9.11,13.01,8.89,8.53,7.83,3.47,8.03,19.52,11.45,2.69,26.46,20.4,20.71,-,4.49,-
26,Total Current Liabilities,-,153.28,133.91,132.16,107.93,105.3,98.9,89.1,78.46,99.44,104.97,96.77,91.94,96.77,117.72,96.08,82.78,-,79.67,-
27,Long-Term Debt,-,0.48,-,-,-,-,-,-,-,-,-,-,-,-,-,2.13,2.13,-,39.03,-
28,Long-Term Leases,-,7.18,4.11,5.12,5.46,5.32,6.09,6.63,7.25,7.99,8.4,8.23,9.22,1.09,1.15,-,-,-,-,-
29,Long-Term Unearned Revenue,-,-,-,-,-,-,-,-,0.04,0.02,0.14,0.22,0.1,0.14,0.22,0.28,0.35,-,0.26,-
30,Long-Term Deferred Tax Liabilities,-,-,-,0.05,-,0.07,0.07,0.03,0.03,0.03,0.1,0.11,0.11,0.04,0.04,0.05,0.05,-,0.02,-
31,Other Long-Term Liabilities,-,6.06,5.84,4.86,4.86,4.27,4.43,3.7,3.7,3.86,3.86,4.23,3.86,3.08,3.08,3.14,3.14,-,2.78,-
32,Total Liabilities,-,167,143.87,142.2,118.26,114.96,109.49,99.45,89.48,111.35,117.47,109.56,105.24,101.12,122.21,101.68,88.44,-,121.76,-
33,Common Stock,-,82.69,82.69,59.3,59.3,59.3,59.3,59.3,59.3,59.16,59.16,59.16,59.16,59.16,59.16,59.16,44.37,-,44.37,-
34,Additional Paid-In Capital,-,262.24,261.42,284.81,284.81,286.08,285.92,285.6,285.6,283.69,283.69,281.81,281.81,280.37,280.37,280.37,60.53,-,60.53,-
35,Retained Earnings,-,276.52,283.3,290.18,271.03,247.93,226.39,219.8,209.77,205.49,184.76,173.66,180.36,170.31,150.37,150.53,141.89,-,110.53,-
36,Treasury Stock,-,-20.48,-20.48,-20.48,-20.48,-20.48,-20.48,-20.48,-20.48,-20.48,-5.4,-,-,-,-,-,-,-,-,-
37,Comprehensive Income & Other,-,2.95,2.72,-0.1,2.77,2.6,2.31,1.96,1.63,-,-,-,-,-,-,-,-,-,-,-
38,Shareholders' Equity,603.91,603.91,609.64,613.71,597.42,575.43,553.44,546.18,535.81,527.86,522.2,514.63,521.33,509.84,489.89,490.05,246.79,-,215.44,197.9
39,Total Liabilities & Equity,-,770.91,753.51,755.91,715.68,690.39,662.93,645.63,625.3,639.21,639.67,624.18,626.57,610.96,612.11,591.73,335.23,-,337.2,-
40,Total Debt,23.86,23.86,17.1,17.82,8.14,7.72,8.53,9.04,9.73,30.56,31.18,10.8,11.79,1.09,1.15,2.13,2.13,-,39.03,22.5
41,Net Cash (Debt),329.93,329.93,362.52,358.06,354.12,315.34,299.25,286.23,294.77,287.96,286.72,286.86,312.2,302.54,332.23,337.4,104.47,-,70.33,92.7
42,Net Cash Growth,-6.83%,4.63%,21.14%,25.10%,20.13%,9.51%,4.37%,-0.22%,-5.58%,-4.82%,-13.70%,-14.98%,198.84%,-,372.40%,263.98%,-,-,-,-
43,Net Cash Per Share,4.08,4.07,4.33,4.40,4.40,3.99,3.60,3.46,3.56,3.61,3.32,3.54,3.73,3.69,4.10,5.30,1.70,-,1.14,1.52
44,Filing Date Shares Outstanding,80.8,81.87,81.87,81.87,81.87,81.87,81.87,82.65,81.87,82.82,82.82,82.82,82.82,82.82,82.82,82.82,62.12,64.71,62.12,60.82
45,Total Common Shares Outstanding,81.87,81.87,81.87,81.87,81.87,81.87,81.87,82.65,81.87,82.82,82.82,82.82,82.82,82.82,82.82,82.82,62.12,64.71,62.12,60.82
46,Working Capital,-,470.45,493.06,475.49,457.26,436.64,415.5,408.4,398.07,409.01,401.69,392.83,398.32,393.43,374.6,379.97,139.12,-,140.59,-
47,Book Value Per Share,7.38,7.38,7.45,7.50,7.30,7.03,6.76,6.61,6.54,6.37,6.31,6.21,6.29,6.16,5.92,5.92,3.97,-,3.47,3.19
48,Tangible Book Value,578.06,578.06,596.89,600.87,584.49,562.41,540.32,532.97,522.51,514.42,508.66,500.98,507.58,495.98,476.14,476.17,232.81,-,201.32,183.57
49,Tangible Book Value Per Share,7.06,7.06,7.29,7.34,7.14,6.87,6.60,6.45,6.38,6.21,6.14,6.05,6.13,5.99,5.75,5.75,3.75,-,3.24,2.96
50,Buildings,-,-,103.35,-,103.35,-,98.9,-,98.9,-,-,-,98.78,-,94.33,-,94.12,-,97.15,-
51,Machinery,-,-,16.12,-,15.89,-,12.78,-,12.51,-,-,-,10.53,-,7.75,-,6.94,-,6.28,-
52,Construction In Progress,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.06,-,-,-,-,-
