,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Cash & Equivalents,8.29,2.44,4.5,3.19,59.58,57.65,38.19,100.97,185.69,196.54
1,Cash & Short-Term Investments,8.29,2.44,4.5,3.19,59.58,57.65,38.19,100.97,185.69,196.54
2,Cash Growth,83.99%,-23.67%,-92.44%,-94.47%,56.02%,-42.90%,-79.44%,-48.62%,107.01%,-
3,Accounts Receivable,76.27,104.7,126.82,184.04,155.36,213.1,282.1,362.2,474.94,572.99
4,Other Receivables,23.76,-,28.34,26.92,29.13,87.15,67.8,62.01,44.24,22.78
5,Receivables,100.03,104.7,155.17,210.95,184.49,300.25,349.91,424.21,519.17,595.77
6,Other Current Assets,568.94,592.33,551.22,674.91,549.4,629.35,570.12,548.91,439.19,347.39
7,Total Current Assets,677.26,699.46,710.89,889.05,793.48,987.24,958.21,1074,1144,1140
8,"Property, Plant & Equipment",2.53,2.74,4.63,6.17,8.17,10.53,11.33,5.57,6.41,3.05
9,Long-Term Investments,-,-,-,1.29,1.22,1.17,2.72,3,3,-
10,Long-Term Deferred Tax Assets,5.88,5.88,5.88,17.82,17.82,42.55,42.53,20.67,17.77,15.66
11,Total Assets,685.67,708.08,721.41,914.33,820.68,1041,1015,1103,1171,1158
12,Accounts Payable,214.53,220.23,221.31,244.63,252.48,253.9,265.9,340.27,379.48,374.78
13,Accrued Expenses,29.61,31.15,30.33,25.13,27.41,13.38,9.16,11.56,16.88,10.43
14,Short-Term Debt,151.93,151.38,158.78,204.98,212.67,173.76,128.15,81.93,79.15,84.53
15,Current Portion of Leases,4.34,4.5,3.37,3.07,1.87,2.13,1.6,0.79,0.86,0.23
16,Current Income Taxes Payable,4.71,4.71,4.71,4.71,4.71,4.71,4.71,6.41,4.12,0.49
17,Current Unearned Revenue,167.7,155,149.98,144.61,34.27,32.38,31.02,1.87,-,-
18,Other Current Liabilities,120.15,117,117.08,103.89,97.72,80.98,92.31,91.21,132.5,137.5
19,Total Current Liabilities,692.97,683.97,685.56,731.04,631.13,561.25,532.86,534.04,613,607.95
20,Long-Term Debt,1.74,1.74,1.74,-,-,10,-,-,-,-
21,Long-Term Leases,1.35,-,1.23,1.47,2.67,3.35,4.17,2.91,3.32,-
22,Total Liabilities,696.06,685.71,688.53,732.51,633.8,574.6,537.03,536.95,616.32,607.95
23,Common Stock,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74
24,Additional Paid-In Capital,-,160.39,160.39,160.39,160.39,-,160.39,160.39,160.39,160.39
25,Retained Earnings,-,-299.36,-288.86,-140.25,-133.4,-,162.26,249.89,237.38,221.63
26,Comprehensive Income & Other,-13.14,158.59,158.6,158.94,157.15,464.15,152.36,153.36,154.39,165.7
27,Shareholders' Equity,-10.4,22.36,32.88,181.83,186.88,466.89,477.75,566.38,554.9,550.46
28,Total Liabilities & Equity,685.67,708.08,721.41,914.33,820.68,1041,1015,1103,1171,1158
29,Total Debt,159.35,157.62,165.12,209.53,217.21,189.24,133.92,85.64,83.33,84.75
30,Net Cash (Debt),-151.07,-155.18,-160.62,-206.34,-157.63,-131.59,-95.74,15.34,102.35,111.79
31,Net Cash Growth,-,-,-,-,-,-,-,-86.28%,217.12%,-
32,Net Cash Per Share,-0.50,-0.52,-0.54,-0.69,-0.53,-0.44,-0.32,0.05,0.34,0.49
33,Filing Date Shares Outstanding,300,300,300,300,300,300,300,300,300,300
34,Total Common Shares Outstanding,300,300,300,300,300,300,300,300,300,300
35,Working Capital,-15.72,15.48,25.33,158.02,162.34,426,425.35,540.05,531.05,531.76
36,Book Value Per Share,-0.03,0.07,0.11,0.61,0.62,1.56,1.59,1.89,1.85,1.83
37,Tangible Book Value,-10.4,22.36,32.88,181.83,186.88,466.89,477.75,566.38,554.9,550.46
38,Tangible Book Value Per Share,-0.03,0.07,0.11,0.61,0.62,1.56,1.59,1.89,1.85,1.83
39,Leasehold Improvements,-,-,11.3,-,11.09,-,10.13,-,6,-
