,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Market Capitalization,32,35,492,381,309,318,381,393,447,456,408
1,Market Cap Growth,-90.71%,-90.71%,59.22%,19.81%,-18.90%,-19.08%,-14.77%,-13.82%,9.56%,-,-
2,Enterprise Value,193,202,669,604,543,472,440,375,325,333,372
3,Last Close Price,0.11,0.12,1.64,1.27,1.03,1.06,1.27,1.31,1.49,1.52,1.36
4,PE Ratio,-,-,-,-,-,-,-,-,13.15,5.48,4.34
5,PS Ratio,1.99,2.20,9.86,3.05,3.44,12.17,1.95,1.05,1.05,0.84,0.83
6,PB Ratio,-3.20,-3.20,20.47,10.52,1.57,1.51,0.70,0.67,0.66,0.69,0.68
7,P/TBV Ratio,-,-,20.47,10.52,1.57,1.51,0.70,0.67,0.66,0.69,0.68
8,P/FCF Ratio,-,-,8.43,5.42,20.52,-3.64,-,-,-,-,-
9,P/OCF Ratio,-,-,8.41,5.40,20.25,-3.68,-,-,-,-,-
10,EV/Sales Ratio,11.98,12.56,13.41,4.83,6.05,18.06,2.25,1.00,0.76,0.62,0.75
11,EV/EBITDA Ratio,-,-,-,-,-2.07,-,-,-,6.09,3.03,3.26
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-,6.21,3.06,3.30
13,EV/FCF Ratio,-,-,11.47,8.59,36.07,-5.40,-,-,-,-,-
14,Debt / Equity Ratio,-15.33,-15.33,7.05,5.02,1.15,1.16,0.41,0.28,0.15,0.15,0.15
15,Debt / FCF Ratio,-,-,2.90,2.59,15.03,-2.81,-,-,-,-,-
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,7.65%,16.42%,18.68%
17,Earnings Yield,-142.95%,-129.63%,-34.75%,-44.95%,-101.15%,-105.11%,-31.02%,-23.46%,7.60%,18.25%,23.04%
18,FCF Yield,-,11.86%,18.46%,4.87%,-27.50%,-41.49%,-42.92%,-30.04%,-29.99%,-6.44%,
19,Buyback Yield / Dilution,-,-,-,-,-,-,0.13%,-31.17%,-33.51%,-1.65%,
20,Total Shareholder Return,-,-,-,-,-,-,0.13%,-31.17%,-33.51%,-1.65%,
