,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Revenue,49698,47800,46522,43539,55363,51351,47696,48585,58199,37948,45731,52043,33497,40565,49811,42543,56575,44745,33109,37380,Upgrade
1,Revenue Growth (YoY),-10.23%,-6.92%,-2.46%,-10.39%,-4.87%,35.32%,4.30%,-6.64%,73.74%,-6.45%,-8.19%,22.33%,-40.79%,-9.34%,50.44%,13.81%,12.55%,8.21%,-29.18%,18.06%,Upgrade
2,Cost of Revenue,36740,36788,34809,44875,38559,38949,35495,45897,37113,32047,33072,48197,21025,33478,35572,37830,37179,35056,24768,36580,Upgrade
3,Gross Profit,12958,11012,11713,-1336,16804,12402,12200,2689,21086,5901,12659,3846,12472,7086,14239,4714,19396,9690,8341,800.52,Upgrade
4,"Selling, General & Admin",4884,2788,3584,4806,5625,2869,3653,5117,4326,3497,3574,5088,2442,3857,4723,6829,4719,4587,3158,5209,Upgrade
5,Research & Development,653.59,262.5,165.21,-634.68,244.55,204.12,186.01,-602.03,602.03,-150.22,150.22,-665.6,665.6,-217.21,217.21,-437.14,437.14,-123.87,123.87,-,Upgrade
6,Other Operating Expenses,2521,2191,2286,-6973,2542,2375,2269,-7432,7549,-2520,2546,-6325,5710,-2689,1456,-7029,6617,-1558,1610,-9198,Upgrade
7,Operating Expenses,8045,5228,6060,-2933,8245,5720,6133,-3218,12778,826.27,6270,-2060,8976,951.11,6396,-1098,12234,2815,4982,-3989,Upgrade
8,Operating Income,4913,5785,5652,1596,8559,6682,6067,5906,8308,5075,6389,5906,3497,6135,7842,5811,7162,6874,3358,4790,Upgrade
9,Interest Expense,-74.78,-56.1,-257.46,-,-549.78,-,-84.97,-496.9,-,-350.58,-,-704.96,-,-408.2,-,-186.95,-509.3,-465.41,-,-694.64,Upgrade
10,Interest & Investment Income,-,-,-,684.35,-,147.04,-,40.53,593.83,137.75,238.1,81.97,709.82,305.8,197.74,952.95,-,317.39,167.99,1918,Upgrade
11,Earnings From Equity Investments,-,192.68,-192.68,-1600,-,-64.98,64.98,-1281,43.41,-136.13,92.71,-1101,494.01,-266.77,-227.24,-2015,1165,-1165,-,49.63,Upgrade
12,Currency Exchange Gain (Loss),-,-,-,-278.34,-,-,-,404.37,-,-,-,604.31,-,-,-,-825.54,-,-,-,-627.3,Upgrade
13,Other Non Operating Income (Expenses),10.33,1.21,0.76,-141.78,-24.17,0.11,-0.05,-86.97,-74.58,0.44,-0.44,-115.83,-5.45,-1.05,1.05,-192.58,16.07,1.97,-1.97,-207.05,Upgrade
14,EBT Excluding Unusual Items,4848,5922,5203,260.73,7985,6764,6047,4486,8870,4726,6720,4671,4695,5765,7814,3544,7834,5564,3524,5229,Upgrade
15,Gain (Loss) on Sale of Investments,102.21,-529.91,2.73,815.44,-820.2,-36.57,41.32,1162,-1162,114.87,-114.87,1255,-1255,44.47,-44.47,1543,-1543,574.59,-574.59,606.2,Upgrade
16,Gain (Loss) on Sale of Assets,0.71,-2.39,-29.67,-53.35,0.09,0.06,-3.68,-159.09,86.1,-121.5,121.5,-18.83,-5.42,3.95,-3.95,-17.5,-18.66,-1.79,1.79,-34.67,Upgrade
17,Asset Writedown,52.14,-332.9,-,276.98,-43.93,-233.05,-,376.77,-376.77,91.81,-91.81,350.62,-350.62,318.31,-318.31,215.51,-215.51,-,-,337.34,Upgrade
18,Pretax Income,5003,5057,5176,1300,7121,6494,6085,5865,7418,4811,6634,6257,3084,6132,7447,5285,6057,6136,2952,6137,Upgrade
19,Income Tax Expense,1580,1682,1684,909.76,2436,2100,1928,1998,2593,1732,2070,2086,1287,2084,2313,2015,2183,2091,1186,1720,Upgrade
20,Earnings From Continuing Operations,3424,3375,3492,390.05,4685,4395,4156,3867,4825,3079,4564,4171,1798,4048,5135,3271,3873,4046,1766,4418,Upgrade
21,Minority Interest in Earnings,-2300,-2432,-2457,-1377,-3513,-3004,-2701,-2886,-3768,-2488,-2997,-2983,-1886,-3050,-3374,-2963,-3199,-3032,-1732,-2426,Upgrade
22,Net Income,1124,943.14,1035,-987.14,1172,1390,1455,981.5,1057,591.52,1567,1189,-88.43,997.6,1760,307.74,674.13,1013,33.67,1992,Upgrade
23,Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,112,-112,112,-,112,Upgrade
24,Net Income to Common,1124,943.14,1035,-987.14,1172,1390,1455,981.5,1057,591.52,1567,1189,-88.43,997.6,1760,195.74,786.13,901.28,33.67,1880,Upgrade
25,Net Income Growth,-4.10%,-32.17%,-28.89%,-,10.88%,135.07%,-7.12%,-17.42%,-,-40.71%,-11.00%,286.22%,-,-1.55%,5128.60%,-84.55%,-26.25%,-44.37%,-97.27%,219.45%,Upgrade
26,Shares Outstanding (Basic),8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,Upgrade
