,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,35553,33581,35228,31124,39062,35501,38243,37227,42040,37872,40267,40969,28276,49821,52326,48146,48896,51721,40509,50231,Upgrade
1,Short-Term Investments,-,-,-,300,-,-,-,300,-,-,-,300,-,-,-,300,-,-,-,300,Upgrade
2,Cash & Short-Term Investments,35553,33581,35228,31424,39062,35501,38243,37527,42040,37872,40267,41269,28276,49821,52326,48446,48896,51721,40509,50531,Upgrade
3,Cash Growth,-8.98%,-5.41%,-7.88%,-16.26%,-7.08%,-6.26%,-5.03%,-9.07%,48.68%,-23.99%,-23.05%,-14.82%,-42.17%,-3.67%,29.17%,-4.13%,-8.43%,10.48%,-11.45%,42.72%,Upgrade
4,Accounts Receivable,12335,15217,18314,21027,15915,16576,15726,15739,17992,17874,14159,17989,15235,15383,18524,20553,18986,22559,25212,21095,Upgrade
5,Other Receivables,6553,4804,5817,2762,4508,2458,2679,2313,2556,2085,3442,4754,1973,4512,1867,4412,2748,5450,2190,5041,Upgrade
6,Receivables,18888,20021,24131,23789,20423,19034,18405,18051,20548,19959,17601,22742,17208,19894,20391,24965,21734,28010,27403,26136,Upgrade
7,Inventory,29008,28186,24627,23867,20969,27301,26229,26093,23859,23470,19017,21141,25842,20451,18084,20342,18471,18843,19121,20192,Upgrade
8,Restricted Cash,-,-,-,-,-,773.88,-,-,-,3657,-,-,-,1446,-,-,-,931.67,-,-,Upgrade
9,Other Current Assets,1528,1267,1247,1810,1251,205.69,1680,783.79,862.01,138.54,3082,1484,4158,245.42,3406,1246,5256,346.2,5179,1969,Upgrade
10,Total Current Assets,84977,83054,85234,80891,81704,82817,84557,82455,87310,85097,79968,86636,75484,91858,94208,94999,94357,99852,92211,98828,Upgrade
11,"Property, Plant & Equipment",45290,45763,46784,47086,47557,48120,48698,49086,49444,49698,50190,50573,51118,50921,50308,50429,49442,49274,46089,48758,Upgrade
12,Long-Term Investments,15024,15031,15776,14706,15244,17082,14966,14711,16172,15927,16174,15218,16835,16972,16000,16193,16163,16491,17609,17217,Upgrade
13,Goodwill,901.95,901.95,901.95,901.95,901.95,-,901.95,901.95,901.95,-,901.95,901.95,901.95,-,901.95,901.95,901.95,-,901.95,901.95,Upgrade
14,Other Intangible Assets,10193,10975,11130,6880,11299,16801,11617,6978,11981,17794,12892,7177,14225,18956,15028,7376,13709,20174,13657,7545,Upgrade
15,Long-Term Deferred Tax Assets,7825,7749,7790,7764,8792,8799,8666,8739,7678,7821,7713,7719,9632,8658,9581,9764,10620,9740,10557,10540,Upgrade
16,Long-Term Deferred Charges,7245,6036,5417,9763,4425,-,4412,9381,4416,-,3951,9915,3652,-,3501,11340,5359,-,5803,11940,Upgrade
17,Other Long-Term Assets,614.91,851.21,620.74,731.77,1535,1450,673.1,1123,733.22,1137,2699,2704,2989,3103,2529,2700,1237,1031,592.19,662.08,Upgrade
18,Total Assets,172070,170361,173653,168723,171459,175068,174491,173375,178636,177474,174490,180844,174836,190467,192056,193703,191789,196561,187419,196393,Upgrade
19,Accounts Payable,35611,37701,36915,35848,30776,31895,31537,29869,35895,37223,36918,39616,34306,40905,41690,48017,46913,45657,40094,45444,Upgrade
20,Accrued Expenses,1498,1300,1117,22638,1376,-,1086,23318,1232,-,852.51,22994,1070,-,823.62,29471,1037,-,671.81,30190,Upgrade
21,Short-Term Debt,2909,2932,3913,1565,3067,4686,3801,6284,5452,5970,5842,9494,10744,10039,8928,8986,11015,8609,8254,4854,Upgrade
22,Current Portion of Long-Term Debt,-,-,-,5170,-,5419,-,5449,-,6798,-,5257,-,5889,-,2750,4017,8406,-,9466,Upgrade
23,Current Portion of Leases,-,-,-,108.32,-,106.78,-,105.08,-,97.04,-,26.85,-,72.96,-,93.99,-,120.48,-,33.2,Upgrade
24,Current Income Taxes Payable,2609,2021,2124,95.07,3339,1706,2703,1773,3553,1247,1815,1330,965,521.01,3582,1325,3062,822.71,3288,4443,Upgrade
25,Current Unearned Revenue,885.46,927.02,837.14,889.39,957.8,908.68,1279,1215,1177,1309,1285,1367,1593,1691,1368,1292,1364,1071,737.1,1008,Upgrade
26,Other Current Liabilities,34287,32432,31730,10139,33661,37700,36716,11334,35799,34876,35106,11894,33102,35601,44244,13338,37261,49022,43642,11352,Upgrade
27,Total Current Liabilities,77799,77313,76635,76453,73176,82421,77121,79347,83108,87520,81819,91978,81781,94718,100637,105273,104669,113708,96686,106790,Upgrade
28,Long-Term Debt,2786,4984,6515,6539,7275,7194,7699,8580,8367,7218,7527,7633,8855,8159,8695,8721,7933,8230,9652,9815,Upgrade
29,Long-Term Leases,68.73,67.31,62.3,61.51,86.51,114.27,139.54,169.53,59.89,189.57,61.27,55.06,62.24,73.73,49.19,59.22,95.22,108.08,13.51,77.05,Upgrade
30,Long-Term Unearned Revenue,1876,1952,2020,2485,2093,2536,2176,2710,2351,2873,2483,3229,3089,3538,2814,3571,3113,3815,2663,3868,Upgrade
31,Long-Term Deferred Tax Liabilities,12.52,10.05,17.48,12.52,17.48,13.75,17.48,16.21,17.48,18.69,21.27,21.27,22.58,23.86,26.42,26.42,716.07,721.15,726.23,731.32,Upgrade
32,Other Long-Term Liabilities,4278,4328,4385,3787,5000,3204,4144,3614,4299,3182,3589,3042,3174,2546,3311,2458,3905,2707,3312,2737,Upgrade
33,Total Liabilities,86820,88655,89635,89340,87649,95482,91297,94438,98203,101001,95500,105957,96983,109058,115533,120109,120430,129289,113052,124018,Upgrade
34,Common Stock,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,Upgrade
35,Additional Paid-In Capital,-,18453,-,-,-,-,-,-,18453,-,18453,-,18453,-,18453,-,18451,-,-,-,Upgrade
36,Retained Earnings,32277,31154,31253,31129,31205,26253,30005,29461,27568,22732,27203,26547,24447,21070,24179,23330,22111,18898,21981,22776,Upgrade
37,Comprehensive Income & Other,20449,1914,19920,17865,17903,21901,17941,17020,-566.28,22504,-50.12,18020,1804,23447,67.54,19742,1502,22588,20406,19216,Upgrade
38,Total Common Equity,60741,59536,59187,57009,57124,56170,55961,54497,53470,53251,53621,52583,52719,52532,50715,51088,50080,49502,50403,50007,Upgrade
39,Minority Interest,24508,22170,24831,22374,26686,23416,27233,24440,26963,23222,25370,22304,25134,28877,25808,22506,21278,17770,23964,22368,Upgrade
40,Shareholders' Equity,85250,81706,84019,79384,83810,79586,83194,78937,80433,76473,78990,74887,77853,81409,76523,73594,71358,67272,74367,72375,Upgrade
41,Total Liabilities & Equity,172070,170361,173653,168723,171459,175068,174491,173375,178636,177474,174490,180844,174836,190467,192056,193703,191789,196561,187419,196393,Upgrade
42,Total Debt,5764,7984,10490,13445,10428,17519,11639,20588,13878,20271,13430,22466,19661,24233,17673,20611,23060,25473,17919,24246,Upgrade
43,Net Cash (Debt),29790,25597,24739,17979,28633,17983,26604,16939,28162,17600,26837,18803,8615,25589,34654,27836,25836,26248,22590,26286,Upgrade
44,Net Cash Growth,4.04%,42.34%,-7.01%,6.14%,1.67%,2.17%,-0.87%,-9.91%,226.89%,-31.22%,-22.56%,-32.45%,-66.66%,-2.51%,53.41%,5.90%,-22.05%,38.38%,-7.99%,127.71%,Upgrade
45,Net Cash Per Share,3.72,3.19,3.09,2.24,3.57,2.24,3.32,2.11,3.51,2.20,3.35,2.35,1.07,3.19,4.32,3.47,3.22,3.27,2.82,3.28,Upgrade
46,Filing Date Shares Outstanding,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,Upgrade
47,Total Common Shares Outstanding,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,8015,Upgrade
48,Working Capital,7179,5741,8598,4437,8528,395.46,7436,3108,4202,-2423,-1850,-5342,-6297,-2861,-6428,-10274,-10311,-13856,-4475,-7962,Upgrade
49,Book Value Per Share,7.58,7.43,7.38,7.11,7.13,7.01,6.98,6.80,6.67,6.64,6.69,6.56,6.58,6.55,6.33,6.12,6.25,5.93,6.29,5.99,Upgrade
50,Tangible Book Value,49647,47659,47155,49228,44922,39369,43442,46617,40587,35457,39826,44504,37592,33576,34785,42810,35469,29328,35844,41560,Upgrade
51,Tangible Book Value Per Share,6.19,5.95,5.88,6.14,5.60,4.91,5.42,5.82,5.06,4.42,4.97,5.55,4.69,4.19,4.34,5.09,4.43,3.41,4.47,4.94,Upgrade
52,Buildings,-,-,-,24843,-,-,-,24489,-,-,-,23935,-,-,-,22157,-,-,-,19547,Upgrade
53,Machinery,-,-,-,61635,-,-,-,55782,-,-,-,51017,-,-,-,46072,-,-,-,40353,Upgrade
54,Construction In Progress,-,-,-,7612,-,-,-,9938,-,-,-,10898,-,-,-,11933,-,-,-,12088,Upgrade
