,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Operating Revenue,5.53,17.57,43.79,84.28,104.83,300.32,254.18,750.37,159.75,797.93
1,Other Revenue,-,-,-,-,-,-0.45,0.45,0.28,0.17,0.23
2,Revenue,5.53,17.57,43.79,84.28,104.83,299.87,254.64,750.65,159.92,798.16
3,Revenue Growth (YoY),-87.36%,-79.15%,-58.22%,-71.89%,-58.83%,-60.05%,59.23%,-5.95%,-78.53%,-27.14%
4,Cost of Revenue,5.45,16.45,36.84,80.66,80.55,271.16,211.06,629.84,128.85,643.88
5,Gross Profit,0.09,1.13,6.96,3.62,24.28,28.72,43.57,120.81,31.07,154.28
6,"Selling, General & Admin",5.81,16.06,7.68,30.51,16.01,58.14,17.36,29.92,19.48,26.6
7,Research & Development,-,-,-,-,-,-9.54,9.54,40.88,5.15,63.5
8,Other Operating Expenses,-3.92,54.43,-86.21,-83.72,83.32,-4.5,1.7,3.3,-2.32,3.87
9,Operating Expenses,-5.9,61.22,-78.53,718.09,99.33,477.2,25.6,465.86,56.9,154.32
10,Operating Income,5.99,-60.09,85.49,-714.47,-75.06,-448.49,17.97,-345.06,-25.83,-0.04
11,Interest Expense,-13.94,-18.93,-11.35,-11.17,-8.35,-8.18,-11.18,-10.79,-14.83,-11.47
12,Interest & Investment Income,0.01,0.01,0.03,0.03,0.07,0.14,0.66,0.18,0.48,0.24
13,Currency Exchange Gain (Loss),-,-,-,-,-,0,-0,-0,0,-0
14,Other Non Operating Income (Expenses),3.91,9.5,-,-127.88,-,0.28,-1.86,-4.31,1.84,-0.86
15,EBT Excluding Unusual Items,-4.03,-69.51,74.17,-853.49,-83.34,-456.25,5.59,-359.97,-38.34,-12.13
16,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,7.33
17,Gain (Loss) on Sale of Assets,11.14,2.6,-0.02,0.85,-0,0.24,0.86,0,-0,1.5
18,Asset Writedown,-,-,-,-,-,-0.15,0.15,-0,-,-
19,Legal Settlements,-13.03,-13.84,-8.59,-30.61,-8.42,-26.69,-0.59,-0.06,0.06,-
20,Other Unusual Items,-,-,-,-,-,0.81,-0.81,-2.48,5.28,-
21,Pretax Income,-5.92,-80.75,65.57,-883.24,-91.76,-482.03,5.19,-362.52,-33.01,-3.3
22,Income Tax Expense,2.6,-,1.32,-,-,100.15,1.13,-52.23,-11.54,3.29
23,Net Income,-8.52,-80.75,64.24,-883.24,-91.76,-582.18,4.07,-310.28,-21.47,-6.59
24,Net Income to Common,-8.52,-80.75,64.24,-883.24,-91.76,-582.18,4.07,-310.28,-21.47,-6.59
25,Shares Outstanding (Basic),241,241,241,241,241,241,241,241,241,238
26,Shares Outstanding (Diluted),241,241,241,241,241,241,241,241,241,238
27,Shares Change (YoY),-,-,-,-0.00%,0.00%,0.00%,-,1.35%,8.99%,11.74%
28,EPS (Basic),-0.04,-0.34,0.27,-3.67,-0.38,-2.42,0.02,-1.29,-0.09,-0.03
29,EPS (Diluted),-0.04,-0.34,0.27,-3.67,-0.38,-2.42,0.02,-1.29,-0.09,-0.03
30,Free Cash Flow,-7.25,-5.95,0.73,-9.98,1.89,-16.13,21.1,68.14,-74.92,41.33
31,Free Cash Flow Per Share,-0.03,-0.02,0.00,-0.04,0.01,-0.07,0.09,0.28,-0.31,0.17
32,Operating Margin,108.19%,-341.98%,195.21%,-847.72%,-71.60%,-149.56%,7.06%,-45.97%,-16.15%,-0.01%
33,Profit Margin,-153.92%,-459.51%,146.69%,-1047.97%,-87.54%,-194.14%,1.60%,-41.34%,-13.42%,-0.83%
34,Free Cash Flow Margin,-130.94%,-33.85%,1.66%,-11.84%,1.80%,-5.38%,8.28%,9.08%,-46.85%,5.18%
35,EBITDA,7.04,-59,86.68,-713.27,-73.76,-447.49,19.92,-341.93,-22.81,4.04
36,D&A For EBITDA,1.06,1.09,1.19,1.2,1.29,1,1.95,3.12,3.02,4.08
37,EBIT,5.99,-60.09,85.49,-714.47,-75.06,-448.49,17.97,-345.06,-25.83,-0.04
38,Revenue as Reported,-,-,-,-,-,-,254.64,750.65,159.92,1543
39,Advertising Expenses,-,-,-,-,-,-,0.02,-,0.14,-
