,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,0.48,0.88,0.43,1.01,14.11,8.6,66.17,159.52,71.49,266.92
1,Cash & Short-Term Investments,0.48,0.88,0.43,1.01,14.11,8.6,66.17,159.52,71.49,266.92
2,Cash Growth,11.83%,-12.92%,-96.94%,-88.30%,-78.68%,-94.61%,-7.44%,-40.24%,-35.97%,48.24%
3,Accounts Receivable,14.32,23.59,29.89,42.74,826.49,1063,1395,1593,1917,2256
4,Other Receivables,0.92,7.12,10.09,15.44,31.4,26.52,37.7,24.01,7.73,50.93
5,Receivables,15.24,30.71,39.98,58.18,857.9,1089,1432,1617,1925,2307
6,Inventory,-,-,-,-,-,-,-,-,1.33,1.68
7,Restricted Cash,8.95,9.35,7.85,11.88,-,24.62,-,-,40.83,-
8,Other Current Assets,-,-,-,-,124.17,106.49,297.46,208.15,238.53,97.74
9,Total Current Assets,24.67,40.94,48.26,71.06,996.17,1229,1796,1985,2277,2673
10,"Property, Plant & Equipment",42.97,52.63,45.59,55.25,48.43,58.74,51.32,56,67.75,60.31
11,Other Intangible Assets,-,-,8.36,-,8.65,0.02,0.01,9.11,0.89,11.14
12,Long-Term Accounts Receivable,-,-,-,-,-,5.06,-,-,2.34,-
13,Long-Term Deferred Tax Assets,-,-,-,-,-,-,100.07,100.33,40.44,35.95
14,Other Long-Term Assets,-,-,0.54,0.56,6.28,0.6,12.25,2.6,13.76,3.65
15,Total Assets,67.64,93.57,102.74,126.87,1060,1293,1960,2153,2403,2785
16,Accounts Payable,315.74,340.52,306.87,413.98,0.25,353.11,54.22,65.11,503.69,114.94
17,Accrued Expenses,3.75,3.34,3.02,2.31,440.18,5.84,490.96,600.11,118.88,829.53
18,Short-Term Debt,225.58,240.71,240.27,241.57,229.39,245.8,284.85,384.24,-,401.93
19,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,337.22,15.23
20,Current Portion of Leases,-,-,-,-,-,-,0.2,-,0.83,-
21,Current Income Taxes Payable,17.14,15.21,13.33,11.79,1.24,121.27,8.32,8.09,1.17,11.43
22,Current Unearned Revenue,-,-,0.36,-,53.01,150.62,158.76,123.62,153.63,113.12
23,Other Current Liabilities,160.61,140.42,104.77,87.27,59,55.92,22.46,18.42,28.73,16.45
24,Total Current Liabilities,722.83,740.2,668.63,756.93,783.07,932.56,1020,1200,1144,1503
25,Long-Term Leases,-,-,-,-,0.95,0.95,1.04,1.48,1.26,1.97
26,Long-Term Unearned Revenue,1.3,1.34,1.34,1.41,1.45,1.49,1.52,1.56,1.59,1.63
27,Other Long-Term Liabilities,-,-,-,-,19.53,14.76,-,-,-,-
28,Total Liabilities,724.13,741.54,669.97,758.34,804.99,949.75,1022,1203,1147,1506
29,Common Stock,240.93,240.93,240.93,240.93,240.93,240.93,240.93,240.93,240.93,240.93
30,Additional Paid-In Capital,323.07,323.07,323.07,323.07,323.07,323.07,323.07,323.07,321.98,323.07
31,Retained Earnings,-1220,-1212,-1131,-1195,-311.19,-220.47,361.71,357.65,587.8,689.4
32,Comprehensive Income & Other,-,-,-,-,1.72,0.13,11.6,28.48,104.79,24.89
33,Shareholders' Equity,-656.49,-647.97,-567.23,-631.47,254.53,343.67,937.32,950.13,1256,1278
34,Total Liabilities & Equity,67.64,93.57,102.74,126.87,1060,1293,1960,2153,2403,2785
35,Total Debt,225.58,240.71,240.27,241.57,230.34,246.75,286.09,385.72,339.31,419.13
36,Net Cash (Debt),-225.1,-239.83,-239.84,-240.57,-216.23,-238.15,-219.92,-226.2,-267.82,-152.21
37,Net Cash Per Share,-0.93,-1.00,-1.00,-1.00,-0.90,-0.99,-0.91,-0.94,-1.11,-0.64
38,Filing Date Shares Outstanding,240.93,240.93,240.93,240.93,240.93,240.93,240.93,240.93,240.93,240.93
39,Total Common Shares Outstanding,240.93,240.93,240.93,240.93,240.93,240.93,240.93,240.93,240.93,240.93
40,Working Capital,-698.16,-699.26,-620.37,-685.87,213.11,296.43,776.23,785.12,1133,1171
41,Book Value Per Share,-2.72,-2.69,-2.35,-2.62,1.06,1.43,3.89,3.94,5.21,5.31
42,Tangible Book Value,-656.49,-647.97,-575.59,-631.47,245.89,343.65,937.31,941.02,1255,1267
43,Tangible Book Value Per Share,-2.72,-2.69,-2.39,-2.62,1.02,1.43,3.89,3.91,5.21,5.26
44,Buildings,89.78,90.16,90.16,90.16,90.16,90.16,89.27,90.16,-,66.5
45,Machinery,13.63,13.63,13.72,13.72,13.63,13.67,14.77,22.06,-,21.87
