,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,72,91,94,116,120,152,177,184,177,203,255,246,211,175,243,243,243,243,243,281,195,Upgrade
1,Market Cap Growth,-40.00%,-40.00%,-46.72%,-37.01%,-31.97%,-25.00%,-30.68%,-25.29%,-16.44%,15.70%,4.76%,1.19%,-13.10%,-27.98%,0%,-13.40%,24.44%,15.07%,16.67%,17.58%,-26.23%,Upgrade
2,Enterprise Value,212,202,205,252,258,261,285,316,317,383,434,443,408,377,445,425,425,425,425,463,384,Upgrade
3,Last Close Price,0.50,0.63,0.65,0.80,0.83,1.05,1.22,1.27,1.22,1.40,1.76,1.70,1.46,1.21,1.68,1.68,1.68,1.68,1.68,1.94,1.35,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,69.62,-72.12,-,-,8.59,8.64,-,75.32,-1.62,-1.71,-,-,22.01,Upgrade
5,PS Ratio,0.24,0.30,0.30,0.36,0.36,0.41,0.43,0.44,0.44,0.50,0.58,0.58,0.48,0.40,0.57,0.63,0.65,0.68,0.67,0.63,0.48,Upgrade
6,PB Ratio,0.34,0.40,0.41,0.45,0.49,0.62,0.66,0.69,-,0.77,1.03,1.01,-,0.72,1.04,1.04,-,1.21,1.11,1.26,-,Upgrade
7,P/TBV Ratio,0.50,0.50,0.51,0.55,0.65,0.82,0.85,0.89,-,1.02,1.34,1.30,-,0.97,1.28,1.28,-,1.66,1.40,1.58,-,Upgrade
8,EV/Sales Ratio,0.70,0.66,0.66,0.79,0.78,0.71,0.70,0.75,0.79,0.94,0.99,1.04,0.93,0.85,1.04,1.10,1.14,1.19,1.17,1.04,0.94,Upgrade
9,EV/EBITDA Ratio,58.21,-,-,-,-,8.88,7.37,6.48,5.75,7.08,7.12,7.65,9.26,9.79,13.22,-,27.83,29.99,-,10.55,7.32,Upgrade
10,EV/EBIT Ratio,-,-,-,-,-,-,-,-,11.17,14.42,13.17,14.23,21.88,31.59,62.81,-,-33.26,-34.11,-,-,14.98,Upgrade
11,Debt / Equity Ratio,0.70,0.70,0.70,0.65,0.69,0.69,0.65,0.65,-,0.58,0.87,0.87,-,0.81,1.05,1.05,-,1.12,0.87,0.87,-,Upgrade
12,Debt / EBITDA Ratio,-,-,-,-,-,12.76,17.74,11.11,-,3.39,3.76,4.23,-,3.19,5.48,-,-,5.59,-,37.27,-,Upgrade
13,Asset Turnover,0.50,0.49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
14,Inventory Turnover,2.55,2.36,2.42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Quick Ratio,0.68,0.68,0.68,0.79,-,0.77,-,0.87,-,0.76,-,0.66,-,0.64,-,0.69,-,0.65,-,0.78,-,Upgrade
16,Current Ratio,1.04,1.04,1.04,1.09,-,1.11,-,1.15,-,1.14,-,1.05,-,1.04,-,1.02,-,1.17,-,1.17,-,Upgrade
17,Return on Equity (ROE),-17.19%,-16.48%,-14.94%,-4.75%,-3.21%,-10.53%,-,-,4.94%,4.25%,-,-,9.58%,0.83%,-,-,5.06%,-35.06%,-,-,Upgrade,
18,Return on Assets (ROA),-2.79%,-2.72%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
19,Return on Capital (ROIC),-4.12%,-4.01%,-4.64%,-4.09%,-1.52%,-2.05%,-,-,2.58%,3.61%,-,-,5.04%,2.55%,-,-,2.49%,-9.18%,-,-,Upgrade,
20,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,9.11%,-,11.60%,-,4.09%,-,-,-,-4.22%,-,-,-,Upgrade
21,Earnings Yield,-28.82%,-22.87%,-15.10%,-11.08%,-8.18%,1.50%,2.31%,4.99%,1.44%,-1.39%,-0.52%,-0.57%,11.64%,11.58%,8.72%,1.33%,-61.74%,-58.64%,-57.86%,-44.00%,4.54%,Upgrade
22,FCF Yield,-64.73%,-49.45%,-24.17%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
