,Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Revenue,66.91,66.91,78.51,71.42,68.04,71.1,97.41,103.22,83.88,88.56,86.49,87.07,93.77,80.89,99.7,94.17,84.29,47.09,101.46,92.06,Upgrade
1,Revenue Growth (YoY),-1.66%,-5.89%,-19.41%,-30.81%,-18.88%,-19.71%,12.63%,18.55%,-10.55%,9.48%,-13.25%,-7.54%,11.24%,71.79%,-1.73%,2.29%,-8.11%,-58.02%,30.97%,14.90%,Upgrade
2,Cost of Revenue,37.65,37.65,53.04,36.2,33.31,39.16,66.95,57.47,48.51,53.87,64.19,46.81,48.04,45.59,73.93,56.1,51.89,32.78,61.15,48.16,Upgrade
3,Gross Profit,29.27,29.27,25.47,35.22,34.73,31.94,30.47,45.76,35.37,34.69,22.3,40.26,45.73,35.3,25.78,38.07,32.41,14.31,40.31,43.9,Upgrade
4,"Selling, General & Admin",26.95,26.95,22.57,31.33,30.09,26.41,22.88,26.95,25.51,24.34,12.39,24.21,31.26,25.42,13.03,30.37,25.61,25.51,36.24,32.66,Upgrade
5,Research & Development,8.44,8.44,10.13,9.72,7.2,8.75,8.2,6.65,6.94,5.07,7.07,5.37,6.7,5.8,7.54,6.27,8.75,5.28,7.74,7.96,Upgrade
6,Other Operating Expenses,-0.15,-0.15,-0.13,0.42,-0.23,-0.07,1.26,-0.31,-0.84,-0.11,-1.28,1.27,0.03,-0.02,11.03,-2.48,-5.75,-2.8,1.56,-0.47,Upgrade
7,Operating Expenses,35.24,35.24,32.57,41.47,37.07,35.1,32.35,33.29,31.61,29.3,18.17,30.85,37.99,31.2,31.6,34.16,28.61,27.98,45.54,40.15,Upgrade
8,Operating Income,-5.98,-5.98,-7.1,-6.26,-2.33,-3.16,-1.88,12.47,3.76,5.39,4.12,9.41,7.74,4.1,-5.83,3.91,3.79,-13.67,-5.23,3.75,Upgrade
