,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,1298,951.42,998.94,1035,930.01,965.83,884.93,925.42,2728,136.12,73.63,121.05,136.3,108.32,91.27,175.05,114.92,86.9,63.92,128.15,Upgrade
1,Other Revenue,-5.61,5.61,-,226.01,-8.14,8.14,-,110.63,-1.92,1.92,-,5.44,-1.86,1.86,-,4.5,-1.92,1.92,-,4.28,Upgrade
2,Revenue,1293,957.03,998.94,1261,921.87,973.97,884.93,1036,2726,138.05,73.63,126.5,134.45,110.18,91.27,179.55,113,88.82,63.92,132.42,Upgrade
3,Revenue Growth (YoY),40.22%,-1.74%,12.88%,21.71%,-66.18%,605.53%,1101.86%,719.03%,1927.61%,25.30%,-19.33%,-29.55%,18.98%,24.04%,42.80%,35.59%,-32.45%,-49.13%,-38.77%,-32.62%,Upgrade
4,Cost of Revenue,1234,964.61,936.21,1213,914.98,922.07,878.24,902.58,2559,134.82,66.21,168.46,148.21,119.54,95.51,276.95,132.32,95.04,61.7,149.13,Upgrade
5,Gross Profit,58.99,-7.58,62.73,47.67,6.89,51.89,6.69,133.47,166.75,3.23,7.42,-41.97,-13.77,-9.36,-4.24,-97.4,-19.32,-6.22,2.21,-16.71,Upgrade
6,"Selling, General & Admin",71.2,65.06,56.45,81.67,71.73,62.42,36.76,46.96,121.14,15.76,14.4,27.43,19.04,16.64,13.32,17.17,21.48,26.02,14.44,41.57,Upgrade
7,Research & Development,8.35,27.29,1.22,76.54,2.08,2.31,5.57,31.71,21.8,12.27,0.28,1.6,0,0.19,0,1.81,0.01,0.32,-,0.02,Upgrade
8,Other Operating Expenses,-1.61,-246.21,0.03,-44.17,-3.57,-192.11,-1.07,-69.25,-60.67,-87.84,0.32,-38.67,-3.21,-52.44,0.44,-1.76,-44.49,-3.26,-0.04,0.34,Upgrade
