,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,398.21,307.56,398.51,459.33,520.88,568.39,581.46,816.19,620.74,480.21,Upgrade
1,Long-Term Investments,165.98,37.11,42.8,49.52,50.57,58.14,59.87,59.85,34.55,34.03,Upgrade
2,Other Receivables,583.94,729.39,782.89,740.7,949.63,942.82,887.2,906.88,870.21,947.84,Upgrade
3,"Property, Plant & Equipment",1.82,1.93,1.29,1.35,0.96,0.94,0.94,0.94,0.96,0.99,Upgrade
4,Other Intangible Assets,2.04,2.04,2.04,2.04,2.04,2.04,2.04,2.04,2.04,2.04,Upgrade
5,Long-Term Deferred Tax Assets,3.5,3.5,3.37,3.37,2.89,2.89,2.2,2.2,2.59,2.59,Upgrade
6,Other Long-Term Assets,1985,1987,1736,1788,1707,1715,1694,1677,1735,1768,Upgrade
7,Total Assets,3144,3071,2970,3047,3237,3293,3231,3468,3269,3238,Upgrade
8,Accrued Expenses,166.54,105.85,103.79,77.21,253.1,220.33,218.62,205.69,205.52,199.64,Upgrade
9,Short-Term Debt,113.59,116.25,48.79,139.34,223.47,234.63,246.69,258.63,270.34,281.2,Upgrade
10,Current Portion of Long-Term Debt,-,-,-,-,-,-,4.09,4.72,5.52,2.45,Upgrade
11,Current Income Taxes Payable,3.09,2.29,0.76,-,5.64,0.63,6.45,2.54,12.17,12.84,Upgrade
12,Other Current Liabilities,94.71,56.2,58.89,69.2,56.9,118.67,77.61,340.67,127.86,108.84,Upgrade
13,Pension & Post-Retirement Benefits,0.21,0.21,-,-,-,-,-,-,-,-,Upgrade
14,Total Liabilities,378.37,281.06,212.73,285.97,539.32,574.47,553.7,812.49,621.94,605.15,Upgrade
15,Common Stock,26.82,26.82,26.82,26.82,26.82,26.82,26.82,26.82,26.82,26.82,Upgrade
16,Additional Paid-In Capital,312.8,312.8,312.8,312.8,312.8,312.8,312.8,312.8,312.8,312.8,Upgrade
17,Retained Earnings,2433,2459,2426,2427,2365,2380,2340,2320,2313,2300,Upgrade
18,Comprehensive Income & Other,-5.72,-6.59,-7.28,-3.68,-5.71,0.28,-1.23,-2.26,-4.19,-5.6,Upgrade
19,Total Common Equity,2767,2792,2758,2762,2699,2720,2678,2657,2648,2634,Upgrade
20,Minority Interest,-1.36,-1.35,-1.33,-1.33,-1.11,-1.26,-1.24,-1.21,-1.18,-1.17,Upgrade
21,Shareholders' Equity,2765,2790,2757,2761,2697,2719,2677,2656,2647,2633,Upgrade
22,Total Liabilities & Equity,3144,3071,2970,3047,3237,3293,3231,3468,3269,3238,Upgrade
23,Total Debt,113.59,116.25,48.79,139.34,223.47,234.63,250.78,263.35,275.86,283.66,Upgrade
24,Net Cash (Debt),284.62,191.3,349.72,319.99,297.4,333.76,330.68,552.84,344.87,196.56,Upgrade
25,Net Cash Growth,-18.62%,-40.22%,17.59%,-4.13%,-10.06%,-39.63%,-4.12%,181.26%,126.65%,-46.64%,Upgrade
26,Net Cash Per Share,0.11,0.07,0.13,0.12,0.11,0.12,0.12,0.21,0.13,0.07,Upgrade
27,Filing Date Shares Outstanding,2682,2682,2682,2682,2682,2682,2682,2682,2682,2682,Upgrade
28,Total Common Shares Outstanding,2682,2682,2682,2682,2682,2682,2682,2682,2682,2682,Upgrade
29,Working Capital,607,759.11,971.69,917.07,934.19,939.74,917.97,913.6,872.03,825.94,Upgrade
30,Book Value Per Share,1.03,1.04,1.03,1.03,1.01,1.01,1.00,0.99,0.99,0.98,Upgrade
31,Tangible Book Value,2765,2790,2756,2760,2697,2718,2676,2655,2646,2632,Upgrade
32,Tangible Book Value Per Share,1.03,1.04,1.03,1.03,1.01,1.01,1.00,0.99,0.99,0.98,Upgrade
