,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,330.11,357.9,359.97,295.62,323.88,323.05,265.73,309.43,286.81,345.81,366.15,412.95,404.5,441.6,339.68,423.57,500.47,465.96,455.63,441.19,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,-,-,-,-,32.95,-,36.12,-,70.6,-,36.64,-,13.95,Upgrade
2,Trading Asset Securities,117.21,79,74.39,95,121.48,77.23,141.87,134.18,105,101,50,135,98,75,140,110,45,45,56.26,47,Upgrade
3,Cash & Short-Term Investments,447.32,436.91,434.36,390.62,445.36,400.28,407.6,443.61,391.81,446.81,416.15,580.9,502.5,552.71,479.68,604.18,545.47,547.6,511.89,502.14,Upgrade
4,Cash Growth,0.44%,9.15%,6.56%,-11.95%,13.67%,-10.42%,-2.05%,-23.63%,-22.03%,-19.16%,-13.24%,-3.85%,-7.88%,0.93%,-6.29%,20.32%,29.75%,21.02%,1.90%,-7.78%,Upgrade
5,Accounts Receivable,356.62,386.05,346.41,334.36,312.55,343.14,331.61,326.49,280.08,379.01,417,350.53,432.24,480.97,483.01,430.42,388.36,371.85,344.13,341.67,Upgrade
6,Other Receivables,6,5,3.81,2.01,3.52,4.35,5.74,1.82,5.39,4.9,4.63,5,6.69,4.68,8.59,5.23,8.06,6.58,5.62,4.82,Upgrade
7,Receivables,362.61,391.05,350.22,336.37,316.06,347.49,337.35,328.3,285.47,383.91,421.63,355.53,438.94,485.64,491.6,435.65,396.42,378.43,349.75,346.49,Upgrade
8,Inventory,325.88,319.97,326.03,317.77,311.01,351.74,370.88,364.88,391.48,364.34,392.89,383.43,378.31,367.91,352.41,326.8,319.15,309.01,291.64,277.31,Upgrade
9,Prepaid Expenses,-,2.56,-,0.4,-,4.91,-,0.28,-,3.73,-,1.27,-,2.27,-,3.49,-,5.13,-,4.37,Upgrade
10,Other Current Assets,70.73,73.5,36.92,62.89,42.75,34.21,45.98,39.08,54.75,39.64,80.22,19.54,22.07,20.2,76.62,10.62,59.27,12.17,22.22,13.29,Upgrade
11,Total Current Assets,1207,1224,1148,1108,1115,1139,1162,1176,1124,1238,1311,1341,1342,1429,1400,1381,1320,1252,1175,1144,Upgrade
12,"Property, Plant & Equipment",475.17,476.66,485.95,501.17,493.53,512.51,507.63,515.09,518.13,520.12,523.31,499.57,460.96,403.24,363.27,341.07,325.29,292.63,267.56,274.97,Upgrade
13,Long-Term Investments,191.1,190.34,44.54,184.93,166.87,174.45,153.99,154.15,152.06,136.22,127.86,128.49,100.66,110.62,83.92,42.77,43,35.4,31.28,31.05,Upgrade
14,Goodwill,12.38,12.38,12.38,12.38,12.38,12.38,12.38,12.38,12.38,12.38,12.38,12.38,28.1,28.1,28.1,28.1,43.19,43.19,43.19,43.19,Upgrade
15,Other Intangible Assets,223.04,220.52,222,230.06,223.79,231.36,226.94,228.04,225.61,227.61,221.53,231.97,230.68,233.8,228.87,232.47,231.81,239.27,236.34,235.58,Upgrade
16,Long-Term Deferred Tax Assets,19.75,19.05,18.13,14.39,14.15,16.07,14.44,14.2,10.98,10.32,10.1,12.84,14.15,14.38,14.22,12.74,11.62,11.03,10.93,10.61,Upgrade
17,Long-Term Deferred Charges,3.44,3.49,3.51,3.54,2.82,3.31,3.86,3.83,2.35,2.92,2.95,3.46,3.02,3.43,4.38,4.87,1.9,2.88,3.16,4.03,Upgrade
18,Other Long-Term Assets,-,-,139.29,0.36,-,-,0,-,0.18,0.18,0.18,0.9,0.01,0.05,0.53,0.86,-,0.61,0.61,0.61,Upgrade
19,Total Assets,2131,2146,2073,2055,2029,2089,2081,2104,2045,2148,2209,2230,2179,2222,2124,2044,1977,1877,1769,1744,Upgrade
20,Accounts Payable,107.98,150.22,123.39,94.59,89.97,112.98,106.41,96.33,103.45,146.8,189.46,137.11,194.14,229.93,228.34,203.5,192.9,151.84,125.84,107.82,Upgrade
21,Accrued Expenses,45.88,34.94,26.06,54.53,43.6,43.16,32.39,53.98,38.74,37.38,30.22,49.37,39.2,35.28,29.69,48.56,39.27,36.91,31.17,46.67,Upgrade
22,Short-Term Debt,236.47,221.82,154.8,124.59,155.32,126.91,134.61,144.29,138.61,180.67,256.56,310.54,250.19,312.54,251.73,243.9,243.15,179.59,150.12,140.4,Upgrade
23,Current Portion of Long-Term Debt,1.96,61.02,21.15,27.06,41.03,47.08,63.84,58.84,27.64,27.29,28.25,29.55,19.64,19.55,19.42,19.15,0.2,0.21,1.1,2.56,Upgrade
24,Current Portion of Leases,-,-,-,1.74,-,1.51,-,1.55,-,1.35,-,1.74,-,-,-,-,-,-,-,-,Upgrade
25,Current Income Taxes Payable,5.82,6.89,9.56,-,8.2,1.88,9.81,-,9.74,6.3,18.17,7.56,12.02,8.57,16.25,5.13,8.26,2.34,3.94,1.72,Upgrade
26,Current Unearned Revenue,14.96,23.83,20.14,13.72,11.79,16.36,9.11,19.5,8.73,14.14,13.65,20.6,15.89,23.09,14.54,11.9,-,27.63,-,-,Upgrade
