,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,2540069,2232107,3141079,2164822,2577460,2162489,1472279,1505170,2362837,3005930,1510907,1477928,2161198,3131208,2987713,1548344,2494116,1643812,1171007,1369666,Upgrade
1,Revenue Growth (YoY),-1.45%,3.22%,113.35%,43.83%,9.08%,-28.06%,-2.56%,1.84%,9.33%,-4.00%,-49.43%,-4.55%,-13.35%,90.48%,155.14%,13.05%,58.78%,31.22%,-32.54%,6.53%,Upgrade
2,Cost of Revenue,1947141,1750015,2571433,1726240,2120864,1696638,1189762,1197509,1859377,2609750,1166000,1127969,1750442,2816486,2745375,1360626,2165473,1308606,872191,1170676,Upgrade
3,Gross Profit,592928,482092,569647,438582,456596,465851,282517,307661,503460,396180,344908,349959,410756,314722,242339,187718,328643,335206,298816,198990,Upgrade
4,"Selling, General & Admin",211082,107688,143826,104500,139603,104694,83989,66954,67521,94156,64429,54835,79457,68183,89671,59465,118969,93183,80068,46055,Upgrade
5,Operating Expenses,211082,107688,143826,104500,139603,104694,83989,66954,67521,94156,64429,54835,79457,68183,89671,59465,118969,93183,80068,46055,Upgrade
6,Operating Income,381846,374404,425821,334082,316994,361156,198527,240706,435940,302024,280478,295124,331299,246539,152668,128253,209674,242023,218748,152935,Upgrade
7,Interest Expense,-181793,-183127,-202404,-181842,-209227,-215387,-220274,-203488,-197111,-161303,-138184,-111544,-96938,-82496,-77515,-58500,-62369,-61783,-67022,-51193,Upgrade
8,Interest & Investment Income,34616,34056,30850,32975,36900,35829,39998,51721,41417,22131,11341,14999,18029,9381,11329,7535,7969,9080,9399,9008,Upgrade
9,Earnings From Equity Investments,-5048,-13035,14296,49270,3741,-4424,-1559,3820,-6981,-3611,4935,6355,11358,20084,38462,15694,13740,644.37,2074,1585,Upgrade
10,Currency Exchange Gain (Loss),-89050,86218,-39733,-73260,21197,-94480,-15976,11574,43574,-100809,-68138,-6821,-38610,6839,6014,-468.54,317.45,132.06,32.76,33.57,Upgrade
11,Other Non Operating Income (Expenses),16731,-9226,-8011,-4152,-4954,-11470,-1589,-20171,-15705,-11120,-18706,-14703,-18672,-13812,12692,4403,12457,757.67,61.02,-402.39,Upgrade
12,EBT Excluding Unusual Items,157303,289289,220819,157074,164651,71225,-872.25,84163,301132,47312,71726,183410,206466,186535,143650,96916,181788,190854,163293,111966,Upgrade
13,Gain (Loss) on Sale of Investments,-,-,-,-,-220.39,-,-,-,-787.24,-,-,-,-,-,261065,-,-,-,-,-,Upgrade
14,Gain (Loss) on Sale of Assets,3659,236.06,-,253.36,171.37,486.42,608.6,226.44,1801,-,348.1,503,257.86,888.24,428.02,266.97,1167,5.52,1098,27.27,Upgrade
15,Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1613,-,-,-,Upgrade
16,Pretax Income,160962,289525,220819,157327,164602,71711,-263.64,84389,302146,47312,72074,183913,206724,187423,405143,97183,184568,190859,164391,111994,Upgrade
17,Income Tax Expense,35122,30833,30827,28247,20737,37380,20479,5163,16930,42865,4295,4423,20581,31019,63315,17267,34462,13695,36018,23555,Upgrade
18,Earnings From Continuing Operations,125840,258693,189992,129080,143865,34331,-20742,79227,285215,4446,67780,179490,186143,156404,341827,79916,150106,177164,128373,88439,Upgrade
19,Minority Interest in Earnings,-64601,-99103,-31030,-48529,-69588,-33418,8146,-64564,-87873,61351,-4124,-46460,-41122,-12522,-14068,-1559,-10197,-17891,-5937,2749,Upgrade
20,Net Income,61238,159590,158962,80551,74277,913,-12596,14662,197342,65798,63655,133030,145021,143882,327759,78357,139909,159274,122436,91188,Upgrade
21,Preferred Dividends & Other Adjustments,-,-,25634,14276,7428,-,91.3,206.64,18364,-,32678,19669,49075,-,-18997,18997,38932,-,-,-,Upgrade
22,Net Income to Common,61238,159590,133328,66275,66849,913,-12687,14456,178978,65798,30977,113362,95947,143882,346756,59361,100977,159274,122436,91188,Upgrade
