,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,8261533,8190005,9018871,8941122,8847824,8956672,8356380,7220561,7599167,5462747,7642689,9288806,11087777,9253532,7398965,5066475,5353256,4253927,3385631,2668674,1609171,Upgrade
1,Market Cap Growth,-8.56%,-8.56%,7.93%,23.83%,16.43%,63.96%,9.34%,-22.27%,-31.46%,-40.97%,3.29%,83.34%,107.12%,117.53%,118.54%,89.85%,232.67%,52.57%,5.46%,-8.47%,-48.43%,Upgrade
2,Enterprise Value,17931887,18360806,19143498,19141937,18811974,19202140,18890990,17910887,18029807,15003501,17185879,18526647,19291217,16711460,14342004,9458123,8354467,7611093,6379887,5814133,4165167,Upgrade
3,Last Close Price,23100.00,22900.00,25217.39,25000.00,24739.13,25043.48,23364.84,20189.04,21247.64,15274.10,21369.28,25971.89,31001.89,25873.26,21204.90,14520.15,15342.05,12191.45,9702.93,7648.19,4611.75,Upgrade
4,PE Ratio,19.94,19.48,21.17,33.44,72.91,128.82,46.00,-,26.19,14.04,24.97,24.18,15.84,14.33,11.37,7.60,12.11,8.98,7.90,7.70,4.45,Upgrade
5,Forward PE,11.76,12.48,14.98,16.85,17.23,13.88,13.12,11.91,12.66,8.56,10.58,13.44,17.53,19.34,14.84,10.48,12.37,10.78,8.97,7.26,3.69,Upgrade
6,PS Ratio,0.82,0.81,0.89,0.89,1.06,1.16,1.11,0.87,0.91,0.65,0.94,1.12,1.14,0.94,0.73,0.58,0.78,0.64,0.59,0.50,0.27,Upgrade
7,PB Ratio,1.50,1.06,1.18,1.21,1.20,1.23,1.17,1.02,1.05,0.76,1.17,1.43,1.72,1.47,1.23,0.87,1.04,0.89,0.73,0.62,0.42,Upgrade
8,P/TBV Ratio,1.97,1.97,2.21,2.40,2.43,2.53,2.43,2.16,2.23,1.62,2.03,2.53,3.05,2.82,2.38,1.64,1.41,1.15,0.95,0.79,0.55,Upgrade
9,P/FCF Ratio,12.95,12.84,-,12.76,-,16.06,331.80,-45.26,-,-,-10.91,-7.28,-,-,-,-,-,-14.18,-,-,-,Upgrade
10,P/OCF Ratio,7.64,7.64,-,8.31,-,8.68,10.46,8.74,6.61,4.24,7.63,6.17,-25.71,-,9.18,-,4.51,6.72,-,3.73,5.67,Upgrade
11,EV/Sales Ratio,1.78,1.82,1.89,1.91,2.25,2.49,2.52,2.15,2.15,1.80,2.11,2.24,1.98,1.70,1.41,1.09,1.22,1.14,1.11,1.08,0.70,Upgrade
12,EV/EBITDA Ratio,7.39,7.72,8.30,8.42,9.33,10.21,9.66,9.72,9.50,7.73,9.56,10.94,12.97,13.66,13.38,9.03,7.65,6.90,6.66,7.20,5.30,Upgrade
13,EV/EBIT Ratio,11.48,12.11,13.19,13.31,15.54,17.18,15.28,15.21,14.32,11.42,14.22,16.06,18.81,19.46,19.46,12.91,10.46,9.24,8.75,9.37,6.75,Upgrade
14,EV/FCF Ratio,28.11,28.78,-,27.32,-,34.43,750.09,-112.28,-,-,-24.53,-14.52,-,-,-,-,-,-25.37,-,-,-,Upgrade
15,Debt / Equity Ratio,1.40,1.40,1.46,1.53,1.47,1.48,1.46,1.49,1.57,1.67,1.75,1.64,1.56,1.44,1.29,1.10,0.91,0.79,0.79,0.87,0.93,Upgrade
16,Debt / EBITDA Ratio,4.53,4.51,4.63,4.45,4.98,5.13,4.58,6.92,6.92,5.00,6.29,6.11,5.55,4.97,5.57,6.99,6.27,3.08,2.85,3.36,4.44,Upgrade
17,Debt / FCF Ratio,16.90,16.90,-,16.21,-,19.26,412.95,-66.12,-,-,-16.33,-8.36,-,-,-,-,-,-12.52,-,-,-,Upgrade
18,Asset Turnover,0.48,0.42,0.60,0.43,0.51,0.44,0.29,0.28,0.44,0.59,0.31,0.31,0.47,0.74,0.84,0.53,0.96,0.67,0.52,0.64,Upgrade,
