,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,38386,31010,33189,25203,36136,27231,22280,8071,17579,5606,12665,12028,19035,20071,13395,13929,18363,8483,15454,23202,Upgrade
1,Other Revenue,-2320,2320,-,3000,-1639,1639,-,2384,-1083,1083,-,2598,-1244,1244,-,2410,-1192,1192,-,4258,Upgrade
2,Revenue,36066,33330,33189,28203,34497,28870,22280,10455,16496,6689,12665,14626,17791,21315,13395,16339,17171,9675,15454,27460,Upgrade
3,Revenue Growth (YoY),4.55%,15.45%,48.96%,169.76%,109.12%,331.60%,75.92%,-28.52%,-7.28%,-68.62%,-5.45%,-10.48%,3.61%,120.31%,-13.32%,-40.50%,-50.40%,-66.33%,-48.58%,1.51%,Upgrade
4,Cost of Revenue,46665,17753,31682,31521,42140,14625,24204,18514,22366,14769,19195,20622,19786,21819,17835,20044,18427,13939,18546,27431,Upgrade
5,Gross Profit,-10599,15577,1507,-3318,-7643,14245,-1924,-8059,-5870,-8080,-6530,-5996,-1995,-504,-4440,-3705,-1256,-4264,-3092,29,Upgrade
6,"Selling, General & Admin",4970,-343,2219,2342,4268,-325,1665,1726,1536,1348,1358,1187,1525,1934,1382,1870,1701,1531,1664,3300,Upgrade
7,Research & Development,253,-77,77,59,218,-87,87,99,74,57,75,123,95,53,44,-17,103,50,40,88,Upgrade
8,Other Operating Expenses,-5968,3277,-1300,-272,-4825,2212,-886,-120,-680,-679,-842,-449,-772,-1421,-1264,-537,-1915,-642,-1084,-1903,Upgrade
