,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,720.11,877.3,762.34,935.12,881.24,1211,973.7,1035,670.72,775.62
1,Revenue Growth (YoY),-5.54%,-6.18%,-13.49%,-22.77%,-9.50%,17.03%,45.17%,33.38%,37.34%,-
2,Cost of Revenue,142.41,182.85,153.57,162.32,174.71,225.24,193.62,217.25,136.74,150.28
3,Gross Profit,577.7,694.46,608.77,772.8,706.53,985.55,780.08,817.31,533.98,625.34
4,"Selling, General & Admin",548.7,725.34,715.85,885.1,804.15,1434,466.28,494.83,303.25,328.87
5,Research & Development,254.07,316.33,326.7,424,392.93,387.49,254.81,207.75,148.19,156.45
6,Other Operating Expenses,-49.26,-37.74,-27.43,-34.35,-25.04,-36.51,-37.41,-44.69,-33.42,-36.87
7,Operating Expenses,772.48,987.21,1032,1246,1201,1822,690.43,657.9,418.03,448.44
8,Operating Income,-194.79,-292.75,-423.09,-473.36,-494.11,-835.95,89.65,159.41,115.95,176.9
9,Interest Expense,-2.67,-2.89,-4.22,-4.67,-5.65,-1.96,-1.17,-1.08,-0.98,-0.99
10,Interest & Investment Income,97.01,98.79,83.85,60.84,57.44,70.28,63.23,13.68,1.34,0.69
11,Earnings From Equity Investments,-0.19,-0.66,-1.04,-0.78,-0.58,-0.26,-,-,-,-
12,Currency Exchange Gain (Loss),-4.73,-15.69,29.83,-83.38,-116.14,79.93,28.51,43.11,1.5,0.3
13,Other Non Operating Income (Expenses),-,-,-,-,-,-0.02,-,-950.51,-38.37,-
14,EBT Excluding Unusual Items,-105.37,-213.19,-314.66,-501.35,-559.04,-687.99,180.23,-735.38,79.43,176.91
15,Impairment of Goodwill,-,-,-,-32.81,-,-,-,-,-,-
16,Gain (Loss) on Sale of Investments,-7.4,-51.57,-2.51,-67.48,-11.25,-2.86,6.17,-10.25,14.61,3.49
17,Gain (Loss) on Sale of Assets,-0.77,-7.76,0.25,3.26,-,0.9,-,1.5,-,-0.03
18,Other Unusual Items,-2.75,7.66,-7.66,-2.93,2.93,-0.5,0.5,-,-,-
19,Pretax Income,-116.29,-264.85,-324.57,-601.3,-567.37,-690.46,186.91,-744.13,94.05,180.37
20,Income Tax Expense,-0.92,-2.54,0.16,-5.88,-3.58,-7.03,-0.61,9.41,8.71,9.11
21,Earnings From Continuing Operations,-115.37,-262.31,-324.73,-595.43,-563.79,-683.43,187.52,-753.54,85.34,171.26
22,Minority Interest in Earnings,-,-,1.41,2.89,2.26,174.15,-22.21,-20.94,-15.34,-9.83
23,Net Income,-115.37,-262.31,-323.32,-592.54,-561.53,-509.29,165.31,-774.48,69.99,161.43
24,Net Income to Common,-115.37,-262.31,-323.32,-592.54,-561.53,-509.29,165.31,-774.48,69.99,161.43
25,Net Income Growth,-,-,-,-,-,-,136.17%,-,27.27%,-
26,Shares Outstanding (Basic),1844,1863,1812,1822,1874,1874,1855,1604,1332,1332
27,Shares Outstanding (Diluted),1844,1863,1812,1822,1874,1874,1872,1604,1334,1365
28,Shares Change (YoY),1.80%,2.26%,-3.33%,-2.77%,0.13%,16.84%,40.34%,17.47%,0.14%,-
29,EPS (Basic),-0.06,-0.14,-0.18,-0.33,-0.30,-0.27,0.09,-0.48,0.05,0.12
30,EPS (Diluted),-0.06,-0.14,-0.18,-0.33,-0.30,-0.27,0.09,-0.48,0.05,0.12
31,EPS Growth,-,-,-,-,-,-,78.21%,-,25.00%,-
32,Free Cash Flow,-166.7,130.05,-277.3,11.2,-493.14,-143.51,-15.2,332.22,29.89,362.07
33,Free Cash Flow Per Share,-0.09,0.07,-0.15,0.01,-0.26,-0.08,-0.01,0.21,0.02,0.27
34,Operating Margin,-27.05%,-33.37%,-55.50%,-50.62%,-56.07%,-69.04%,9.21%,15.41%,17.29%,22.81%
35,Profit Margin,-16.02%,-29.90%,-42.41%,-63.36%,-63.72%,-42.06%,16.98%,-74.86%,10.44%,20.81%
36,Free Cash Flow Margin,-23.15%,14.82%,-36.37%,1.20%,-55.96%,-11.85%,-1.56%,32.11%,4.46%,46.68%
37,EBITDA,-170.68,-273.81,-400.23,-454.75,-470.61,-826.56,99.66,164.79,120.09,180.12
38,D&A For EBITDA,24.11,18.94,22.86,18.61,23.5,9.39,10,5.38,4.15,3.22
39,EBIT,-194.79,-292.75,-423.09,-473.36,-494.11,-835.95,89.65,159.41,115.95,176.9
40,Advertising Expenses,8.79,-,10.24,-,15.64,-,9.1,-,3.53,-
