,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 7, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,474,526,526,526,642,810,947,726,726,716,905,Upgrade
1,Market Cap Growth,0%,0%,-18.03%,-35.06%,-32.22%,11.59%,30.43%,1.47%,-19.77%,-28.42%,-20.37%,Upgrade
2,Enterprise Value,351,130,56,12,62,144,307,-11,102,121,396,Upgrade
3,Last Close Price,0.45,0.50,0.50,0.50,0.61,0.77,0.90,0.69,0.69,0.68,0.85,Upgrade
4,PE Ratio,53.67,56.61,92.84,-,-,12.92,11.63,13.21,26.49,26.38,22.43,Upgrade
5,PS Ratio,0.48,0.54,0.59,0.60,0.67,0.80,0.92,0.75,0.91,0.96,1.11,Upgrade
6,PB Ratio,0.26,0.27,0.27,0.28,0.34,0.40,0.46,0.37,0.39,0.43,0.53,Upgrade
7,P/TBV Ratio,0.32,0.32,0.31,0.30,0.35,0.42,0.48,0.38,0.39,0.43,0.53,Upgrade
8,P/FCF Ratio,-,-,11.78,-,-,-,-,38.38,-,3.82,4.50,Upgrade
9,P/OCF Ratio,4.02,4.02,3.56,44.32,-,19.01,11.49,5.93,4.49,3.13,3.96,Upgrade
10,EV/Sales Ratio,0.36,0.13,0.06,0.01,0.06,0.14,0.30,-,0.13,0.16,0.49,Upgrade
11,EV/EBITDA Ratio,2.76,1.04,0.55,0.19,0.65,1.13,2.13,-,1.01,0.89,2.51,Upgrade
12,EV/EBIT Ratio,14.84,5.23,77.25,-,-,4.71,5.70,-,5.03,-,7.92,Upgrade
13,EV/FCF Ratio,-14.96,-,1.24,-,-,-,-,-,-,0.64,1.97,Upgrade
14,Debt / Equity Ratio,0.16,0.16,0.10,0.10,0.10,0.11,0.07,0.09,0.11,0.14,0.15,Upgrade
15,Debt / FCF Ratio,-,-,4.28,-,-,-,-,9.46,-,1.25,1.30,Upgrade
16,Return on Capital Employed (ROCE),1.16%,1.16%,0.03%,-,-,1.40%,2.57%,3.15%,0.99%,-,2.59%,Upgrade
17,Earnings Yield,1.96%,1.77%,1.08%,-0.77%,1.35%,7.74%,8.60%,7.57%,3.78%,3.79%,4.46%,Upgrade
18,FCF Yield,-4.96%,-4.47%,8.49%,-11.49%,-14.73%,-10.96%,-3.20%,2.61%,12.40%,26.18%,22.22%,Upgrade
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,0.00%,Upgrade,
20,Total Shareholder Return,-,-,-,-,-,-,-,-,-,0.00%,Upgrade,
