,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,57,92,69,78,90,134,171,199,436,536,617,717,555,742,904,1140,2181,306,447,971,1090,Upgrade
1,Market Cap Growth,-31.63%,-31.63%,-60.00%,-60.94%,-79.29%,-75.00%,-72.22%,-72.17%,-21.35%,-27.73%,-31.72%,-37.16%,-74.57%,142.03%,102.33%,17.43%,100.00%,-80.66%,-83.46%,-76.63%,-75.28%,Upgrade
2,Enterprise Value,467,407,384,394,407,446,483,550,787,1034,1115,1213,1051,1293,1455,1722,2762,938,1078,1778,1898,Upgrade
3,Last Close Price,0.09,0.15,0.11,0.13,0.14,0.21,0.28,0.32,0.70,0.86,0.99,1.15,0.89,1.19,1.45,1.83,3.50,0.59,0.86,1.87,2.10,Upgrade
4,PE Ratio,-,-,-,-,-,-,-22.03,-,-,84.15,-563.89,-43.06,-,-,-,-,-,-12.59,-,-,-,Upgrade
5,PS Ratio,0.84,1.35,1.04,1.14,1.16,1.66,1.90,2.05,4.44,4.71,5.01,5.49,4.20,5.82,7.70,10.67,28.09,3.62,3.86,-,4.55,Upgrade
6,PB Ratio,0.53,0.53,0.40,0.69,0.80,1.02,1.15,1.33,2.77,3.41,3.50,4.07,-,4.07,3.78,4.77,-,1.38,2.26,4.91,-,Upgrade
7,P/FCF Ratio,59.28,-,-,4.37,10.13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
8,P/OCF Ratio,83.58,-,-,4.33,10.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,EV/Sales Ratio,6.88,6.00,5.81,5.79,5.21,5.52,5.37,5.66,8.01,9.10,9.06,9.30,7.97,10.15,12.40,16.11,35.58,11.08,9.33,-,7.93,Upgrade
10,EV/EBITDA Ratio,-,-,-,-,-,-,-63.19,-,-,-172.29,-128.17,-,-,64.57,70.52,848.80,-,-29.44,-,-,-,Upgrade
