,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+10 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+10 Quarters
0,Operating Revenue,117.09,89.33,92.58,82.93,97.04,87.74,92.95,87.3,86.98,86.24,56.5,72.71,83.91,68.2,67.23,54.31,68.4,49.91,38.63,38.63,Upgrade
1,Other Revenue,-,-1.33,1.33,-,1.52,-0.52,0.52,-,0.54,-0.8,0.8,-,1.63,-0.27,0.27,-,0.63,-0.18,0.09,0.09,Upgrade
2,Revenue,117.09,88,93.92,82.93,98.56,87.21,93.47,87.3,87.52,85.44,57.3,72.71,85.54,67.93,67.5,54.31,69.03,49.73,38.71,38.71,Upgrade
3,Revenue Growth (YoY),18.80%,0.90%,0.48%,-5.01%,12.61%,2.08%,63.13%,20.08%,2.32%,25.78%,-15.11%,33.88%,23.91%,36.58%,74.35%,40.28%,161.13%,88.14%,62.62%,62.62%,Upgrade
4,Cost of Revenue,230.12,49.02,53.25,47.02,59.36,50.93,51.33,52.16,52.71,48.45,40.88,36.43,38.7,25.45,27.27,18.06,83.34,-35.89,17.94,17.94,Upgrade
5,Gross Profit,-113.03,38.97,40.67,35.92,39.2,36.29,42.14,35.15,34.81,36.99,16.41,36.27,46.84,42.48,40.23,36.25,-14.32,85.62,20.77,20.77,Upgrade
6,"Selling, General & Admin",-85.45,30.64,23.21,31.6,27.74,29.61,21.7,28.47,27.99,28.66,22.62,15.61,12.75,16.17,13.36,15.31,35.89,-15.44,7.72,7.72,Upgrade
7,Research & Development,-57.23,18.43,19.47,19.33,21.89,19.08,19.47,19.8,20.8,21.54,11.97,11.44,14.09,13.86,11.61,8.39,34.42,-16.51,8.25,8.25,Upgrade
8,Other Operating Expenses,1.33,-3.14,0.93,0.88,3.81,0.18,-0.58,0.19,8.82,-5.14,-1.23,-1.06,5.36,-2.87,-0.91,-0.97,-101.26,104.74,-1.54,-1.54,Upgrade
9,Operating Expenses,-149.1,48.62,47.78,52.7,56.82,51.4,38.39,53.2,56.52,48.5,35.76,27.14,33.06,27.02,24.85,22.7,-28.82,70.78,15.44,15.44,Upgrade
10,Operating Income,36.07,-9.65,-7.11,-16.78,-17.62,-15.11,3.75,-18.06,-21.71,-11.5,-19.35,9.13,13.77,15.46,15.38,13.55,14.51,14.84,5.33,5.33,Upgrade
11,Interest Expense,-1.91,-0.89,-1.09,-1.08,-1.19,-1.09,-2.11,-0.65,-1.9,-1.17,-2.12,-,-0.4,-0.35,-0.71,-,-,-0.81,-,-,Upgrade
12,Interest & Investment Income,3.05,0.43,0.57,0.9,5.19,5.6,4.86,3.87,6.97,5.53,6.17,4.36,0.83,0.95,0.84,0.75,2.17,-,0.4,0.4,Upgrade
13,Currency Exchange Gain (Loss),-,-0.06,0.06,-,-0.64,-0.64,0.64,-,0.95,-0.66,0.66,-,0.08,0.08,-0.08,-,-,-,-,-,Upgrade
14,Other Non Operating Income (Expenses),0.62,0.73,-1.34,-0.03,-2.17,1.28,-0.78,-0,-2.13,1.76,-0.41,-0.1,1.42,-0.93,0.71,-0.21,-0.18,0.03,-0.01,-0.01,Upgrade
15,EBT Excluding Unusual Items,37.84,-9.43,-8.91,-16.98,-16.43,-9.96,6.37,-14.84,-17.82,-6.04,-15.04,13.39,15.7,15.22,16.14,14.09,16.5,14.07,5.72,5.72,Upgrade
16,Gain (Loss) on Sale of Investments,-15.84,5.41,5.67,4.76,-1.33,0.2,1.41,0.48,-3.35,0.17,2.44,2.55,0.25,0.03,0.02,0.04,1.03,-0.97,0.49,0.49,Upgrade
17,Gain (Loss) on Sale of Assets,0.01,0.02,-0.02,-0.01,-,-,0.03,-0.04,0.05,-0.06,0,-0.05,-0,-0.01,0.17,-0.23,-0.02,0.02,-0.01,-0.01,Upgrade
18,Asset Writedown,1.33,-1.33,1.9,-1.9,2.87,-2.9,1.48,-1.48,1.04,-1.1,0.59,-0.59,1.36,-1.36,0.05,-0.28,-,-,-,-,Upgrade
19,Other Unusual Items,-,-2.35,1.21,1.14,4.24,-,-,-,9.1,-,-,-,7.88,-,-,-,5.87,-,-,-,Upgrade
20,Pretax Income,23.34,-7.69,-0.14,-12.98,-10.65,-12.67,9.28,-15.87,-10.98,-7.03,-12,15.29,25.19,13.88,16.38,13.62,23.38,13.12,6.19,6.19,Upgrade
21,Income Tax Expense,1.58,-1.64,-3.9,-0.09,-4.68,-0.96,-2.05,-1.63,-5.65,-2.07,-2.96,1.37,3.06,1.76,1.61,1.79,2.64,1.34,0.17,0.17,Upgrade
22,Net Income,21.76,-6.05,3.75,-12.9,-5.97,-11.71,11.33,-14.23,-5.32,-4.96,-9.04,13.92,22.13,12.12,14.77,11.83,20.74,11.78,6.02,6.02,Upgrade
23,Net Income to Common,21.76,-6.05,3.75,-12.9,-5.97,-11.71,11.33,-14.23,-5.32,-4.96,-9.04,13.92,22.13,12.12,14.77,11.83,20.74,11.78,6.02,6.02,Upgrade
24,Net Income Growth,-,-,-66.87%,-,-,-,-,-,-,-,-,17.64%,6.73%,2.93%,145.37%,96.59%,142.05%,37.47%,35.99%,35.99%,Upgrade
25,Shares Outstanding (Basic),64,76,77,76,86,86,66,79,75,71,85,77,58,58,59,59,58,-,55,55,Upgrade
26,Shares Outstanding (Diluted),64,76,77,76,86,86,66,79,75,71,85,77,58,58,59,66,58,-,55,55,Upgrade
27,Shares Change (YoY),-25.91%,-11.68%,15.74%,-4.05%,14.63%,20.86%,-22.63%,2.22%,29.17%,22.45%,44.68%,17.64%,-0.73%,-,7.94%,20.14%,12.61%,-,214.88%,214.88%,Upgrade
28,EPS (Basic),0.34,-0.08,0.05,-0.17,-0.07,-0.14,0.17,-0.18,-0.07,-0.07,-0.11,0.18,0.38,0.21,0.25,0.20,0.35,-,0.11,0.11,Upgrade
29,EPS (Diluted),0.34,-0.08,0.05,-0.17,-0.07,-0.14,0.17,-0.18,-0.07,-0.07,-0.11,0.18,0.38,0.21,0.25,0.18,0.35,-,0.11,0.11,Upgrade
30,EPS Growth,-,-,-71.37%,-,-,-,-,-,-,-,-,0%,7.51%,-,127.31%,63.64%,114.95%,-,-56.81%,-56.81%,Upgrade
31,Free Cash Flow,-,-9.27,17,-34.77,27.41,-25.73,-56.81,-49.08,13.52,-207.29,-20.02,-37.58,49.92,5.93,8.35,-5.1,-,-,-14.77,-14.77,Upgrade
32,Free Cash Flow Per Share,-,-0.12,0.22,-0.46,0.32,-0.30,-0.86,-0.62,0.18,-2.93,-0.23,-0.49,0.86,0.10,0.14,-0.08,-,-,-0.27,-0.27,Upgrade
33,Dividend Per Share,-,-,-,-,0.130,-,-,-,-,-,-,-,0.257,-,-,-,-,-,-,-,Upgrade
