,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,18105480,18846640,20381900,19058400,18608410,17152560,17337850,13976160,12679130,14029100,17840780,17337850,22737730,19428980,14002630,11117400,9238030,7411600,6273390,4510488,2811114,Upgrade
1,Market Cap Growth,9.88%,9.88%,17.56%,36.36%,46.76%,22.26%,-2.82%,-19.39%,-44.24%,-27.79%,27.41%,55.95%,146.13%,162.14%,123.21%,146.48%,228.63%,115.38%,58.42%,0.24%,-41.00%,Upgrade
2,Enterprise Value,10875014,11889178,11270894,9569049,8957197,7660167,7161656,4779885,3774256,6409988,11135441,11278637,18666505,15757202,10366802,8614190,7274851,5839925,5430160,3973633,2150063,Upgrade
3,Last Close Price,34200.00,35600.00,38500.00,36000.00,33358.92,30749.04,31081.21,22850.54,20729.94,22937.10,29169.07,26752.29,35084.30,29978.90,21606.04,16429.95,13652.51,10953.30,8817.09,6339.37,3950.95,Upgrade
4,PE Ratio,14.29,14.87,14.72,14.24,17.84,18.03,12.24,6.75,4.51,3.44,4.37,4.65,7.58,11.94,15.66,17.97,15.80,13.77,13.62,12.32,12.63,Upgrade
5,Forward PE,12.10,8.47,8.47,8.47,8.47,8.47,8.47,8.47,8.47,8.47,8.47,8.47,8.47,8.47,8.47,8.47,8.47,8.47,8.47,8.47,8.47,Upgrade
6,PS Ratio,1.35,1.40,1.60,1.45,1.48,1.36,1.28,1.01,0.87,0.88,1.17,1.26,1.88,1.97,1.68,1.30,1.14,0.98,0.85,0.66,0.40,Upgrade
7,PB Ratio,1.78,1.85,2.06,1.95,1.81,1.72,1.81,1.26,1.17,1.32,1.83,1.74,2.53,2.60,2.10,1.65,1.43,1.17,0.96,0.70,0.45,Upgrade
8,P/TBV Ratio,1.93,1.93,2.14,2.03,1.88,1.79,1.89,1.31,1.18,1.33,1.84,1.75,2.55,2.62,2.12,1.67,1.45,1.19,0.97,0.71,0.46,Upgrade
