,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,264.52,212.06,160.26,195.72,212.85,206.09,156.42,145.31,114.01,181.93
1,Revenue Growth (YoY),65.06%,8.35%,-24.71%,-5.03%,36.08%,41.83%,37.20%,-20.13%,-33.33%,-
2,Cost of Revenue,140.35,112.43,97.33,108.43,126.69,115.13,89.37,73.69,55.43,94.13
3,Gross Profit,124.17,99.63,62.93,87.29,86.17,90.96,67.05,71.62,58.58,87.8
4,"Selling, General & Admin",88.88,96.01,84.56,88.11,78.75,73.84,67.09,55.59,59.11,63.23
5,Other Operating Expenses,0.32,-0.43,0.03,0.61,0.06,0.05,-,1.15,0.25,0.8
6,Operating Expenses,89.2,95.58,84.6,88.72,78.82,73.89,67.09,56.73,59.36,64.03
7,Operating Income,34.97,4.04,-21.67,-1.43,7.35,17.07,-0.04,14.89,-0.78,23.77
8,Interest Expense,-1.26,-1.52,-1.64,-0.91,-1.3,-1.06,-1.2,-1.12,-1.26,-1.58
9,Interest & Investment Income,0.22,0.34,0.31,0.32,0.15,0.12,0.14,0.5,0.92,0
10,Earnings From Equity Investments,0.21,-0.21,-0.32,-,-,-,-,-,-,-
11,Currency Exchange Gain (Loss),1.13,1.45,2.66,4.1,3.13,-1.84,1.77,-4.23,-0.45,0.19
12,Other Non Operating Income (Expenses),2.08,2.56,2.12,3.38,2.67,2.4,2.86,5.19,2.33,-9.35
13,EBT Excluding Unusual Items,37.33,6.66,-18.53,5.46,12,16.7,3.53,15.22,0.76,13.04
14,Impairment of Goodwill,-,-0.36,-,-1.53,-,-,-,-,-,-
15,Gain (Loss) on Sale of Investments,0.09,-3.04,0.09,0.08,0.12,0.09,0.1,0.11,-1.44,-
16,Gain (Loss) on Sale of Assets,0.28,-0.22,-0.22,-0.17,0.01,0.18,-,0.02,0.67,-
17,Asset Writedown,-,-4.62,-,-,-,-,0.01,0.05,0.01,-
18,Other Unusual Items,0.14,-0,0.6,1.61,1.19,0.48,0.16,-,-10.61,9.63
19,Pretax Income,37.85,-1.58,-18.07,5.46,13.32,17.45,3.8,15.39,-10.6,22.67
20,Income Tax Expense,6.56,5.33,0.69,2.17,4.05,4.6,1.67,1.91,1.24,7.45
21,Earnings From Continuing Operations,31.29,-6.92,-18.76,3.29,9.27,12.85,2.14,13.49,-11.84,15.22
22,Net Income,31.29,-6.92,-18.76,3.29,9.27,12.85,2.14,13.49,-11.84,15.22
23,Net Income to Common,31.29,-6.92,-18.76,3.29,9.27,12.85,2.14,13.49,-11.84,15.22
24,Net Income Growth,-,-,-,-74.43%,334.13%,-4.72%,-,-11.38%,-,-
25,Shares Outstanding (Basic),2000,2000,2000,2000,2000,2000,2000,2001,1805,1500
26,Shares Outstanding (Diluted),2000,2000,2000,2000,2000,2000,2000,2001,1805,1500
27,Shares Change (YoY),-,-,-,-,-,-0.05%,10.81%,33.40%,20.33%,-
28,EPS (Basic),0.02,-0.00,-0.01,0.00,0.00,0.01,0.00,0.01,-0.01,0.01
29,EPS (Diluted),0.02,-0.00,-0.01,0.00,0.00,0.01,0.00,0.01,-0.01,0.01
30,EPS Growth,-,-,-,-74.34%,330.71%,-5.02%,-,-33.58%,-,-
31,Free Cash Flow,28.9,13.42,-24.28,-16.95,12.15,18.8,-9.71,-0.19,-2.51,31.74
32,Free Cash Flow Per Share,0.01,0.01,-0.01,-0.01,0.01,0.01,-0.00,-0.00,-0.00,0.02
33,Operating Margin,13.22%,1.91%,-13.52%,-0.73%,3.45%,8.28%,-0.03%,10.24%,-0.69%,13.06%
34,Profit Margin,11.83%,-3.26%,-11.71%,1.68%,4.36%,6.23%,1.37%,9.28%,-10.38%,8.36%
35,Free Cash Flow Margin,10.93%,6.33%,-15.15%,-8.66%,5.71%,9.12%,-6.21%,-0.13%,-2.20%,17.45%
36,EBITDA,45.26,12.61,-12.54,5.05,16.3,24.95,8.45,21.98,7.03,34.4
37,D&A For EBITDA,10.29,8.56,9.13,6.48,8.95,7.88,8.5,7.09,7.81,10.63
38,EBIT,34.97,4.04,-21.67,-1.43,7.35,17.07,-0.04,14.89,-0.78,23.77
