,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,113,233,233,257,280,233,257,280,280,233,233,Upgrade
1,Market Cap Growth,-9.09%,-9.09%,-16.67%,10.00%,9.09%,-16.67%,-8.33%,20.00%,20.00%,-65.52%,-81.48%,Upgrade
2,Enterprise Value,727,836,779,820,759,706,2580,2611,2520,2423,2443,Upgrade
3,Last Close Price,0.10,0.20,0.20,0.22,0.24,0.20,0.22,0.24,0.24,0.20,0.20,Upgrade
4,PE Ratio,-,-,-,-,-,0.19,-,-,-,-,-,Upgrade
5,PS Ratio,3.01,6.22,7.31,7.93,5.42,0.35,0.40,7.39,6.80,6.02,1.28,Upgrade
6,PB Ratio,0.57,1.19,0.95,0.57,0.59,0.45,-0.30,-0.50,-0.73,-11.65,3.00,Upgrade
7,P/TBV Ratio,2.57,2.57,1.67,0.76,0.77,0.58,-,-,-,-,-,Upgrade
8,P/FCF Ratio,-,-,-,-,-,-,-,5.28,3.60,1.35,1.72,Upgrade
9,P/OCF Ratio,-,-,-,-,-,-,-,5.34,3.53,1.33,1.70,Upgrade
10,EV/Sales Ratio,19.36,22.28,24.41,25.32,14.67,1.07,4.05,68.89,61.22,62.53,13.45,Upgrade
11,EV/FCF Ratio,-141.22,-,-,-,-,-,-,49.25,32.39,14.04,17.97,Upgrade
12,Debt / Equity Ratio,3.20,3.20,2.53,1.30,1.26,1.02,-0.63,-4.23,-6.21,-114.16,28.58,Upgrade
13,Debt / FCF Ratio,-,-,-,-,-,-,-,44.86,30.73,13.25,16.33,Upgrade
14,Earnings Yield,-191.50%,-92.88%,-95.24%,-38.43%,507.72%,534.35%,-155.39%,-178.84%,-148.44%,-140.20%,-126.35%,Upgrade
15,FCF Yield,-4.55%,-2.21%,-3.63%,-28.06%,-34.16%,-59.03%,-25.08%,18.93%,27.78%,73.94%,58.27%,Upgrade
