,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Operating Revenue,3034,3149,2157,2392,1715,2294,1692,1758,1525,2218,1720,2029,1569,2203,1613,1570,1542,1560,1270,953.82,Upgrade
1,Other Revenue,-,-306.45,306.45,-,472.67,-220.59,220.59,-,393.79,-245.45,245.45,-,477.49,-200.81,200.81,-,273.42,-103.16,103.16,-,Upgrade
2,Revenue,3034,2842,2464,2392,2187,2074,1912,1758,1919,1973,1965,2029,2046,2002,1814,1570,1815,1457,1374,953.82,Upgrade
3,Revenue Growth (YoY),38.69%,37.07%,28.84%,36.06%,14.00%,5.13%,-2.69%,-13.35%,-6.22%,-1.47%,8.33%,29.22%,12.73%,37.40%,32.07%,64.58%,50.28%,34.42%,68.25%,22.85%,Upgrade
4,Cost of Revenue,3402,2215,1898,1925,1832,1589,1485,1404,1545,1678,1671,1590,1809,1553,1359,1217,1477,1059,1027,715.61,Upgrade
5,Gross Profit,-368.07,627.44,565.55,466.08,355.83,484.68,427.61,353.42,373.63,294.2,293.95,438.34,236.68,449.42,455.33,353.12,337.7,398.14,346.47,238.21,Upgrade
6,"Selling, General & Admin",-417.77,136.33,140.84,140.59,134.73,102.6,94.54,85.06,99.7,98.52,76.54,92.36,82.88,81,91.86,88.18,97.62,75.13,75.5,66.98,Upgrade
7,Research & Development,-329.41,131.74,107.48,90.19,53.94,81.53,129.31,83.52,76.07,52.2,88.96,70.25,70.93,88.93,72.3,65.27,59.84,59.03,58.95,43.3,Upgrade
8,Other Operating Expenses,-42.32,12.95,13.19,16.18,8.51,13.55,44.98,9.12,14.71,15.49,6.05,11.81,56.96,2.69,-0.06,-32.03,13.56,5.37,1.29,1.43,Upgrade
9,Operating Expenses,-778.94,280.02,261.79,237.12,196.7,203.46,278.28,173.57,184.14,161.87,61.06,172.46,194.05,191.64,181,125.4,189.26,146.14,155.37,110.59,Upgrade
10,Operating Income,410.87,347.42,303.76,228.96,159.13,281.22,149.33,179.85,189.49,132.33,232.88,265.88,42.63,257.78,274.34,227.72,148.43,252.01,191.1,127.62,Upgrade
11,Interest Expense,-19.38,-27.16,-30.87,-25.72,-28.14,-20.32,-17.76,-19.09,-22.92,-26.9,-21.72,-21.11,-21.13,-26.66,-18.58,-25.06,-21.4,-17.15,-10.06,-10.09,Upgrade
12,Interest & Investment Income,83.75,2.3,5.51,11.57,21.08,12.49,14.11,16.02,19.21,10.4,13.15,7.97,17.35,9.16,5.61,3.6,0.51,0.45,0.39,0.55,Upgrade
13,Currency Exchange Gain (Loss),-,-31.93,31.93,-,11.73,-47.06,47.06,-,111.05,-63.42,63.42,-,-27.99,11.59,-11.59,-,-85.39,-10.1,10.1,-,Upgrade
14,Other Non Operating Income (Expenses),20.77,1.13,-6.38,7.95,-37.04,35.38,30.57,-38.42,-150.53,149.12,15.32,-17.42,1.66,-4.38,-7.5,5.33,28.21,-30.48,-13.3,11.01,Upgrade
15,EBT Excluding Unusual Items,496.01,291.76,303.95,222.75,126.76,261.7,223.32,138.36,146.29,201.53,303.06,235.33,12.51,247.49,242.27,211.59,70.37,194.72,178.23,129.09,Upgrade
16,Gain (Loss) on Sale of Investments,3.81,-0,-2.97,-0.83,-0.58,4.06,-3.33,2.19,-2.7,1.76,-1.57,2.73,-9.37,-9.99,1.71,-1.78,20.35,-,-,-,Upgrade
17,Gain (Loss) on Sale of Assets,32.37,-17.23,-5.1,-10.03,-2.13,-3.71,-0.28,-0.27,-0.56,-0.08,-3.04,-0.09,-0.66,-0.68,0.34,8.48,-5.84,0.87,-0.27,-0.14,Upgrade
18,Asset Writedown,-38.21,41.17,-34.74,31.78,-13.22,12.76,-12.76,12.94,-0.17,-,-,-,-8.16,-,-,-,-3.58,-,-,-,Upgrade
19,Other Unusual Items,-17.7,2.07,5.2,10.42,3.39,-0.3,0.3,-,14.8,-4.28,4.28,-,43.3,1.3,-1.3,-,7.83,0.11,-0.11,-,Upgrade
20,Pretax Income,476.28,317.76,266.35,254.08,114.22,274.51,207.26,153.22,157.65,198.92,302.73,237.96,37.62,238.12,243.03,218.29,89.13,195.69,177.85,128.95,Upgrade
21,Income Tax Expense,79.85,12.17,16.93,44.47,28.59,33.32,-12.29,28.25,6.79,13.35,50.62,35.86,-10.56,7.42,33.95,35.83,-5.63,32.52,21.39,24.46,Upgrade
22,Net Income,396.43,305.59,249.41,209.61,85.63,241.19,219.56,124.98,150.87,185.57,252.11,202.1,48.18,230.7,209.08,182.46,94.76,163.17,156.46,104.49,Upgrade
23,Net Income to Common,396.43,305.59,249.41,209.61,85.63,241.19,219.56,124.98,150.87,185.57,252.11,202.1,48.18,230.7,209.08,182.46,94.76,163.17,156.46,104.49,Upgrade
24,Net Income Growth,362.97%,26.70%,13.60%,67.72%,-43.24%,29.97%,-12.91%,-38.16%,213.11%,-19.56%,20.58%,10.77%,-49.15%,41.39%,33.63%,74.62%,-8.96%,17.73%,27.06%,7.82%,Upgrade
25,Shares Outstanding (Basic),863,845,859,873,859,861,830,893,844,880,835,879,785,767,773,793,742,775,778,804,Upgrade
26,Shares Outstanding (Diluted),863,845,859,873,859,861,830,893,844,880,835,879,785,767,773,793,742,775,778,804,Upgrade
27,Shares Change (YoY),0.47%,-1.88%,3.47%,-2.16%,1.76%,-2.08%,-0.64%,1.59%,7.52%,14.66%,8.08%,10.77%,5.83%,-0.96%,-0.63%,-1.30%,-0.58%,0.61%,-5.87%,7.82%,Upgrade
28,EPS (Basic),0.46,0.36,0.29,0.24,0.10,0.28,0.26,0.14,0.18,0.21,0.30,0.23,0.06,0.30,0.27,0.23,0.13,0.21,0.20,0.13,Upgrade
29,EPS (Diluted),0.46,0.36,0.29,0.24,0.10,0.28,0.26,0.14,0.18,0.21,0.30,0.23,0.06,0.30,0.27,0.23,0.13,0.21,0.20,0.13,Upgrade
30,EPS Growth,360.81%,29.13%,9.79%,71.43%,-44.22%,32.73%,-12.35%,-39.13%,191.20%,-29.85%,11.57%,0%,-51.96%,42.76%,34.48%,76.92%,-8.43%,17.01%,34.99%,0%,Upgrade
