,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Revenue,10.56,10.16,8.28,6.86,6.59,5.08,4.97,5.78,4.51,3.02
1,Revenue Growth (YoY),27.55%,48.15%,25.66%,35.03%,32.50%,-12.22%,10.34%,91.76%,-2.60%,-37.42%
2,Cost of Revenue,7.67,5.25,4.34,4.52,4.44,3.24,3.78,3.9,3.82,3.08
3,Gross Profit,2.88,4.9,3.93,2.34,2.15,1.84,1.19,1.88,0.69,-0.06
4,"Selling, General & Admin",10.31,10.81,10.76,9.16,9.2,10.45,2.7,1.19,1.44,1.18
5,Other Operating Expenses,-,-,-,-,-,0.04,-0.04,0.58,-0.58,-
6,Operating Expenses,10.84,11.33,11.15,9.56,9.65,11.07,2.89,1.79,0.87,1.2
7,Operating Income,-7.95,-6.42,-7.21,-7.22,-7.5,-9.23,-1.7,0.1,-0.18,-1.27
8,Interest Expense,-0.06,-0.03,-0.03,-0.03,-0.06,-0.15,-0,-0,-0,-0
9,Interest & Investment Income,0.14,0.14,0.21,0.17,0.04,0.01,0.01,0.02,0.04,0.16
10,Currency Exchange Gain (Loss),0.02,0.35,-0.22,-0.06,0.05,-0.06,-0,0.09,-0,0.38
11,Other Non Operating Income (Expenses),0.28,0.42,0.22,0.09,0.18,0.07,0.06,-0.2,0.23,0
12,EBT Excluding Unusual Items,-7.57,-5.54,-7.05,-7.06,-7.29,-9.36,-1.65,0.01,0.08,-0.73
13,Gain (Loss) on Sale of Assets,-0,-0,0.25,-0,-,-0,0.01,-,-,-
14,Asset Writedown,-,-0.2,-,-,-,-,-,-,-,-
15,Other Unusual Items,0.01,0.01,0.03,0.06,-,0.12,-,0.54,-,0.21
16,Pretax Income,-7.56,-5.74,-6.76,-7,-7.29,-9.24,-1.64,0.55,0.08,-0.53
17,Income Tax Expense,-0,0.1,0.05,0.12,0.12,0.24,0.14,0.33,0.05,0.11
18,Earnings From Continuing Operations,-7.56,-5.84,-6.81,-7.12,-7.41,-9.49,-1.78,0.22,0.03,-0.63
19,Minority Interest in Earnings,0,0,0,0,0,0,-,-,-,-
20,Net Income,-7.56,-5.84,-6.81,-7.12,-7.41,-9.49,-1.78,0.22,0.03,-0.63
21,Net Income to Common,-7.56,-5.84,-6.81,-7.12,-7.41,-9.49,-1.78,0.22,0.03,-0.63
22,Net Income Growth,-,-,-,-,-,-,-,-,-95.48%,-
23,Shares Outstanding (Basic),1076,1055,1050,1085,899,959,838,800,800,800
24,Shares Outstanding (Diluted),1076,1055,1050,1085,899,959,838,800,800,800
25,Shares Change (YoY),2.49%,-2.77%,16.85%,13.14%,7.20%,19.87%,4.78%,-,-,-
26,EPS (Basic),-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.00,0.00,0.00,-0.00
27,EPS (Diluted),-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.00,0.00,0.00,-0.00
28,EPS Growth,-,-,-,-,-,-,-,-,-95.49%,-
29,Free Cash Flow,-9.26,-6.82,-5.9,-7.45,-7.59,-9.13,-1.37,0.09,-0.81,0.6
30,Free Cash Flow Per Share,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.00,0.00,-0.00,0.00
31,Operating Margin,-75.32%,-63.22%,-87.16%,-105.35%,-113.92%,-181.70%,-34.24%,1.65%,-4.05%,-41.96%
32,Profit Margin,-71.58%,-57.46%,-82.30%,-103.89%,-112.51%,-186.86%,-35.79%,3.83%,0.69%,-20.99%
33,Free Cash Flow Margin,-87.68%,-67.14%,-71.33%,-108.68%,-115.23%,-179.84%,-27.55%,1.63%,-17.94%,19.89%
34,EBITDA,-7.72,-6.21,-7.05,-7.04,-7.29,-9.04,-1.62,0.15,-0.13,-1.21
35,D&A For EBITDA,0.23,0.21,0.16,0.18,0.21,0.18,0.09,0.05,0.05,0.05
36,EBIT,-7.95,-6.42,-7.21,-7.22,-7.5,-9.23,-1.7,0.1,-0.18,-1.27
