,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020","Sep '19 Sep 30, 2019",+2 Quarters
0,Market Capitalization,306,226,284,257,410,608,416,416,416,434,445,Upgrade
1,Market Cap Growth,-44.83%,-12.09%,-30.69%,-57.67%,-1.50%,46.05%,0%,-3.95%,-6.41%,-20.83%,-18.75%,Upgrade
2,Enterprise Value,840,765,772,714,720,1136,3100,3100,3100,3117,3551,Upgrade
3,Last Close Price,0.22,0.16,0.20,0.18,0.29,0.43,3.65,3.65,3.65,3.80,3.86,Upgrade
4,PE Ratio,-,-,-,-,-,-,2.52,-,-,-,4.51,Upgrade
5,PS Ratio,0.21,0.16,0.21,0.20,0.57,-,1.55,-,0.09,0.08,0.08,Upgrade
6,PB Ratio,2.16,1.60,1.58,1.27,1.05,1.20,-0.21,-0.19,-0.23,0.29,0.22,Upgrade
7,P/TBV Ratio,1.60,1.60,1.59,1.27,1.05,1.20,-,-,-,0.36,0.27,Upgrade
8,P/FCF Ratio,-,-24.04,-,-,53.78,-,-,-,-0.73,-,2.08,Upgrade
9,P/OCF Ratio,2460.18,2460.18,-,-,53.78,-,-,-,-0.90,-,1.43,Upgrade
10,EV/Sales Ratio,0.58,0.53,0.56,0.54,1.00,-,11.56,-,0.64,0.54,0.61,Upgrade
11,EV/EBITDA Ratio,29.19,35.72,-15.85,-,-,-,98.12,-,-,-,14.87,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,1506.85,-,-,-,22.46,Upgrade
13,EV/FCF Ratio,-89.24,-81.22,-,-,94.39,-,-,-,-5.46,-,16.62,Upgrade
14,Debt / Equity Ratio,3.97,3.97,3.15,2.47,0.91,0.62,-0.36,-0.19,-0.35,1.96,1.34,Upgrade
15,Debt / FCF Ratio,-,-59.77,-,-,46.42,-,-,-,-1.10,-,12.79,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,-,4.78%,Upgrade
17,Earnings Yield,-19.30%,-26.06%,-45.30%,-67.44%,-17.06%,-,39.64%,-,-915.02%,-126.97%,23.10%,Upgrade
18,FCF Yield,-3.08%,-4.16%,-23.37%,-18.43%,1.86%,-,-94.29%,-,-136.31%,-53.79%,48.01%,Upgrade
19,Dividend Yield,0.00%,-,-,-,-,-,-,-,-,-,6.21%,Upgrade
20,Buyback Yield / Dilution,-42.55%,-,-,-,-1011.10%,-,-11.57%,-,10.37%,10.37%,-,Upgrade
21,Total Shareholder Return,-42.55%,-,-,-,-1011.10%,-,-11.57%,-,10.37%,10.37%,6.21%,Upgrade
