,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Market Capitalization,9753,10863,9464,7290,4727,4687,4036,3235,3073,3023,2366,2082,2048,1889,2990,-,-,-,-,-
1,Market Cap Growth,131.75%,131.75%,134.47%,125.34%,53.80%,55.07%,70.60%,55.40%,50.06%,60.02%,-20.87%,-,-,-,-,-,-,-,-,-
2,Enterprise Value,9215,10409,8773,6628,4236,4365,3633,2842,2680,2706,2063,1740,1706,1537,2814,-,-,-,-,-
3,Last Close Price,93.90,104.58,91.00,68.29,44.27,43.90,37.80,29.45,28.20,27.74,22.41,19.43,19.12,17.46,27.63,-,-,-,-,-
4,PE Ratio,13.99,15.76,15.11,13.85,10.01,11.21,11.58,11.08,11.30,16.07,17.45,20.16,24.92,21.89,43.80,-,-,-,-,-
5,Forward PE,13.44,15.49,15.54,12.65,9.63,11.68,11.91,-,-,-,-,-,-,-,-,-,-,-,-,-
6,PS Ratio,3.76,4.29,4.14,3.71,2.66,2.84,2.77,2.45,2.44,2.94,2.87,3.02,3.50,3.62,6.99,-,-,-,-,-
7,PB Ratio,5.81,6.47,6.54,5.11,3.62,4.11,4.19,3.46,3.54,4.07,3.58,3.27,3.39,3.23,5.19,-,-,-,-,-
8,P/TBV Ratio,6.94,6.94,7.10,5.56,3.98,4.60,4.81,3.63,3.73,4.33,3.83,3.53,3.68,3.55,5.72,-,-,-,-,-
9,P/FCF Ratio,34.10,37.98,-,17.74,15.81,23.95,71.46,-,22.31,64.89,390.55,-,-,50.94,-,-,-,-,-,-
10,P/OCF Ratio,18.96,18.96,14.95,11.20,8.19,11.31,14.09,11.41,11.61,14.57,17.79,-,21.41,24.86,-,-,-,-,-,-
11,EV/Sales Ratio,3.64,4.11,3.84,3.37,2.39,2.64,2.50,2.15,2.13,2.63,2.50,2.52,2.91,2.95,6.58,-,-,-,-,-
12,EV/EBITDA Ratio,11.64,12.93,11.95,10.51,7.55,8.83,9.05,8.78,8.92,12.14,13.16,13.36,15.98,15.23,33.59,-,-,-,-,-
13,EV/EBIT Ratio,12.06,13.41,12.44,10.97,7.87,9.20,9.44,9.18,9.34,12.93,14.38,14.83,18.12,17.34,38.98,-,-,-,-,-
14,EV/FCF Ratio,32.21,36.39,-,16.13,14.16,22.30,64.31,-,19.46,58.10,340.45,-,-,41.46,-,-,-,-,-,-
15,Debt / Equity Ratio,0.06,0.06,0.02,0.04,0.02,0.05,0.03,0.04,0.00,0.01,0.02,0.00,0.00,0.00,0.00,-,-,-,-,-
16,Debt / EBITDA Ratio,0.12,0.09,0.04,0.11,0.04,0.07,0.06,0.16,0.00,0.03,0.05,0.00,0.00,0.00,0.01,-,-,-,-,-
17,Debt / FCF Ratio,0.32,0.32,-,0.15,0.10,0.29,0.56,-,0.01,0.23,1.68,-,-,0.01,-,-,-,-,-,-
18,Asset Turnover,1.54,1.55,1.01,1.38,1.63,1.32,0.83,1.58,1.64,1.37,0.98,1.06,0.99,-,-,-,-,-,-,
19,Inventory Turnover,5.18,5.96,7.02,5.59,6.46,6.54,4.99,3.59,7.82,7.82,6.49,4.89,4.88,4.56,-,-,-,-,-,-
20,Quick Ratio,1.67,1.67,1.66,2.56,2.61,2.00,1.78,2.16,2.36,2.09,2.49,3.56,3.08,3.40,3.65,-,3.28,-,-,2.68
21,Current Ratio,2.40,2.40,2.31,3.20,3.20,2.63,2.53,3.28,3.04,2.66,3.27,4.70,4.05,4.38,4.55,-,4.17,-,-,3.80
22,Return on Equity (ROE),54.67%,58.36%,31.45%,51.73%,57.36%,46.31%,23.57%,51.79%,46.26%,32.60%,21.16%,13.62%,19.51%,17.48%,12.28%,-,-,18.65%,-,
23,Return on Assets (ROA),30.28%,29.89%,18.24%,26.48%,32.94%,24.99%,12.68%,24.46%,26.15%,15.32%,12.18%,9.34%,10.99%,-,-,-,-,-,-,
24,Return on Capital (ROIC),39.56%,37.90%,22.18%,33.22%,42.51%,31.55%,16.00%,32.25%,34.03%,18.71%,14.59%,11.38%,13.37%,11.85%,8.46%,-,-,14.09%,-,
25,Return on Capital Employed (ROCE),45.24%,45.96%,48.52%,42.25%,41.09%,41.46%,39.84%,32.94%,32.89%,28.04%,21.56%,18.28%,15.45%,15.01%,12.42%,-,17.55%,-,-,3.89%
26,Earnings Yield,7.07%,6.34%,6.62%,7.22%,9.99%,8.92%,8.64%,9.03%,8.85%,6.22%,5.73%,4.96%,4.01%,4.57%,2.28%,-,-,-,-,-
27,FCF Yield,2.93%,2.63%,3.88%,5.64%,6.33%,4.18%,1.40%,2.29%,4.48%,1.54%,0.26%,-1.96%,0.20%,1.96%,1.65%,-,-,-,-,-
28,Dividend Yield,2.06%,-,-,-,4.52%,-,-,-,3.55%,-,-,-,2.62%,-,0.72%,-,-,-,-,-
29,Payout Ratio,30.83%,1.08%,99.31%,0.50%,0.86%,0.86%,93.48%,0.23%,-,0.68%,55.29%,-,96.90%,-,-,-,-,-,-,-
30,Buyback Yield / Dilution,-1.48%,-0.71%,-2.31%,-1.11%,-2.16%,-2.95%,0.51%,-2.19%,-0.52%,1.47%,-33.73%,-34.59%,-34.24%,-31.97%,0.44%,1.71%,-,-,-,-
31,Total Shareholder Return,0.58%,-0.71%,-2.31%,-1.11%,2.36%,-2.95%,0.51%,-2.19%,3.03%,1.47%,-33.73%,-34.59%,-31.63%,-31.97%,1.17%,1.71%,-,-,-,-
