,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,13861,15893,18383,15628,16158,15129,15175,15311,7705,8955,10495,9440,7924,8658,6564,6678,7341,5809,5077,5077,5900,Upgrade
1,Market Cap Growth,5.05%,5.05%,21.14%,2.07%,109.71%,68.94%,44.59%,62.19%,-2.76%,3.44%,59.89%,41.37%,7.94%,49.04%,29.28%,31.53%,24.42%,3.25%,-18.08%,-29.07%,0.78%,Upgrade
2,Enterprise Value,14229,15092,16839,14154,14684,12430,12288,11610,4004,5519,6079,5406,4695,6135,4238,3964,5521,3722,3508,3075,4061,Upgrade
3,Last Close Price,2.59,3.00,3.47,2.86,2.96,3.22,3.10,3.13,2.92,3.40,4.01,3.78,3.17,3.47,2.63,2.53,2.79,2.20,1.93,1.84,2.14,Upgrade
4,PE Ratio,12.29,13.13,13.57,11.87,9.30,7.56,6.36,5.40,2.43,2.26,2.99,3.29,4.57,15.71,14.22,14.58,16.49,11.08,9.83,9.83,11.36,Upgrade
5,Forward PE,9.25,8.19,8.19,8.19,8.19,8.19,8.19,8.19,8.19,8.19,8.19,8.19,8.19,8.19,8.19,8.19,8.19,8.19,8.19,8.19,8.19,Upgrade
6,PS Ratio,1.30,1.52,1.65,1.43,1.44,1.32,1.28,1.26,0.63,0.58,0.77,0.78,0.79,1.80,1.49,1.76,1.99,1.48,1.29,1.31,1.45,Upgrade
7,PB Ratio,0.81,0.91,1.07,0.91,0.98,1.03,1.06,1.06,0.58,0.92,1.12,1.01,0.76,0.99,0.76,0.77,0.86,0.72,0.64,0.64,0.76,Upgrade
8,P/TBV Ratio,1.33,1.33,1.57,1.34,1.47,1.66,1.76,1.74,0.99,1.21,1.50,1.34,1.71,1.31,1.02,1.03,1.15,0.98,0.88,0.87,1.06,Upgrade
9,P/FCF Ratio,-,-,-,-,-,-34.86,-,-,-,2.34,3.28,2.84,3.37,6.21,9.62,-,14.11,24.25,-,11.91,-,Upgrade
10,P/OCF Ratio,22.08,22.08,12.39,-,-,5.31,3.82,3.36,1.52,1.31,1.87,1.77,1.84,4.95,6.87,-,11.50,11.12,-,7.25,12.73,Upgrade
11,EV/Sales Ratio,1.36,1.44,1.51,1.30,1.30,1.09,1.04,0.95,0.33,0.35,0.45,0.45,0.47,1.27,0.96,1.05,1.50,0.95,0.89,0.79,1.00,Upgrade
12,EV/EBITDA Ratio,4.77,5.52,6.04,4.90,4.35,3.35,2.87,2.51,0.79,0.82,1.02,1.06,1.33,5.28,4.11,3.81,5.51,3.50,3.49,3.22,4.49,Upgrade
13,EV/EBIT Ratio,10.01,10.21,10.58,8.49,6.63,4.76,3.88,3.29,1.01,0.99,1.21,1.25,1.61,8.22,6.94,6.76,10.15,6.22,5.91,5.17,6.80,Upgrade
14,EV/FCF Ratio,-4.56,-,-,-,-,-28.64,-,-,-,1.44,1.90,1.63,2.00,4.40,6.21,-,10.61,15.54,-,7.21,-,Upgrade
15,Debt / Equity Ratio,0.38,0.38,0.38,0.36,0.35,0.38,0.37,0.37,0.41,0.24,0.25,0.23,0.66,0.27,0.29,0.28,0.29,0.05,0.05,0.05,0.05,Upgrade
16,Debt / EBITDA Ratio,2.20,3.10,2.42,1.57,2.54,2.39,1.74,0.91,1.51,0.50,0.52,0.28,0.67,1.57,2.31,1.90,3.13,0.37,0.38,0.37,0.40,Upgrade
17,Debt / FCF Ratio,-,-,-,-,-,-12.86,-,-,-,0.60,0.72,0.64,2.93,1.72,3.60,-,4.68,1.54,-,0.99,-,Upgrade
18,Asset Turnover,0.28,0.36,0.36,0.36,0.41,0.38,0.46,0.52,0.82,0.78,0.64,1.22,0.38,0.42,0.35,0.30,0.32,0.30,0.40,0.44,Upgrade,
19,Inventory Turnover,5.27,4.16,5.94,7.32,7.34,7.63,7.31,9.66,10.68,14.82,19.52,18.96,59.59,23.42,22.74,13.51,7.44,7.15,9.38,14.34,9.86,Upgrade
20,Quick Ratio,1.36,1.36,1.63,1.64,1.48,1.34,1.42,1.38,1.28,2.20,2.28,3.47,1.10,3.61,4.23,4.12,3.98,2.10,2.22,1.89,1.99,Upgrade
21,Current Ratio,1.82,1.82,1.93,1.99,1.62,1.70,1.66,1.57,1.36,2.42,2.45,3.63,1.16,3.85,4.33,4.32,4.13,2.50,2.39,2.34,2.12,Upgrade
22,Return on Equity (ROE),3.09%,8.40%,12.77%,4.56%,7.77%,9.02%,27.67%,15.79%,27.76%,33.06%,52.65%,64.47%,9.42%,6.00%,7.48%,2.74%,5.77%,6.35%,7.53%,7.05%,Upgrade,
23,Return on Assets (ROA),1.47%,3.52%,5.13%,1.83%,2.69%,4.67%,10.85%,7.07%,13.52%,14.50%,19.83%,28.25%,4.96%,3.14%,3.93%,1.80%,3.18%,3.37%,3.90%,3.40%,Upgrade,
24,Return on Capital (ROIC),1.94%,4.67%,7.00%,2.54%,3.75%,6.53%,15.35%,9.92%,17.99%,18.91%,27.96%,39.66%,6.17%,3.85%,4.84%,2.27%,4.13%,4.40%,5.17%,4.43%,Upgrade,
25,Return on Capital Employed (ROCE),5.42%,5.64%,6.23%,6.57%,9.34%,12.05%,15.15%,17.52%,20.70%,44.36%,41.14%,34.64%,18.34%,6.20%,5.17%,4.95%,4.65%,6.75%,6.80%,6.78%,6.95%,Upgrade
26,Earnings Yield,8.73%,7.61%,7.37%,8.42%,10.76%,13.22%,15.72%,18.50%,41.13%,44.31%,33.42%,30.38%,21.89%,6.36%,7.03%,6.86%,6.06%,9.03%,10.17%,10.18%,8.80%,Upgrade
27,FCF Yield,-22.53%,-19.65%,-12.86%,-11.96%,-7.24%,-2.87%,6.14%,9.44%,30.64%,42.80%,30.46%,35.22%,29.66%,16.09%,10.39%,3.32%,7.09%,4.12%,-0.53%,8.40%,3.44%,Upgrade
28,Dividend Yield,3.94%,-,-,-,3.38%,-,-,-,4.79%,-,-,-,4.73%,-,7.61%,-,3.59%,-,-,-,4.67%,Upgrade
29,Payout Ratio,65.96%,44.72%,159.24%,5.52%,75.09%,141.26%,95.11%,4.73%,16.04%,5.68%,45.22%,4.12%,34.88%,0.50%,174.56%,0.73%,3.75%,10.88%,179.66%,2.95%,-,Upgrade
