,Fiscal Quarter,Current,Q4 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+18 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+18 Quarters
0,Market Capitalization,251100,213300,280800,315000,283500,180000,153000,162000,107100,102600,141300,159300,138600,91800,85500,66600,57600,54000,45000,81000,69300,Upgrade
1,Market Cap Growth,18.50%,18.50%,83.53%,94.44%,164.71%,75.44%,8.28%,1.69%,-22.73%,11.76%,65.26%,139.19%,140.63%,70.00%,90.00%,-17.78%,-16.88%,-45.45%,-9.09%,87.50%,26.23%,Upgrade
2,Enterprise Value,163486,144452,186719,220919,198647,100756,75478,80670,41873,33367,67810,79252,61800,8013,1713,-19008,-20451,45887,-19409,16591,6464,Upgrade
3,Last Close Price,21000.00,19500.00,17080.00,15866.67,15866.67,16986.67,19438.35,14885.22,19104.03,19900.03,21890.03,21253.23,18827.06,14452.31,13213.76,10571.01,7708.03,8014.36,6878.99,6678.63,6678.63,Upgrade
4,PE Ratio,16.33,13.07,16.75,21.71,22.60,15.64,17.08,16.59,9.39,10.29,15.06,17.72,20.69,12.01,7.94,6.58,5.36,5.70,7.01,11.91,10.83,Upgrade
5,PS Ratio,1.00,1.09,1.59,1.93,1.83,1.11,0.78,0.76,0.47,0.46,0.65,0.72,0.58,0.37,0.37,0.31,0.27,0.26,0.20,0.37,0.32,Upgrade
6,PB Ratio,1.41,1.41,1.82,2.15,1.93,1.27,1.03,1.09,0.73,0.71,0.94,1.08,0.90,0.60,0.54,0.42,0.37,0.35,0.88,0.55,0.48,Upgrade
7,P/TBV Ratio,1.47,1.43,1.85,2.19,1.97,1.29,1.04,1.11,0.74,0.73,0.95,1.10,0.91,0.61,0.55,0.43,0.38,0.36,0.90,0.56,0.49,Upgrade
8,P/FCF Ratio,23.77,-,-,818.41,-,5.09,12.74,-,6.07,-,8.88,15.13,-49.34,-,-,-,3.40,3.85,20.54,-199.77,-,Upgrade
9,P/OCF Ratio,21.60,-,-,348.93,-,5.22,12.70,-,5.73,-,8.93,14.88,-54.62,-,-,-,3.16,3.68,16.31,496.20,-,Upgrade
