,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,69.02,56.31,80.39,85.6,75.28,102.44,194.31,230.42,204.06,35.7
1,Short-Term Investments,17,15.48,37.18,32.59,36.9,34.12,55.13,2.33,0.88,1.2
2,Trading Asset Securities,0.22,0.44,3.87,4.26,4.46,8.89,-,-,-,-
3,Cash & Short-Term Investments,86.23,72.22,121.44,122.45,116.64,145.45,249.44,232.74,204.93,36.9
4,Cash Growth,-28.99%,-41.02%,4.11%,-15.82%,-53.24%,-37.51%,21.72%,530.70%,-,-
5,Accounts Receivable,57.55,73.12,67.11,77.16,80.95,73.34,92.62,75.35,60.06,76.11
6,Other Receivables,43.28,29.47,28.29,26.7,16.92,20.54,15.8,12.86,7.84,13.61
7,Receivables,100.83,102.59,95.4,103.86,97.87,93.88,108.42,88.21,67.89,89.72
8,Inventory,233.93,248.18,250.6,197.61,245.07,276.1,252.59,182.7,167.52,144.84
9,Prepaid Expenses,3.96,3.4,4.75,4.7,2.53,1.8,0.92,1.29,1.17,1.13
10,Other Current Assets,14.3,38.13,27.53,26.24,29.75,30.96,18.45,10.37,14.64,17.68
11,Total Current Assets,439.24,464.53,499.71,454.86,491.87,548.19,629.81,515.31,456.16,290.27
12,"Property, Plant & Equipment",342.82,198.82,109.61,88.04,51.34,35.05,33.28,35.66,33.51,39.59
13,Long-Term Investments,-,-,-,-,14.27,14.27,-,-,-,-
14,Goodwill,-,-,1.37,1.37,1.37,1.37,1.37,1.37,1.37,1.37
15,Other Intangible Assets,-,-,-,-,-,-,-,-,3.31,-
16,Long-Term Deferred Tax Assets,2.17,2.17,2.17,2.17,2.17,2.17,-,-,-,-
17,Long-Term Deferred Charges,9.32,12.04,4.12,5.23,3.24,5.33,3.76,4.96,-,5.31
18,Other Long-Term Assets,-,-,-,-,19.91,21.53,-,-,-,-
19,Total Assets,793.55,677.56,616.98,551.66,584.18,627.92,668.21,557.3,494.35,336.54
20,Accounts Payable,126.13,113.01,83.16,51.45,61.49,76.37,79.3,75.37,51.33,52.94
21,Accrued Expenses,24.32,28.14,21.67,24.1,19.21,19.31,14.49,18.11,12.56,15.71
22,Short-Term Debt,212.74,77.03,49.93,25,30,39.19,19.54,-,-,0.17
23,Current Portion of Leases,5.21,6.85,9.89,10.59,10.02,9.49,6.87,7.07,6.09,6.98
24,Current Income Taxes Payable,0.78,0.73,0.7,1.02,3.06,3.26,4.05,3.39,4.57,0
25,Current Unearned Revenue,79.94,76.25,115.08,63.53,87.58,98.56,140.68,124.97,114.95,63.17
26,Other Current Liabilities,41.78,58.69,8.95,29.81,23.63,23.4,51.54,28.66,5,62.15
27,Total Current Liabilities,490.88,360.69,289.37,205.51,234.99,269.58,316.45,257.58,194.5,202.12
28,Long-Term Leases,9.68,10.3,1.71,5.53,10.9,16.21,16.19,17.9,16.12,18.95
29,Long-Term Deferred Tax Liabilities,1.53,1.53,1.86,1.86,2.2,1.87,1.64,1.82,1.73,2.2
30,Total Liabilities,502.09,372.52,292.93,212.89,248.09,287.67,334.27,277.3,212.35,223.27
31,Common Stock,5.09,5.09,5.09,5.09,5.09,5.09,5.09,4.32,4.32,-
32,Additional Paid-In Capital,188.29,188.29,188.29,188.29,188.29,188.29,188.29,121.1,121.1,-
33,Retained Earnings,87.39,99.02,119.45,134.82,137.59,141.92,134.64,142.01,126.66,102.05
34,Comprehensive Income & Other,10.63,10.65,10.37,10.4,4.94,4.78,5.92,5.35,8.38,-2.52
35,Total Common Equity,291.4,303.05,323.21,338.6,335.91,340.08,333.94,272.76,260.45,99.53
36,Minority Interest,0.06,1.99,0.84,0.17,0.18,0.17,-,7.24,21.55,13.74
37,Shareholders' Equity,291.46,305.04,324.05,338.77,336.09,340.25,333.94,280,282,113.27
38,Total Liabilities & Equity,793.55,677.56,616.98,551.66,584.18,627.92,668.21,557.3,494.35,336.54
39,Total Debt,227.63,94.17,61.52,41.12,50.93,64.9,42.59,24.97,22.21,26.1
40,Net Cash (Debt),-141.4,-21.95,59.91,81.33,65.72,80.55,206.84,207.77,182.73,10.8
41,Net Cash Growth,-,-,-8.83%,0.96%,-68.23%,-61.23%,13.20%,1823.25%,-,-
42,Net Cash Per Share,-0.25,-0.04,0.11,0.14,0.12,0.14,0.44,0.44,0.50,0.03
43,Filing Date Shares Outstanding,563.98,563.98,563.98,563.98,563.98,563.98,563.98,470,470,348
44,Total Common Shares Outstanding,563.98,563.98,563.98,563.98,563.98,563.98,563.98,470,470,348
45,Working Capital,-51.64,103.83,210.34,249.35,256.89,278.61,313.36,257.73,261.66,88.15
46,Book Value Per Share,0.52,0.54,0.57,0.60,0.60,0.60,0.59,0.58,0.55,0.29
47,Tangible Book Value,291.4,303.05,321.84,337.23,334.54,338.71,332.57,271.39,255.77,98.16
48,Tangible Book Value Per Share,0.52,0.54,0.57,0.60,0.59,0.60,0.59,0.58,0.54,0.28
49,Machinery,-,26.74,-,21.21,-,27.89,-,30.77,-,28.97
50,Construction In Progress,-,128.33,-,21.59,-,-,-,-,-,-
