,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,31.46,43.16,46.35,51.83,44.7,41.13,48.05,56.63,57.65,60.08
1,Revenue Growth (YoY),-32.12%,-16.72%,3.68%,26.01%,-6.98%,-27.37%,-16.65%,-5.74%,4.40%,3.08%
2,Cost of Revenue,22.28,28.36,33.54,36.16,31.5,27.98,34.12,39.66,42.09,42.17
3,Gross Profit,9.18,14.8,12.81,15.66,13.2,13.15,13.93,16.98,15.56,17.91
4,"Selling, General & Admin",9.35,11.55,11.76,11.58,10.51,10.37,10.49,11.81,11.7,12.23
5,Operating Expenses,9.35,11.55,11.76,11.58,10.51,10.37,10.49,11.81,11.7,12.23
6,Operating Income,-0.17,3.25,1.05,4.08,2.69,2.78,3.44,5.17,3.86,5.68
7,Interest Expense,-0.38,-0.36,-0.4,-0.44,-0.43,-0.43,-0.4,-0.38,-0.36,-0.1
8,Interest & Investment Income,-,0.74,-,0.19,-,0.11,-,0.46,-,0.51
9,Other Non Operating Income (Expenses),0.93,-0.14,0.41,0.15,0.28,-1.13,1.5,-0.78,1.11,0.02
10,EBT Excluding Unusual Items,0.38,3.49,1.06,3.98,2.55,1.33,4.54,4.47,4.61,6.12
11,Gain (Loss) on Sale of Assets,-,0.14,-,-,-,-,-,-,-,-
12,Asset Writedown,-,-,-,-,-,-0.15,-,-,-,-
13,Other Unusual Items,-,-,-,-,-,1.37,-,1.6,-,-0.98
14,Pretax Income,0.38,3.64,1.06,3.98,2.55,2.8,4.54,6.06,4.61,5.13
15,Income Tax Expense,0.15,0.49,0.33,0.69,0.67,0.36,1.05,0.88,0.98,0.46
16,Earnings From Continuing Operations,0.24,3.15,0.73,3.29,1.87,2.43,3.49,5.18,3.62,4.67
17,Minority Interest in Earnings,0.01,-0.91,-0.08,-0.37,-0.25,-0.6,-0.51,-1.03,-0.36,-1.18
18,Net Income,0.25,2.24,0.66,2.92,1.63,1.83,2.98,4.15,3.26,3.49
19,Net Income to Common,0.25,2.24,0.66,2.92,1.63,1.83,2.98,4.15,3.26,3.49
20,Net Income Growth,-61.43%,-23.37%,-59.63%,59.54%,-45.38%,-55.96%,-8.77%,18.89%,26.20%,-13.56%
21,Shares Outstanding (Basic),2000,2000,2000,2000,2000,2000,2000,2000,2000,2003
22,Shares Outstanding (Diluted),2000,2000,2000,2000,2000,2000,2000,2000,2000,2003
23,Shares Change (YoY),-,-,-,-,-,-,-,-0.13%,18.69%,33.51%
24,EPS (Basic),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
25,EPS (Diluted),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
26,EPS Growth,-61.59%,-23.37%,-59.61%,59.63%,-45.39%,-55.97%,-8.77%,19.04%,6.33%,-35.26%
27,Free Cash Flow,7.84,7.4,5.14,-0.92,-10.16,-3.01,7.11,7.32,13.82,2.11
28,Free Cash Flow Per Share,0.00,0.00,0.00,-0.00,-0.01,-0.00,0.00,0.00,0.01,0.00
29,Operating Margin,-0.53%,7.53%,2.26%,7.88%,6.02%,6.76%,7.16%,9.13%,6.69%,9.46%
30,Profit Margin,0.80%,5.18%,1.42%,5.63%,3.64%,4.45%,6.19%,7.33%,5.66%,5.81%
31,Free Cash Flow Margin,24.91%,17.15%,11.09%,-1.77%,-22.73%,-7.31%,14.79%,12.92%,23.97%,3.52%
32,EBITDA,0.32,3.72,1.5,4.5,3.08,3.24,3.85,5.56,4.15,6.06
33,D&A For EBITDA,0.49,0.47,0.45,0.42,0.39,0.46,0.41,0.4,0.3,0.38
34,EBIT,-0.17,3.25,1.05,4.08,2.69,2.78,3.44,5.17,3.86,5.68
