,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q4 2018,Q3 2018,+14 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Jun '19 Jun 30, 2019","Mar '19 Mar 31, 2019","Jan '19 Jan 1, 2019","Oct '18 Oct 1, 2018",+14 Quarters
0,Cash & Equivalents,-,26.65,28.91,30.22,36.38,16.02,61.36,729.93,80.82,-,7.31,-,10.95,10.95,6.06,6.06,9.15,9.15,19.99,19.99,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,683.43,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Trading Asset Securities,-,-,-,-,-,-,-,0.9,-,-,88.77,-,-,-,-,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,26.65,26.65,28.91,30.22,36.38,16.02,744.78,730.83,80.82,-,96.08,89.88,10.95,10.95,6.06,6.06,9.15,9.15,19.99,19.99,Upgrade
4,Cash Growth,-26.75%,66.31%,-96.12%,-95.87%,-54.98%,-,675.14%,713.08%,637.88%,-,1485.81%,1383.48%,19.64%,19.64%,-69.69%,-69.69%,-47.19%,-47.19%,175.61%,175.61%,Upgrade
5,Accounts Receivable,-,202.87,197.69,155.11,191.19,183.92,173.01,166.25,192.6,-,185.67,-,119.29,119.29,98.38,98.38,92.74,92.74,94.92,94.92,Upgrade
6,Other Receivables,-,0.34,0.36,14.62,0.24,0.37,0.22,0.68,0.19,-,-,-,0.11,0.11,0.11,0.11,1.31,1.31,-,-,Upgrade
7,Receivables,-,203.22,198.05,169.74,191.43,184.29,173.23,166.93,192.79,-,185.67,-,119.4,119.4,98.49,98.49,94.05,94.05,94.92,94.92,Upgrade
8,Inventory,-,85.81,86.26,78.49,79.65,75.07,73.47,71.83,66.45,-,75.68,-,37.96,37.96,32.56,32.56,29.35,29.35,29.11,29.11,Upgrade
9,Other Current Assets,-,3.5,11.85,16.78,12.33,692.37,5.43,10.97,6.45,-,6.64,-,3.57,3.57,2.15,2.15,4.23,4.23,1.88,1.88,Upgrade
10,Total Current Assets,-,319.18,325.06,295.22,319.79,967.75,996.91,980.55,346.51,-,364.07,-,171.88,171.88,139.26,139.26,136.78,136.78,145.9,145.9,Upgrade
11,"Property, Plant & Equipment",-,224.52,213.47,202.38,189.77,162.25,142.74,141.72,138.65,-,109.2,-,50.21,50.21,50.86,50.86,51.46,51.46,49.78,49.78,Upgrade
12,Other Intangible Assets,-,29.74,29.82,29.78,29.97,29.71,12.36,12.41,12.52,-,12.59,-,13.2,13.2,13.21,13.21,13.22,13.22,7.06,7.06,Upgrade
13,Long-Term Deferred Tax Assets,-,4.1,3.89,3.85,3.88,1.03,2.14,2.48,2.48,-,3.14,-,1.7,1.7,1.56,1.56,1.75,1.75,1.34,1.34,Upgrade
14,Long-Term Deferred Charges,-,0.55,0.74,0.7,0.82,0.98,0.28,0.2,0.24,-,0.33,-,0.14,0.14,0.21,0.21,0.27,0.27,0.33,0.33,Upgrade
15,Other Long-Term Assets,-,673.32,667.31,679.13,686.23,7.7,4,3.04,5.31,-,6.73,-,6.22,6.22,5.75,5.75,-,-,2.03,2.03,Upgrade
16,Total Assets,-,1251,1240,1211,1230,1169,1158,1140,505.71,-,496.05,-,243.36,243.36,210.85,210.85,203.48,203.48,206.45,206.45,Upgrade
17,Accounts Payable,-,65.88,63.46,59.07,67.72,50.03,53.52,61.32,63.09,-,68.39,-,52.94,52.94,39.72,39.72,33.44,33.44,32.43,32.43,Upgrade
18,Accrued Expenses,-,3.9,6.07,4.19,6.3,2.89,3.1,2.49,8.5,-,7.86,-,2.91,2.91,3.4,3.4,3.04,3.04,2.8,2.8,Upgrade
19,Short-Term Debt,-,60.38,70.09,45.04,52.13,46.95,31.17,-,-,-,2.7,-,88.6,88.6,69.95,69.95,77.26,77.26,80.05,80.05,Upgrade
20,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.52,9.52,-,-,-,-,Upgrade
21,Current Income Taxes Payable,-,2.1,0.66,5.58,3.55,0.76,-,1.54,0.07,-,1.78,-,0.6,0.6,0.47,0.47,-,-,-,-,Upgrade
22,Current Unearned Revenue,-,0.03,0.06,0.08,0.04,0.16,0.12,0.05,0.02,-,0.03,-,-,-,-,-,-,-,-,-,Upgrade
23,Other Current Liabilities,-,58.53,41.11,25.78,42.33,37.28,50.55,37.14,44.56,-,50.15,-,2.76,2.76,2.25,2.25,2.54,2.54,2.62,2.62,Upgrade
24,Total Current Liabilities,-,190.83,181.45,139.74,172.06,138.07,138.46,102.53,116.24,-,130.92,-,147.8,147.8,125.32,125.32,116.28,116.28,117.91,117.91,Upgrade
25,Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.5,9.5,9.52,9.52,Upgrade
26,Long-Term Unearned Revenue,-,30.32,30.48,30.86,30.75,12.15,12.25,12.49,10.64,-,10.95,-,13.79,13.79,12.02,12.02,10.6,10.6,10.85,10.85,Upgrade
27,Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,-,-,-,-,0.04,-,-,-,-,-,-,-,-,-,Upgrade
28,Other Long-Term Liabilities,-,-,-,-,0.37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
29,Total Liabilities,-,221.14,211.93,170.6,203.19,150.22,150.71,115.02,126.88,-,141.9,-,161.59,161.59,137.34,137.34,136.39,136.39,138.27,138.27,Upgrade
30,Common Stock,-,80.7,80.7,80.7,80.7,80.7,80.7,80.7,60.52,-,60.52,-,43,43,43,43,43,43,43,43,Upgrade
31,Additional Paid-In Capital,-,798.95,798.95,798.95,798.95,798.95,798.95,808.4,186.19,-,186.19,-,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,Upgrade
32,Retained Earnings,-,150.26,148.31,160.4,147.62,139.57,128.08,136.28,132.13,-,107.45,-,35.72,35.72,27.47,27.47,21.05,21.05,22.13,22.13,Upgrade
33,Total Common Equity,1030,1030,1028,1040,1027,1019,1008,1025,378.83,-,354.15,343.66,81.77,81.77,73.51,73.51,67.09,67.09,68.17,68.17,Upgrade
34,Minority Interest,-,0.36,0.4,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
35,Shareholders' Equity,1030,1030,1028,1040,1027,1019,1008,1025,378.83,-,354.15,343.66,81.77,81.77,73.51,73.51,67.09,67.09,68.17,68.17,Upgrade
36,Total Liabilities & Equity,-,1251,1240,1211,1230,1169,1158,1140,505.71,-,496.05,-,243.36,243.36,210.85,210.85,203.48,203.48,206.45,206.45,Upgrade
37,Total Debt,60.38,60.38,70.09,45.04,52.13,46.95,31.17,-,-,-,2.7,1.12,88.6,88.6,79.47,79.47,86.76,86.76,89.57,89.57,Upgrade
38,Net Cash (Debt),-33.73,-33.73,-41.18,-14.82,-15.75,-30.92,713.61,730.83,80.82,-,93.39,88.77,-77.64,-77.64,-73.41,-73.41,-77.6,-77.6,-69.58,-69.58,Upgrade
39,Net Cash Growth,-,-,-,-,-,-,664.16%,723.30%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
40,Net Cash Per Share,-0.44,-0.41,-0.51,-0.19,-0.20,-0.39,8.61,12.31,1.30,-,1.57,1.41,-1.81,-1.81,-1.71,-1.71,-2.15,-2.15,-1.42,-1.42,Upgrade
41,Filing Date Shares Outstanding,76.42,80.7,80.7,80.7,80.7,80.7,80.7,80.7,60.52,57.88,60.52,62.94,43,43,43,43,43,43,43,43,Upgrade
42,Total Common Shares Outstanding,76.42,80.7,80.7,80.7,80.7,80.7,80.7,80.7,60.52,57.88,60.52,62.94,43,43,43,43,43,43,43,43,Upgrade
43,Working Capital,-,128.35,143.61,155.48,147.73,829.68,858.45,878.02,230.27,-,233.16,-,24.08,24.08,13.94,13.94,20.49,20.49,27.99,27.99,Upgrade
44,Book Value Per Share,12.76,12.76,12.74,12.89,12.73,12.63,12.49,12.71,6.26,-,5.85,5.68,1.90,1.90,1.71,1.71,1.56,1.56,1.59,1.59,Upgrade
45,Tangible Book Value,1000,1000,998.14,1010,997.3,989.5,995.36,1013,366.32,-,341.56,330.88,68.56,68.56,60.3,60.3,53.88,53.88,61.11,61.11,Upgrade
46,Tangible Book Value Per Share,12.39,12.39,12.37,12.52,12.36,12.26,12.33,12.55,6.05,-,5.64,5.47,1.59,1.59,1.40,1.40,1.25,1.25,1.42,1.42,Upgrade
47,Buildings,-,-,130.57,-,97.96,-,57.03,-,57.03,-,57.03,-,36.52,36.52,36.52,36.52,36.91,36.91,38.83,38.83,Upgrade
48,Machinery,-,-,140.43,-,119.04,-,112.89,-,109.12,-,86.91,-,45.12,45.12,43.61,43.61,40.66,40.66,39.5,39.5,Upgrade
49,Construction In Progress,-,-,21.58,-,45.4,-,40.08,-,34.66,-,22.37,-,3.04,3.04,2.41,2.41,2.91,2.91,0.12,0.12,Upgrade
