,Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+14 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+14 Quarters
0,Revenue,11.25,11.25,18.61,10.69,8.7,14.68,11.95,9.91,7.12,12.93,19.14,11.33,13.44,20.06,56.3,46.69,14.23,10.03,129.28,52.63,Upgrade
1,Revenue Growth (YoY),29.29%,-23.40%,55.78%,7.95%,22.11%,13.60%,-37.57%,-12.60%,-46.99%,-35.55%,-66.01%,-75.73%,-5.53%,99.95%,-56.45%,-11.28%,-39.38%,-69.46%,-14.62%,64.26%,Upgrade
2,Cost of Revenue,13.45,13.45,19.72,12.59,12.6,13.02,47.9,10.82,10.08,14.22,15.37,13.69,17.09,17.74,22.05,17.23,13.77,16.34,55.95,25.47,Upgrade
3,Gross Profit,-2.2,-2.2,-1.11,-1.89,-3.9,1.66,-35.96,-0.91,-2.96,-1.29,3.77,-2.36,-3.65,2.31,34.24,29.47,0.46,-6.31,73.33,27.16,Upgrade
4,"Selling, General & Admin",6.6,6.6,12.8,7.42,6.66,5.92,10.06,6.49,9.29,7.37,10,10.27,10.43,9.19,20.32,11.33,8.59,11.11,22.05,18.87,Upgrade
5,Other Operating Expenses,-0.02,-0.02,0.41,-0.16,-0.02,-0.62,0.87,-0.05,-0.88,-0.03,3.77,-3.66,-,-0.05,-0.17,-0.01,-0.02,-0.03,0.09,-0.15,Upgrade
6,Operating Expenses,6.07,6.07,13.83,7.27,6.65,5.3,11.4,6.44,8.41,7.33,16.13,7.23,10.91,9.14,18.56,11.37,10.33,11.08,22.29,19.02,Upgrade
7,Operating Income,-8.27,-8.27,-14.95,-9.16,-10.55,-3.64,-47.36,-7.35,-11.37,-8.62,-12.37,-9.59,-14.55,-6.83,15.69,18.1,-9.87,-17.39,51.04,8.14,Upgrade
8,Interest Expense,-3.03,-3.03,-3.41,-3.12,-3.85,-3.34,-3.38,-3.31,-4,-4.05,-5.13,-4.32,-4.36,-4.33,-2.59,-4.62,-4.71,-4.89,-4.59,-4.6,Upgrade
9,Interest & Investment Income,0,0,0.02,-,0.01,-,0.01,-,0,-,0.77,-,0.01,-,0.06,-,0.01,-,0.13,-,Upgrade
10,Earnings From Equity Investments,-,-,-,-,-,-,-,-,-,-,-,-,-0.26,-0.39,-0.38,-0.53,-0.44,-0.21,-0.76,-0.31,Upgrade
11,Other Non Operating Income (Expenses),-,-,-5.32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,EBT Excluding Unusual Items,-11.3,-11.3,-23.66,-12.28,-14.39,-6.98,-50.73,-10.65,-15.36,-12.67,-16.72,-13.91,-19.17,-11.56,12.78,12.95,-15,-22.49,45.82,3.23,Upgrade
13,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,3.36,-,-,-,-,-,-,-,-1.77,-,Upgrade
14,Gain (Loss) on Sale of Assets,-,-,0.59,-,-,-,-0.52,-,-,-,-,-,0.05,-,0.14,-,-,-,0.02,-,Upgrade
15,Asset Writedown,-3.35,-3.35,-8.7,-11.8,-3.3,-30.05,-24.69,-0.93,-0.8,-0.69,-12.51,3.31,1.95,1.98,9.36,8.16,2.54,0.9,5.15,10.39,Upgrade
16,Other Unusual Items,-,-,-,-,-,-,-31.36,-,-,-,-7.83,-,-,-,-,-,-,-,-,-,Upgrade
17,Pretax Income,-14.65,-14.65,-31.77,-24.08,-17.69,-37.03,-107.3,-11.58,-16.16,-13.36,-33.71,-10.6,-17.17,-9.58,22.27,21.11,-12.46,-21.59,49.22,13.62,Upgrade
18,Income Tax Expense,-0.84,-0.84,-0.75,-2.95,-0.82,-7.51,-15.01,-0.23,-0.3,-0.17,-3.05,0.78,0.1,0.08,3.8,2.04,0.41,0.23,16.43,2.75,Upgrade
19,Net Income,-13.81,-13.81,-31.02,-21.13,-16.87,-29.51,-92.29,-11.35,-15.86,-13.19,-30.66,-11.38,-17.26,-9.66,18.47,19.07,-12.87,-21.82,32.78,10.86,Upgrade
20,Preferred Dividends & Other Adjustments,-,-,-,-0.86,-,-,-,-,0.02,-,-,-,-,-,-,-,-,-,-,-,Upgrade
21,Net Income to Common,-13.81,-13.81,-31.02,-20.26,-16.87,-29.51,-92.29,-11.35,-15.88,-13.19,-30.66,-11.38,-17.26,-9.66,18.47,19.07,-12.87,-21.82,32.78,10.86,Upgrade
22,Net Income Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-43.65%,75.56%,-,-,12.41%,-,Upgrade
23,Shares Outstanding (Basic),1139,1139,1176,1122,1120,1000,990,980,980,980,980,980,980,980,980,980,980,980,980,980,Upgrade
24,Shares Outstanding (Diluted),1139,1139,1176,1122,1120,1000,990,980,980,980,980,980,980,980,1017,991,980,980,1052,996,Upgrade
25,Shares Change (YoY),1.71%,13.93%,18.78%,14.52%,14.25%,2.00%,1.01%,-,-,-,-3.64%,-1.14%,-,-,-3.29%,-0.48%,-,-,-4.82%,-1.42%,Upgrade
26,EPS (Basic),-0.01,-0.01,-0.03,-0.02,-0.02,-0.03,-0.09,-0.01,-0.02,-0.01,-0.03,-0.01,-0.02,-0.01,0.02,0.02,-0.01,-0.02,0.03,0.01,Upgrade
27,EPS (Diluted),-0.01,-0.01,-0.03,-0.02,-0.02,-0.03,-0.09,-0.01,-0.02,-0.01,-0.03,-0.01,-0.02,-0.01,0.02,0.02,-0.01,-0.02,0.03,0.01,Upgrade
28,EPS Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-40.96%,72.73%,-,-,16.52%,-,Upgrade
29,Free Cash Flow,4.09,4.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
30,Free Cash Flow Per Share,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
31,Gross Margin,-19.58%,-19.58%,-5.97%,-17.70%,-44.84%,11.32%,-,-9.20%,-41.48%,-9.99%,19.69%,-20.83%,-27.13%,11.53%,60.83%,63.10%,3.23%,-62.89%,56.72%,51.60%,Upgrade
32,Operating Margin,-73.57%,-73.57%,-80.31%,-85.67%,-121.27%,-24.77%,-396.43%,-74.19%,-159.53%,-66.71%,-64.62%,-84.65%,-108.28%,-34.06%,27.87%,38.76%,-69.36%,-173.36%,39.48%,15.47%,Upgrade
33,Profit Margin,-122.79%,-122.79%,-166.70%,-189.52%,-193.88%,-201.01%,-772.58%,-114.60%,-222.89%,-102.02%,-160.21%,-100.37%,-128.44%,-48.15%,32.81%,40.85%,-90.47%,-217.50%,25.36%,20.64%,Upgrade
34,Free Cash Flow Margin,36.37%,36.37%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
35,EBITDA,-0.65,-0.65,-7.4,-1.69,-2.96,-,-39.88,-0.13,-3.99,-1.41,-5.15,-2.38,-7.42,0.39,22.9,25.14,-3.56,-10.35,58.08,14,Upgrade
36,EBITDA Margin,-5.81%,-5.81%,-39.75%,-15.77%,-33.99%,-,-,-1.36%,-56.01%,-10.89%,-26.92%,-20.97%,-55.17%,1.93%,40.68%,53.84%,-25.02%,-103.16%,44.93%,26.61%,Upgrade
37,D&A For EBITDA,7.62,7.62,7.55,7.47,7.59,-,7.47,7.21,7.38,7.21,7.21,7.22,7.14,7.22,7.22,7.04,6.31,7.04,7.04,5.86,Upgrade
38,EBIT,-8.27,-8.27,-14.95,-9.16,-10.55,-3.64,-47.36,-7.35,-11.37,-8.62,-12.37,-9.59,-14.55,-6.83,15.69,18.1,-9.87,-17.39,51.04,8.14,Upgrade
39,EBIT Margin,-73.57%,-73.57%,-80.31%,-85.67%,-121.27%,-24.77%,-,-74.19%,-159.53%,-66.71%,-64.62%,-84.65%,-108.28%,-34.06%,27.87%,38.76%,-69.36%,-173.36%,39.48%,15.47%,Upgrade
40,Effective Tax Rate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.05%,9.66%,-,-,33.39%,20.21%,Upgrade
