,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+10 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+10 Quarters
0,Market Capitalization,127,126,124,135,108,108,103,149,122,132,167,159,122,97,92,127,131,143,116,130,146,Upgrade
1,Market Cap Growth,16.25%,16.25%,21.05%,-9.09%,-11.11%,-18.37%,-38.71%,-6.78%,0%,36.11%,82.35%,25.53%,-7.22%,-32.08%,-20.93%,-2.08%,-10.19%,24.71%,-28.33%,-12.73%,-26.03%,Upgrade
2,PE Ratio,-,-,-,-,-,-,-,-,-,-,-39.67,-,-,9.05,-,16.89,11.57,12.20,-,6.05,6.64,Upgrade
3,PS Ratio,3.38,3.35,3.14,3.51,2.74,3.31,5.17,5.33,5.09,5.07,4.00,5.83,4.88,3.24,2.91,5.28,6.13,6.15,4.09,3.02,2.93,Upgrade
4,PB Ratio,0.52,0.51,0.50,0.51,-,0.40,0.35,0.51,-,-,0.48,0.46,-,0.28,0.27,0.37,-,0.46,0.37,0.41,-,Upgrade
5,Debt / Equity Ratio,0.08,0.08,0.08,0.04,-,0.09,0.13,0.13,-,-,0.10,0.10,-,0.15,0.16,0.16,-,0.36,0.30,0.30,-,Upgrade
6,Quick Ratio,5.16,5.16,5.16,4.91,-,3.57,-,3.31,-,-,-,5.25,-,4.79,-,4.36,-,3.31,-,3.46,-,Upgrade
7,Current Ratio,6.52,6.52,6.52,5.91,-,4.11,-,3.70,-,-,-,5.41,-,5.02,-,4.43,-,3.32,-,3.47,-,Upgrade
8,Asset Turnover,0.12,0.12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
9,Return on Equity (ROE),-8.47%,-8.29%,-7.42%,-,-7.34%,-4.48%,-,-,-,4.62%,-,-,2.29%,-0.69%,-,-,5.18%,-7.23%,-,-,Upgrade,
10,Return on Assets (ROA),-7.09%,-7.02%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
11,Earnings Yield,-15.62%,-15.79%,-15.89%,-13.22%,-22.61%,-20.41%,-36.10%,-20.09%,-18.72%,-19.20%,-2.52%,-5.45%,0.37%,11.05%,14.17%,5.92%,8.64%,8.20%,9.56%,16.54%,15.07%,Upgrade
12,Earnings Yield,-15.62%,-15.79%,-15.89%,-13.22%,-22.61%,-20.41%,-36.10%,-20.09%,-18.72%,-19.20%,-2.52%,-5.45%,0.37%,11.05%,14.17%,5.92%,8.64%,8.20%,9.56%,16.54%,15.07%,Upgrade
13,FCF Yield,5.28%,-34.75%,-17.71%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Dividend Yield,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.46%,-,-,-,-,-,Upgrade
15,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.20%,-4.90%,Upgrade,
16,Total Shareholder Return,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.46%,-,-,-,0.20%,-4.90%,Upgrade,
