,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q3 2021,Q2 2021,Q1 2021,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+7 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+7 Quarters
0,Cash & Equivalents,38265,87262,26046,-,5895,-,30465,-,24407,54033,44656,-,-,34444,45372,37195,82892,74130,83416,46228,Upgrade
1,Short-Term Investments,89335,88096,88592,-,86305,-,86504,-,84149,87466,58159,-,-,60217,59930,59261,59261,64053,64138,41458,Upgrade
2,Cash & Short-Term Investments,127600,175359,114638,92200,92200,-,116968,-,108557,141499,102814,82889,-,94661,105302,96456,142153,138183,147553,87686,Upgrade
3,Cash Growth,38.39%,-,-1.99%,-,-15.07%,-,13.77%,-,-,49.48%,-2.36%,-14.07%,-,-31.50%,-28.63%,10.00%,-,70.06%,46.95%,-,Upgrade
4,Accounts Receivable,11493,13026,9647,-,7006,-,5961,-,3193,16858,13309,-,-,20438,19550,25243,18005,19090,26985,28357,Upgrade
5,Other Receivables,136615,86629,141168,-,163205,-,142270,-,152843,47418,48553,-,-,42959,42455,99799,59675,75206,74624,40233,Upgrade
6,Receivables,148108,99655,150815,-,170211,-,148232,-,156036,64276,61862,-,-,63397,62005,125042,77680,94296,101609,68590,Upgrade
7,Inventory,5240,4912,5334,-,4265,-,3940,-,3724,6852,6566,-,-,6344,4723,5361,5650,6173,6668,9333,Upgrade
8,Prepaid Expenses,1369,984.34,1053,-,1465,-,1534,-,1139,1357,1489,-,-,1345,1432,2058,3453,4417,3293,3316,Upgrade
9,Other Current Assets,3197,3342,4231,-,3086,-,3424,-,804.75,1365,792.66,-,-,908.53,1178,2219,2408,3400,4512,4827,Upgrade
10,Total Current Assets,285514,284251,276071,-,271227,-,274098,-,270260,215351,173525,-,-,166656,174640,231136,231345,246469,263635,173752,Upgrade
11,"Property, Plant & Equipment",5017,5579,5817,-,7599,-,8639,-,9597,100134,104810,-,-,124063,129017,138834,143207,141252,140745,143716,Upgrade
12,Long-Term Investments,47103,49844,49844,-,49448,-,47921,-,48997,47388,47388,-,-,51012,51012,50750,50750,50750,50550,50550,Upgrade
13,Other Intangible Assets,520.03,598.39,299.09,-,396.65,-,366.7,-,406.66,755.8,522.35,-,-,819.45,895.59,702.33,763.36,662.13,714.89,767.64,Upgrade
14,Long-Term Deferred Tax Assets,-,-,-,-,-,-,-,-,-,9687,9819,-,-,-,-,6661,4618,-,-,-,Upgrade
15,Other Long-Term Assets,10382,10946,10775,-,11332,-,8835,-,7563,4986,5135,-,-,6737,7885,8642,10952,12163,13701,11927,Upgrade
16,Total Assets,348535,351218,342805,-,340004,-,339859,-,336824,378302,341199,-,-,349287,363449,436724,441635,451296,469345,380712,Upgrade
17,Accounts Payable,8769,6939,5223,-,5442,-,5399,-,5295,27721,27712,-,-,18987,17991,20571,20465,10448,15360,17057,Upgrade
18,Accrued Expenses,4357,5709,4115,-,3890,-,5584,-,3322,7069,6637,-,-,3874,4215,7276,8852,10670,18458,21737,Upgrade
19,Short-Term Debt,-,-,-,-,-,-,-,-,-,40973,41661,-,-,35349,33071,30798,25515,19592,27532,27402,Upgrade
20,Current Income Taxes Payable,2157,1334,465.07,-,1689,-,2009,-,2060,2147,1132,-,-,720.73,310.21,723.14,840.73,417.49,3223,4156,Upgrade
