,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q3 2021,Q2 2021,Q1 2021,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+7 Quarters
,Period Ending,"Mar '25 Mar 7, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+7 Quarters
0,Market Capitalization,190345,192211,194077,195943,199675,184746,190345,216470,218337,193191,214026,231072,317241,262865,235291,246321,210896,222722,169505,189000,177045,Upgrade
1,Market Cap Growth,4.04%,4.04%,1.96%,-9.48%,-8.55%,-4.37%,-11.06%,-6.32%,-31.18%,-26.51%,-9.04%,-6.19%,50.43%,18.02%,38.81%,30.33%,19.12%,14.66%,-17.90%,-24.32%,-39.33%,Upgrade
2,Enterprise Value,62745,16852,79439,103743,107475,83631,73376,106586,120688,95543,157797,183637,281515,218068,184820,209358,124884,143205,58019,156447,148703,Upgrade
3,Last Close Price,10200.00,10300.00,10400.00,10500.00,10700.00,9900.00,10200.00,11600.00,11700.00,10200.00,11300.00,12200.00,17000.00,14300.00,12800.00,13400.00,9951.75,10509.79,7998.60,13951.05,13486.01,Upgrade
4,PE Ratio,42.15,-,16.91,21.17,40.48,41.44,2.34,2.66,2.82,2.72,-14.13,-,-,-,-,-,-,-,-,8.00,9.93,Upgrade
5,PS Ratio,1.55,1.55,1.72,1.83,1.94,1.91,2.07,2.24,2.05,1.72,2.11,2.88,5.26,5.05,3.93,2.59,1.35,1.01,0.61,0.65,0.66,Upgrade
6,PB Ratio,0.58,0.58,0.59,0.60,0.61,0.57,-,0.67,-,0.60,0.88,0.93,1.23,-,0.84,0.84,0.61,0.63,0.43,0.48,0.63,Upgrade
7,P/TBV Ratio,0.58,0.58,0.59,0.60,0.61,0.57,-,0.67,-,0.60,0.88,0.94,1.26,-,0.87,0.88,0.65,0.67,0.46,0.48,0.64,Upgrade
8,P/FCF Ratio,-,-,37.22,-,-,-,-,-,-,-,4.42,58.90,-24.67,-,-,-,-,-,-,-,-,Upgrade
