,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,98,461,167,79,108,1838,1838,1838,1838,1838,1838,Upgrade
1,Market Cap Growth,480.23%,480.23%,54.36%,-95.68%,-94.12%,0%,0%,0%,0.00%,0.00%,0%,Upgrade
2,Enterprise Value,79,434,158,36,58,1743,1747,1629,1825,1798,1798,Upgrade
3,Last Close Price,0.08,0.47,0.17,0.14,0.19,3.93,3.93,3.93,3.93,3.93,3.93,Upgrade
4,PS Ratio,0.85,5.29,2.13,1.19,1.95,4.00,3.92,18.20,4.67,5.89,-,Upgrade
5,PB Ratio,0.14,0.81,0.27,0.12,0.16,2.19,2.09,2.05,1.99,1.86,1.74,Upgrade
6,P/TBV Ratio,0.81,0.81,0.28,0.13,0.16,2.19,2.09,2.05,1.99,1.94,1.80,Upgrade
7,P/FCF Ratio,-,-,-,-,-,-,-,-,108.14,-,-,Upgrade
8,P/OCF Ratio,-,-,-,-,-,-,-,-,108.14,-,-,Upgrade
9,EV/Sales Ratio,0.90,4.98,2.02,0.55,1.05,3.80,3.73,16.13,4.63,5.76,-,Upgrade
10,EV/FCF Ratio,-6.08,-,-,-,-,-,-,-,107.38,-,-,Upgrade
11,Debt / Equity Ratio,0.06,0.06,0.05,0.03,0.01,0.00,0.00,-,-,0.09,0.09,Upgrade
12,Earnings Yield,-107.73%,-22.86%,-58.97%,-225.14%,-162.88%,-2.29%,-3.26%,-5.60%,-6.69%,-2.83%,-,Upgrade
13,FCF Yield,-13.22%,-2.80%,-17.28%,-47.62%,-54.71%,-3.02%,-7.40%,-4.19%,0.92%,-1.36%,-,Upgrade
14,Buyback Yield / Dilution,-68.38%,-75.90%,-60.12%,-20.00%,-9.10%,-,-,-,-,-0.00%,-,Upgrade
15,Total Shareholder Return,-68.38%,-75.90%,-60.12%,-20.00%,-9.10%,-,-,-,-,-0.00%,-,Upgrade
