,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,1177,1399,1311,-,1742,-,2011,-,2022,2570,Upgrade
1,Revenue Growth (YoY),-10.20%,-,-24.79%,-,-13.35%,-,-0.55%,-,-32.72%,-5.40%,Upgrade
2,Cost of Revenue,796.67,923.89,847.8,-,1178,-,1509,-,1657,1928,Upgrade
3,Gross Profit,380.22,474.66,462.82,-,564.78,-,502.3,-,365.66,641.81,Upgrade
4,"Selling, General & Admin",460.12,501.57,454.05,-,388.49,-,336.41,-,292.63,434.2,Upgrade
5,Other Operating Expenses,-8.57,-23.6,-24.43,-,-16.65,-,-16.8,-,-40.06,-51.8,Upgrade
6,Operating Expenses,451.75,479.78,429.61,-,381.23,-,319.6,-,251.1,380.01,Upgrade
7,Operating Income,-71.54,-5.12,33.2,-,183.55,-,182.7,-,114.56,261.8,Upgrade
8,Interest Expense,-0.92,-1.58,-2.18,-,-0.91,-,-34.93,-,-1.5,-8.81,Upgrade
9,Interest & Investment Income,80.76,41.54,32.22,-,20.34,-,24.25,-,36.51,34.23,Upgrade
10,Earnings From Equity Investments,141.39,182.57,220.38,-,228.45,-,167.66,-,128.23,97.64,Upgrade
11,Other Non Operating Income (Expenses),-,-,-,-,-35.36,-,-,-,-29.29,-,Upgrade
12,EBT Excluding Unusual Items,149.68,217.41,283.62,-,396.07,-,339.68,-,248.5,384.86,Upgrade
13,Gain (Loss) on Sale of Investments,-143.12,-8.58,4.09,-,-2.28,-,3056,-,-4.43,16.47,Upgrade
14,Gain (Loss) on Sale of Assets,-,-,3.28,-,2.6,-,-,-,-,-,Upgrade
15,Asset Writedown,-,-20.84,-,-,-,-,-,-,-,-94.7,Upgrade
16,Pretax Income,6.56,188,290.99,-,396.39,-,3395,-,244.07,306.63,Upgrade
17,Income Tax Expense,-16.86,30.63,-66.02,-,81.4,-,54.28,-,29.06,23.93,Upgrade
18,Earnings From Continuing Operations,23.42,157.37,357.01,-,314.99,-,3341,-,215.02,282.7,Upgrade
19,Earnings From Discontinued Operations,-,-,-,-,509.58,-,32.53,-,-,-,Upgrade
20,Net Income to Company,23.42,157.37,357.01,-,824.56,-,3373,-,215.02,282.7,Upgrade
21,Minority Interest in Earnings,-20.02,-10.24,-40.71,-,-114.16,-,-82.57,-,-56.53,-43.17,Upgrade
22,Net Income,3.4,147.13,316.3,-,710.4,-,3291,-,158.49,239.53,Upgrade
23,Net Income to Common,3.4,147.13,316.3,-,710.4,-,3291,-,158.49,239.53,Upgrade
24,Net Income Growth,-98.93%,-,-55.48%,-,-78.41%,-,1976.48%,-,-51.91%,13.72%,Upgrade
25,Shares Outstanding (Basic),2758,2746,2745,-,2777,-,2777,-,2777,2777,Upgrade
26,Shares Outstanding (Diluted),2758,2746,2745,-,2777,-,2777,-,2777,2777,Upgrade
27,Shares Change (YoY),0.49%,-,-1.15%,-,-,-,-,-,-,-,Upgrade
28,EPS (Basic),0.00,0.05,0.12,-,0.26,-,1.19,-,0.06,0.09,Upgrade
29,EPS (Diluted),-0.03,0.05,0.08,-,0.23,-,1.16,-,0.05,0.08,Upgrade
30,EPS Growth,-,-,-63.96%,-,-80.20%,-,2080.08%,-,-51.80%,12.36%,Upgrade
31,Free Cash Flow,220.85,454.88,576.29,-,265.04,-,-211.37,-,-48.68,266.22,Upgrade
32,Free Cash Flow Per Share,0.08,0.17,0.21,-,0.10,-,-0.08,-,-0.02,0.10,Upgrade
33,Operating Margin,-6.08%,-0.37%,2.53%,-,10.53%,-,9.09%,-,5.67%,10.19%,Upgrade
34,Profit Margin,0.29%,10.52%,24.13%,-,40.77%,-,163.65%,-,7.84%,9.32%,Upgrade
35,Free Cash Flow Margin,18.77%,32.53%,43.97%,-,15.21%,-,-10.51%,-,-2.41%,10.36%,Upgrade
36,EBITDA,-46.6,32.92,94.28,-,261.77,-,303.2,-,217.53,437.45,Upgrade
37,D&A For EBITDA,24.94,38.04,61.08,63.84,78.22,117.13,120.5,121.9,102.96,175.65,Upgrade
38,EBIT,-71.54,-5.12,33.2,-,183.55,-,182.7,-,114.56,261.8,Upgrade
