,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,3447,3482,3178,3538,3838,3255,3770,3747,4390,3713,Upgrade
1,Short-Term Investments,146.71,170.85,87.23,69.65,92.06,85.95,104.08,52.5,57.58,53.54,Upgrade
2,Trading Asset Securities,0.71,226.89,0.96,0.98,0.89,1.1,1.37,1.04,1.73,1.71,Upgrade
3,Cash & Short-Term Investments,3594,3880,3266,3608,3931,3342,3876,3801,4450,3768,Upgrade
4,Cash Growth,10.05%,7.53%,-16.92%,7.98%,1.42%,-12.09%,-12.90%,0.88%,25.14%,37.85%,Upgrade
5,Accounts Receivable,136.95,182.06,194.81,175.62,140.96,168.41,262.61,293.85,339.54,232.14,Upgrade
6,Other Receivables,7.48,5.94,6.88,18.62,2.69,49.23,17.53,99.12,32.01,101.11,Upgrade
7,Receivables,1209,1725,2102,2842,2181,2446,1522,1436,879.28,718.38,Upgrade
8,Inventory,0.78,19.47,19.07,18.73,17.28,18.43,118.26,121.45,126.11,95.65,Upgrade
9,Prepaid Expenses,-,24.35,-,41.36,-,28.56,-,29.27,-,21.16,Upgrade
10,Restricted Cash,3077,3542,1161,1065,655.78,765.46,721.9,880.55,-,671.54,Upgrade
11,Other Current Assets,351.89,-,36.8,1.47,104.42,425.94,88.23,0.08,64.96,0.15,Upgrade
12,Total Current Assets,8233,9191,6585,7577,6889,7026,6326,6268,5520,5275,Upgrade
13,"Property, Plant & Equipment",104.97,147.22,170.83,202.49,262.28,324.92,428.08,468.97,438.13,472.96,Upgrade
14,Long-Term Investments,3805,3689,3605,3646,3703,3433,4508,2947,2487,2395,Upgrade
15,Goodwill,-,-,12.25,12.82,13.29,13.9,11.85,-,1.52,1.52,Upgrade
16,Other Intangible Assets,2.59,2.83,11.63,12.92,14.2,11.91,17.92,11.23,6.79,0.55,Upgrade
17,Long-Term Deferred Tax Assets,-,-,-,-,-,-,0.05,0.02,0.04,0.12,Upgrade
18,Other Long-Term Assets,2.44,2.58,4.48,4.75,5.83,8.65,3.55,21.66,7.83,4.29,Upgrade
19,Total Assets,12148,13032,10389,11455,10887,10819,11295,9717,8461,8149,Upgrade
20,Accounts Payable,3508,4193,1724,1613,1166,1136,1190,1399,1247,1060,Upgrade
21,Accrued Expenses,162.49,256.21,131.61,234.41,132.68,266.72,205.21,302.64,147.81,287.4,Upgrade
22,Short-Term Debt,12.3,42.69,239.08,320.81,237.49,2.45,-,-,-,5.58,Upgrade
23,Current Portion of Leases,22.75,21.94,24.55,17.87,19.46,20.8,26.38,25.34,29.78,27.82,Upgrade
