,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1021,1200,1427,1949,2360,2721,2860,3638,2805,2416,3610,Upgrade
1,Market Cap Growth,-45.30%,-38.43%,-39.53%,-28.39%,-17.48%,-25.19%,1.98%,50.57%,-22.31%,-30.95%,28.71%,Upgrade
2,Enterprise Value,-1931,-2007,-986,-373,-342,481,-49,716,-891,-1367,375,Upgrade
3,Last Close Price,0.37,0.43,0.52,0.71,0.85,0.98,1.03,1.31,1.01,0.87,1.30,Upgrade
4,PE Ratio,19.98,7.97,3.08,6.16,-,3.83,-,1.11,-,6.07,6.34,Upgrade
5,Forward PE,-,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,5.78,Upgrade
6,PS Ratio,0.40,0.47,0.53,1.49,-,1.56,-,1.81,-,0.53,0.65,Upgrade
7,PB Ratio,0.14,0.16,0.18,0.26,0.31,0.36,0.38,0.45,0.44,0.44,0.68,Upgrade
8,P/TBV Ratio,0.17,0.17,0.20,0.28,0.36,0.41,0.45,0.50,0.51,0.51,0.77,Upgrade
9,P/FCF Ratio,1.25,1.78,1.38,3.38,-,10.27,-,-,-,-,3.49,Upgrade
10,P/OCF Ratio,1.42,1.70,1.34,3.28,-,8.94,-,-,-,6.42,2.88,Upgrade
11,PEG Ratio,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,Upgrade
12,EV/Sales Ratio,-,-,-,-,-,0.28,-,0.36,-,-,0.07,Upgrade
13,EV/EBITDA Ratio,-,-,-,-,-,1.84,-,2.36,-,-,0.39,Upgrade
14,EV/EBIT Ratio,-,-,-,-,-,2.62,-,3.92,-,-,0.63,Upgrade
15,EV/FCF Ratio,-2.36,-,-,-,-,1.82,-,-,-,-,0.36,Upgrade
16,Debt / Equity Ratio,0.01,0.01,0.01,0.04,0.05,0.04,0.00,0.01,0.01,0.01,0.01,Upgrade
17,Debt / FCF Ratio,0.06,0.07,0.08,0.50,-,1.03,-,-,-,-,0.06,Upgrade
18,Return on Capital Employed (ROCE),-,-,-,0.44%,-,2.41%,-,2.02%,-,5.99%,9.96%,Upgrade
19,Earnings Yield,14.75%,12.54%,32.47%,16.23%,-,26.11%,-,90.47%,-,16.47%,15.77%,Upgrade
20,FCF Yield,80.15%,56.31%,72.25%,29.57%,-,9.74%,-,-5.81%,-,9.00%,28.66%,Upgrade
21,Buyback Yield / Dilution,0.11%,-0.49%,-,1.15%,-,-,-,-,-,-,-,Upgrade
22,Total Shareholder Return,0.11%,-0.49%,-,1.15%,-,-,-,-,-,-,-,Upgrade
