,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+19 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+19 Quarters
0,Market Capitalization,3353,2552,2374,2077,2522,2671,2671,2730,2849,2819,2582,2671,3264,2968,2879,2849,2404,2404,2552,2522,4006,Upgrade
1,Market Cap Growth,-4.44%,-4.44%,-11.11%,-23.91%,-11.46%,-5.26%,3.45%,2.22%,-12.73%,-5.00%,-10.31%,-6.25%,35.80%,23.46%,12.79%,12.94%,-40.00%,-52.63%,-54.74%,-53.30%,-32.16%,Upgrade
2,Enterprise Value,5476,6080,4817,6090,6038,7442,6466,7935,6234,8131,6935,8303,7896,8485,6986,8384,7962,8177,8426,8882,9755,Upgrade
3,Last Close Price,1.13,0.83,0.69,0.60,0.73,0.78,0.73,0.74,0.78,0.77,0.68,0.70,0.85,0.78,0.71,0.71,0.60,0.60,0.63,0.60,0.96,Upgrade
4,PE Ratio,4.20,3.88,3.37,3.61,4.38,6.88,7.24,7.69,-,-14.82,-22.50,-10.33,-,6.16,-,6.34,6.68,11.31,12.97,12.11,16.36,Upgrade
5,Forward PE,-,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,6.19,Upgrade
6,PS Ratio,0.44,0.41,0.38,0.34,0.40,0.44,0.45,0.43,0.47,0.45,0.41,0.40,0.50,0.42,0.39,0.36,0.30,0.31,0.34,0.35,0.56,Upgrade
7,PB Ratio,0.39,0.31,0.30,0.26,0.31,0.35,0.35,0.34,0.37,0.37,0.32,0.32,0.39,0.33,0.33,0.32,0.28,0.29,0.33,0.32,0.50,Upgrade
8,P/TBV Ratio,0.31,0.31,0.30,0.26,0.31,0.35,0.36,0.34,0.37,0.37,0.33,0.32,0.40,0.34,0.35,0.33,0.29,0.30,0.35,0.33,0.52,Upgrade
9,P/FCF Ratio,2.18,1.66,1.63,-,1.96,4.07,9.82,-,12.26,5.38,3.74,2.35,4.56,2.68,2.60,-,1.64,2.39,6.13,-,-2.80,Upgrade
10,P/OCF Ratio,1.18,1.18,1.12,-,1.26,2.41,3.86,4.80,4.74,2.94,2.35,1.73,2.69,1.63,1.56,-,1.10,1.23,2.08,-,-19.55,Upgrade
11,PEG Ratio,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,Upgrade
12,EV/Sales Ratio,0.87,0.97,0.77,0.99,0.96,1.23,1.09,1.26,1.04,1.31,1.09,1.25,1.22,1.21,0.94,1.07,0.98,1.04,1.12,1.24,1.36,Upgrade
13,EV/EBITDA Ratio,3.18,3.66,3.15,4.36,4.32,6.69,5.96,6.78,5.47,15.11,8.94,12.70,-,4.87,4.43,4.85,4.89,6.24,6.08,6.96,7.70,Upgrade
14,EV/EBIT Ratio,5.69,6.32,5.60,8.32,8.24,15.66,15.16,17.41,-,-43.72,-296.51,-37.49,-,10.32,-,10.10,10.86,18.03,13.78,16.09,-,Upgrade
15,EV/FCF Ratio,3.56,3.96,3.31,-,4.68,11.35,23.77,-,26.82,15.51,10.03,7.32,11.03,7.66,6.31,-,5.42,8.13,20.24,-,-6.82,Upgrade
16,Debt / Equity Ratio,0.45,0.45,0.68,0.50,0.77,0.68,0.81,0.64,0.82,0.60,0.83,0.69,0.88,0.62,0.72,0.54,0.83,0.79,0.90,0.83,0.97,Upgrade
17,Debt / EBITDA Ratio,2.19,1.89,2.83,2.59,4.96,3.23,4.56,3.33,28.03,3.06,4.27,3.65,-,2.25,6.57,2.88,3.69,3.72,4.69,5.64,9.33,Upgrade
18,Debt / FCF Ratio,2.45,2.45,3.73,-,4.78,7.92,22.69,-,27.43,8.82,9.61,5.11,10.20,5.08,5.66,-,4.91,6.53,16.90,-,-5.51,Upgrade
19,Asset Turnover,0.34,0.33,0.27,0.36,0.35,0.27,0.27,0.34,0.32,0.27,0.23,0.39,0.26,0.25,0.20,0.45,0.31,0.32,0.23,0.46,Upgrade,
20,Inventory Turnover,24.45,21.99,24.18,21.82,32.63,32.80,24.89,24.74,36.75,24.29,18.28,15.78,38.62,15.19,18.83,14.71,32.82,24.78,28.16,22.13,43.29,Upgrade
21,Quick Ratio,1.35,1.35,1.26,1.24,1.17,1.24,1.20,1.13,0.97,1.04,1.03,1.08,1.04,1.08,1.09,1.07,1.11,1.07,1.08,1.04,1.06,Upgrade
22,Current Ratio,1.44,1.44,1.32,1.31,1.23,1.31,1.28,1.20,1.04,1.11,1.10,1.15,1.12,1.18,1.17,1.20,1.19,1.20,1.19,1.18,1.18,Upgrade
23,Return on Equity (ROE),4.67%,14.71%,7.37%,6.62%,6.47%,8.59%,6.86%,-2.75%,4.97%,6.44%,5.26%,-38.95%,9.94%,-1.11%,4.70%,1.82%,9.63%,0.12%,0.11%,1.99%,Upgrade,
24,Return on Assets (ROA),4.44%,4.05%,2.83%,1.35%,3.07%,2.04%,2.56%,-1.70%,2.46%,2.14%,2.15%,-8.70%,4.24%,-0.05%,2.01%,2.38%,2.38%,1.72%,0.94%,-0.28%,Upgrade,
25,Return on Capital (ROIC),6.26%,5.86%,4.16%,1.97%,4.57%,3.13%,3.94%,-2.63%,3.76%,3.23%,3.26%,-13.29%,6.63%,-0.07%,3.24%,3.71%,3.75%,2.65%,1.43%,-0.43%,Upgrade,
26,Return on Capital Employed (ROCE),8.98%,8.98%,8.48%,7.11%,7.14%,4.53%,4.07%,4.34%,-,-1.99%,-0.24%,-1.97%,-,7.04%,-,6.94%,6.02%,3.81%,5.37%,4.88%,-,Upgrade
27,Earnings Yield,19.60%,25.75%,29.69%,27.70%,22.81%,14.53%,13.82%,13.00%,10.81%,-6.75%,-4.44%,-9.69%,-7.83%,16.23%,14.17%,15.78%,14.96%,8.84%,7.71%,8.26%,6.11%,Upgrade
28,FCF Yield,45.84%,60.23%,61.32%,56.21%,51.10%,24.55%,10.19%,4.85%,8.16%,18.60%,26.77%,42.50%,21.94%,37.32%,38.49%,47.02%,61.10%,41.86%,16.31%,-32.53%,-35.72%,Upgrade
29,Dividend Yield,5.70%,-,16.53%,-,11.44%,-,-,-,7.28%,-,-,-,4.28%,-,-,-,8.89%,-,-,-,3.96%,Upgrade
30,Payout Ratio,33.56%,499.04%,-,21.70%,-,213.55%,-,34.01%,-,185.99%,-,57.64%,-,321.28%,-,70.37%,-,177.86%,-,590.30%,499.26%,Upgrade
31,Buyback Yield / Dilution,17.48%,67.40%,11.91%,-11.91%,-1.45%,1.27%,-,-,6.72%,-6.72%,-,-,-,-,-,-,-,-,-,-,-,Upgrade
32,Total Shareholder Return,23.18%,67.40%,28.43%,-11.91%,9.98%,1.27%,-,-,14.00%,-6.72%,-,-,4.28%,-,-,-,8.89%,-,-,-,3.96%,Upgrade
