,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+19 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+19 Quarters
0,Operating Revenue,1407,1428,1176,1646,1575,1254,1245,1569,1434,1256,1063,1893,1199,1203,993.66,2374,1579,1666,1202,2392,Upgrade
1,Other Revenue,15.75,-3.2,3.2,-16.05,16.05,-5.44,5.44,-23.57,23.57,-9.16,9.16,-43.4,43.4,-10.8,10.8,-30.86,30.86,-6.78,6.78,-,Upgrade
2,Revenue,1423,1424,1179,1629,1591,1249,1250,1546,1458,1246,1072,1850,1242,1192,1004,2343,1610,1659,1209,2392,Upgrade
3,Revenue Growth (YoY),-10.57%,14.05%,-5.72%,5.41%,9.15%,0.20%,16.59%,-16.42%,17.38%,4.55%,6.76%,-21.06%,-22.85%,-28.15%,-16.90%,-2.04%,0.36%,23.74%,12.17%,-36.74%,Upgrade
4,Cost of Revenue,1013,1053,907.98,1312,1281,992.9,989.12,1506,1192,999.25,835.38,2231,918.02,1046,751.9,1830,1379,1399,1045,2084,Upgrade
5,Gross Profit,410.34,371.7,270.8,317.84,310.02,255.98,261.18,39.56,265.69,247.18,236.99,-380.99,324.14,145.71,252.56,512.8,230.97,260.4,164.13,307.95,Upgrade
6,"Selling, General & Admin",93.98,89.63,66.62,211.46,67.18,99.55,72.44,176.98,63.94,100.27,65.32,272.47,-6.48,147.22,83.64,263.53,39.79,114.93,88.59,221.58,Upgrade
7,Research & Development,20.09,-5.75,5.75,-26.29,26.29,-8.76,8.76,-24.85,24.85,-7.28,7.28,-44.76,44.76,-8.96,8.96,-23.56,23.56,-6.97,6.97,-8.05,Upgrade
8,Other Operating Expenses,-7.13,19.86,-10.25,9.33,-13.3,13.42,-9.45,-16.27,11.47,-1.61,6.41,16,-25.5,10.97,-1.46,27.07,-27.07,6.65,-6.65,46.73,Upgrade
9,Operating Expenses,116.55,94.8,71.05,220.15,84.14,104.21,71.74,163.86,87.78,91.38,79.01,279.24,-2.35,149.23,91.14,316.3,31.29,118.12,85.4,331.32,Upgrade
10,Operating Income,293.79,276.89,199.74,97.69,225.89,151.76,189.44,-124.29,177.91,155.8,157.97,-660.23,326.49,-3.51,161.43,196.5,199.68,142.28,78.73,-23.37,Upgrade
11,Interest Expense,-33.89,-37.7,-39.29,-43.77,-43.47,-43.99,-45.09,-48.71,-47.54,-52.21,-50.88,-54.75,-55.25,-57.75,-54.21,-76.53,-56.59,-67.1,-70.07,-81.5,Upgrade
12,Interest & Investment Income,1.39,3.1,0.6,2.59,2.17,1.87,2.55,3.27,0.72,2.13,2.63,3.14,0.47,2.63,2.28,10.28,1.17,2.44,2.96,9.71,Upgrade
13,Currency Exchange Gain (Loss),-0.44,0.8,0.01,-2.79,-0.38,4.84,0.02,-0.87,5.75,6.06,-0.06,-1.82,-0.74,-1.32,-0.4,-10.34,-2.71,2.7,0.37,2.64,Upgrade
14,Other Non Operating Income (Expenses),-53.31,73.1,0.74,79.85,-50.4,57.68,-2.65,125.23,-31.88,25.33,-0.47,86.2,-54.68,54.19,-1.36,82.53,-59.61,53.38,-5.17,128.2,Upgrade
15,EBT Excluding Unusual Items,207.55,316.2,161.8,133.58,133.81,172.15,144.26,-45.37,104.95,137.11,109.2,-627.47,216.3,-5.77,107.74,202.44,81.94,133.7,6.82,35.68,Upgrade
16,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.39,-8.39,-,-,Upgrade
17,Gain (Loss) on Sale of Assets,-54.03,-,-,31.13,-0.25,2.95,-,-0.17,0.16,-0.16,-,-24.36,-,-,-,-0.15,0.07,-0.07,-,-0.18,Upgrade
18,Asset Writedown,-42.79,-,-,-,-,-,-,-,-,-,-,-0.26,0.26,-,-,-,-,-,-,-1.46,Upgrade
19,Legal Settlements,-,-,-,-,-,-,-,-8.93,4.28,-4.28,-,-44.65,-,-,-,-102.1,98.87,-98.87,-,-,Upgrade
20,Pretax Income,110.73,316.2,161.8,164.71,133.56,175.1,144.26,-54.47,109.39,132.68,109.2,-696.74,216.55,-5.77,107.74,100.19,189.27,26.37,6.82,34.04,Upgrade
21,Income Tax Expense,23.27,42.74,26.34,45.56,19.26,24.37,24.86,-6.86,23.57,22.27,19.7,-3.87,33.38,14.6,20.95,66.84,15.45,24.23,4.77,-1.87,Upgrade
22,Earnings From Continuing Operations,87.46,273.46,135.46,119.15,114.3,150.72,119.39,-47.6,85.82,110.41,89.5,-692.87,183.17,-20.37,86.79,33.35,173.82,2.14,2.05,35.92,Upgrade
23,Minority Interest in Earnings,-23.68,-6.44,-2.63,10.54,12.17,-8.8,4.9,16.62,20.55,0.53,-3.41,217.03,-2.31,19.86,0.36,97.8,-52.4,36.99,9.12,-21.48,Upgrade
24,Net Income,63.77,267.02,132.83,129.69,126.46,141.92,124.3,-30.98,106.37,110.94,86.09,-475.84,180.86,-0.51,87.15,131.15,121.43,39.13,11.17,14.44,Upgrade
25,Net Income to Common,63.77,267.02,132.83,129.69,126.46,141.92,124.3,-30.98,106.37,110.94,86.09,-475.84,180.86,-0.51,87.15,131.15,121.43,39.13,11.17,14.44,Upgrade
26,Net Income Growth,-49.57%,88.14%,6.87%,-,18.89%,27.92%,44.37%,-,-41.19%,-,-1.21%,-,48.94%,-,680.22%,808.21%,5.94%,-21.85%,-71.94%,-94.62%,Upgrade
27,Shares Outstanding (Basic),1019,2614,3321,2808,3127,2968,2968,2768,3167,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,Upgrade
28,Shares Outstanding (Diluted),1019,2614,3321,2808,3127,2968,2968,2768,3167,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,Upgrade
29,Shares Change (YoY),-67.40%,-11.91%,11.91%,1.45%,-1.27%,-,-,-6.72%,6.72%,-,-,-,-,-,-,-,-,-,-,-,Upgrade
30,EPS (Basic),0.06,0.10,0.04,0.05,0.04,0.05,0.04,-0.01,0.03,0.04,0.03,-0.16,0.06,-0.00,0.03,0.04,0.04,0.01,0.00,0.00,Upgrade
31,EPS (Diluted),0.06,0.10,0.04,0.05,0.04,0.05,0.04,-0.01,0.03,0.04,0.03,-0.16,0.06,-0.00,0.03,0.04,0.04,0.01,0.00,0.00,Upgrade
32,EPS Growth,54.70%,113.57%,-4.50%,-,20.42%,27.93%,44.38%,-,-44.89%,-,-1.22%,-,48.94%,-,680.23%,808.39%,5.94%,-21.85%,-,-94.62%,Upgrade
33,Free Cash Flow,422.77,535.76,-130.73,559.91,389.94,258.22,-38.15,1.07,30.64,122.28,51.63,270.65,145.52,450.93,-283.64,603.92,150.01,658.58,-175.92,249.07,Upgrade
34,Free Cash Flow Per Share,0.41,0.20,-0.04,0.20,0.12,0.09,-0.01,0.00,0.01,0.04,0.02,0.09,0.05,0.15,-0.10,0.20,0.05,0.22,-0.06,0.08,Upgrade
35,Dividend Per Share,-,0.030,-,0.076,-,-,-,0.050,-,-,-,0.030,-,-,-,0.045,-,-,-,0.034,Upgrade
36,Dividend Growth,-,-,-,52.00%,-,-,-,67.79%,-,-,-,-33.18%,-,-,-,31.95%,-,-,-,-69.27%,Upgrade
37,Gross Margin,28.83%,26.10%,22.97%,19.51%,19.48%,20.50%,20.89%,2.56%,18.22%,19.83%,22.10%,-20.60%,26.10%,12.22%,25.14%,21.89%,14.35%,15.69%,13.58%,12.87%,Upgrade
38,Operating Margin,20.64%,19.44%,16.94%,6.00%,14.19%,12.15%,15.15%,-8.04%,12.20%,12.50%,14.73%,-35.70%,26.28%,-0.29%,16.07%,8.39%,12.40%,8.58%,6.51%,-0.98%,Upgrade
39,Profit Margin,4.48%,18.75%,11.27%,7.96%,7.95%,11.36%,9.94%,-2.00%,7.30%,8.90%,8.03%,-25.73%,14.56%,-0.04%,8.68%,5.60%,7.54%,2.36%,0.92%,0.60%,Upgrade
40,Free Cash Flow Margin,29.71%,37.61%,-11.09%,34.36%,24.50%,20.68%,-3.05%,0.07%,2.10%,9.81%,4.81%,14.63%,11.72%,37.83%,-28.24%,25.77%,9.32%,39.69%,-14.55%,10.41%,Upgrade
41,EBITDA,451.42,434.52,357.37,255.32,374.43,300.31,337.98,24.25,341.98,319.87,322.05,-496.16,516.64,186.63,351.58,386.65,387.38,329.98,266.43,164.32,Upgrade
42,EBITDA Margin,31.72%,30.51%,30.32%,15.67%,23.53%,24.05%,27.03%,1.57%,23.45%,25.66%,30.03%,-26.82%,41.59%,15.66%,35.00%,16.50%,24.06%,19.89%,22.04%,6.87%,Upgrade
43,D&A For EBITDA,157.63,157.63,157.63,157.63,148.54,148.54,148.54,148.54,164.07,164.07,164.07,164.07,190.15,190.15,190.15,190.15,187.7,187.7,187.7,187.7,Upgrade
44,EBIT,293.79,276.89,199.74,97.69,225.89,151.76,189.44,-124.29,177.91,155.8,157.97,-660.23,326.49,-3.51,161.43,196.5,199.68,142.28,78.73,-23.37,Upgrade
45,EBIT Margin,20.64%,19.44%,16.94%,6.00%,14.19%,12.15%,15.15%,-8.04%,12.20%,12.50%,14.73%,-35.70%,26.28%,-0.29%,16.07%,8.39%,12.40%,8.58%,6.51%,-0.98%,Upgrade
46,Effective Tax Rate,21.02%,13.52%,16.28%,27.66%,14.42%,13.92%,17.24%,-,21.55%,16.78%,18.04%,-,15.42%,-,19.44%,66.72%,8.16%,91.88%,70.00%,-,Upgrade
47,Revenue as Reported,4026,-,1179,-,4091,-,1250,-,3777,-,1072,-,3439,-,1004,-,4478,-,1209,-,Upgrade
