,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,34003,-,42532,73189,43352,89735,79802,108214,37905,69299,Upgrade
1,Revenue Growth (YoY),-20.05%,-,-1.89%,-18.44%,-45.68%,-17.08%,110.53%,56.15%,115.96%,78.86%,Upgrade
2,Cost of Revenue,27176,-,35117,64474,34696,73841,65768,84181,29152,48837,Upgrade
3,Gross Profit,6827,-,7415,8715,8655,15894,14034,24033,8754,20462,Upgrade
4,"Selling, General & Admin",3335,-,3740,6685,4068,5747,5339,6136,4152,6384,Upgrade
5,Other Operating Expenses,-148.34,-,-263.93,2032,-463.44,1411,180.01,1058,-150.39,-292.07,Upgrade
6,Operating Expenses,3186,-,3476,8717,3605,7158,5519,7194,4002,6092,Upgrade
7,Operating Income,3641,-,3939,-1.22,5051,8736,8515,16839,4752,14370,Upgrade
8,Interest Expense,-1517,-,-1224,-2188,-769.47,-294.32,-1094,-767.45,-863.24,-989.27,Upgrade
9,Interest & Investment Income,48.85,-,169.3,246.96,194.23,289.77,269.06,362.55,290.51,314.27,Upgrade
10,Earnings From Equity Investments,368.14,-,601.77,782.77,221.4,1531,540.75,1719,1215,1399,Upgrade
11,Currency Exchange Gain (Loss),-95.98,-,-131.45,-336.6,-484.17,109.2,-1.78,571.33,-80.25,-177.22,Upgrade
12,Other Non Operating Income (Expenses),-,-,-,26.88,-26.88,-4.02,-34.97,17.34,-59,133.98,Upgrade
13,EBT Excluding Unusual Items,2444,-,3355,-1469,4186,10368,8194,18742,5255,15050,Upgrade
14,Gain (Loss) on Sale of Investments,-,-,-,-116.64,-,17.3,-,-86.11,11.63,136.12,Upgrade
15,Gain (Loss) on Sale of Assets,-43.56,-,270.78,-157.84,-203.11,10.4,15.33,150.54,6.93,33.51,Upgrade
16,Asset Writedown,-66.14,-,127.59,684.3,771.04,2241,551.72,1718,588.28,1838,Upgrade
17,Pretax Income,2335,-,3753,-1059,4754,12636,8761,20524,5862,17058,Upgrade
18,Income Tax Expense,944.04,-,1449,1159,1793,3935,4101,7897,2370,7160,Upgrade
19,Earnings From Continuing Operations,1391,-,2304,-2218,2961,8701,4660,12627,3492,9898,Upgrade
20,Minority Interest in Earnings,-431.26,-,-873.22,709.71,-1172,-3026,-1745,-4207,-1733,-3614,Upgrade
21,Net Income,959.24,-,1431,-1509,1789,5676,2915,8420,1758,6284,Upgrade
22,Net Income to Common,959.24,-,1431,-1509,1789,5676,2915,8420,1758,6284,Upgrade
23,Net Income Growth,-32.97%,-,-20.01%,-,-38.62%,-32.59%,65.77%,33.99%,15.07%,21.66%,Upgrade
24,Shares Outstanding (Basic),7044,-,7066,6540,6441,6187,6184,6197,6176,5899,Upgrade
25,Shares Outstanding (Diluted),7044,-,7066,6540,6441,6191,6185,6197,6176,5899,Upgrade
26,Shares Change (YoY),-0.31%,-,9.70%,5.64%,4.15%,-0.10%,0.14%,5.06%,4.69%,-4.14%,Upgrade
27,EPS (Basic),0.14,-,0.20,-0.23,0.28,0.92,0.47,1.36,0.28,1.07,Upgrade
28,EPS (Diluted),0.14,-,0.20,-0.23,0.28,0.91,0.47,1.36,0.28,1.06,Upgrade
29,EPS Growth,-31.91%,-,-27.90%,-,-40.98%,-32.71%,67.86%,28.17%,8.09%,25.30%,Upgrade
30,Free Cash Flow,2870,-,5603,-4031,10341,22399,-8270,6157,-13990,46953,Upgrade
31,Free Cash Flow Per Share,0.41,-,0.79,-0.62,1.61,3.62,-1.34,0.99,-2.27,7.96,Upgrade
32,Operating Margin,10.71%,-,9.26%,-0.00%,11.65%,9.74%,10.67%,15.56%,12.54%,20.74%,Upgrade
33,Profit Margin,2.82%,-,3.36%,-2.06%,4.13%,6.32%,3.65%,7.78%,4.64%,9.07%,Upgrade
34,Free Cash Flow Margin,8.44%,-,13.17%,-5.51%,23.85%,24.96%,-10.36%,5.69%,-36.91%,67.75%,Upgrade
35,EBITDA,3770,-,4211,212.4,5430,9010,8865,17170,5055,14788,Upgrade
36,D&A For EBITDA,129.72,299.72,271.66,213.62,379.35,274.35,350.46,330.96,303.32,418.7,Upgrade
37,EBIT,3641,-,3939,-1.22,5051,8736,8515,16839,4752,14370,Upgrade
