,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,16181,9609,8973,10811,20420,25242,32727,45706,40055,41793,55923,Upgrade
1,Market Cap Growth,-33.00%,-11.11%,-56.06%,-57.17%,-37.60%,-44.77%,-18.29%,9.36%,-28.38%,-31.08%,76.87%,Upgrade
2,Enterprise Value,115634,114679,116224,128772,144821,161914,166799,152377,121958,109086,164111,Upgrade
3,Last Close Price,2.29,1.36,1.27,1.53,2.89,3.88,5.27,7.36,6.06,6.32,8.50,Upgrade
4,PE Ratio,36.96,9.32,-,-129.29,-,2.89,3.10,3.35,3.31,4.74,6.40,Upgrade
5,Forward PE,7.93,4.68,3.67,3.30,2.80,2.23,2.72,3.81,3.46,4.14,5.43,Upgrade
6,PS Ratio,0.14,0.26,-,0.09,0.15,0.16,0.16,0.20,0.23,0.36,0.58,Upgrade
7,PB Ratio,0.32,0.10,0.09,0.11,0.19,0.22,0.27,0.43,0.41,0.62,0.86,Upgrade
8,P/TBV Ratio,0.19,0.19,0.18,0.22,0.41,0.49,0.64,1.06,0.95,1.44,2.04,Upgrade
9,P/FCF Ratio,5.04,3.12,-,6.36,-,0.66,1.89,-,-4.31,-,1.35,Upgrade
10,P/OCF Ratio,2.86,3.03,-,5.40,-,0.62,1.71,-,-5.09,-,1.33,Upgrade
11,PEG Ratio,0.26,0.06,-,0.03,-,-,0.18,0.50,0.20,0.14,0.14,Upgrade
12,EV/Sales Ratio,0.97,3.14,-,1.03,1.10,1.04,0.80,0.67,0.70,0.93,1.69,Upgrade
13,EV/EBITDA Ratio,14.71,28.31,-,26.94,22.70,9.57,7.60,4.87,4.62,5.01,7.75,Upgrade
14,EV/EBIT Ratio,15.68,29.32,-,30.26,-,10.03,7.88,5.00,4.76,5.20,8.00,Upgrade
15,EV/FCF Ratio,36.05,37.19,-,75.81,-,4.22,9.62,-,-13.11,-,3.96,Upgrade
16,Debt / Equity Ratio,0.71,0.71,0.71,0.80,0.86,0.95,1.08,1.31,1.29,1.64,1.52,Upgrade
17,Debt / FCF Ratio,21.18,22.03,-,47.24,-,2.85,7.43,-,-13.46,-,2.38,Upgrade
18,Return on Capital Employed (ROCE),3.95%,2.58%,-,2.64%,-,8.27%,10.10%,14.46%,13.39%,15.66%,16.77%,Upgrade
19,Earnings Yield,2.71%,10.73%,-,-0.77%,1.55%,34.64%,32.22%,29.83%,30.18%,21.11%,15.63%,Upgrade
20,FCF Yield,19.83%,32.09%,-,15.71%,34.93%,151.93%,52.99%,-5.56%,-23.23%,86.53%,74.19%,Upgrade
21,Buyback Yield / Dilution,-5.81%,0.31%,-,-9.70%,-5.64%,-4.15%,0.10%,-0.14%,-5.06%,-4.69%,4.14%,Upgrade
22,Total Shareholder Return,-5.81%,0.31%,-,-9.70%,-5.64%,-4.15%,0.10%,-0.14%,-5.06%,-4.69%,4.14%,Upgrade
