,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020","Sep '19 Sep 30, 2019",+2 Quarters
0,Market Capitalization,494,570,639,849,999,1259,1159,1339,1339,1239,1818,Upgrade
1,Market Cap Growth,-32.94%,-32.94%,-36.00%,-32.54%,-13.79%,-5.97%,-13.43%,8.06%,-26.37%,-47.46%,-12.50%,Upgrade
2,Enterprise Value,882,906,943,1116,1216,1419,1362,1425,1703,1549,2053,Upgrade
3,Last Close Price,0.25,0.28,0.31,0.41,0.48,0.60,0.54,0.62,0.61,0.55,0.79,Upgrade
4,PE Ratio,-,-,4.07,3.03,2.04,1.59,1.73,-3.27,-,-,4.48,Upgrade
5,Forward PE,-,31.02,31.02,31.02,31.02,31.02,31.02,31.02,31.02,31.02,31.02,Upgrade
6,PS Ratio,6.66,7.68,8.55,11.80,13.92,16.44,14.29,12.83,21.20,-,26.18,Upgrade
7,PB Ratio,0.05,0.06,0.06,0.08,0.09,0.12,0.10,0.12,0.13,0.12,0.17,Upgrade
8,P/TBV Ratio,0.06,0.06,0.06,0.08,0.09,0.12,0.10,0.13,0.13,0.12,0.17,Upgrade
9,P/FCF Ratio,-,-,-,-,-,-,91.10,-,-,-,-,Upgrade
10,P/OCF Ratio,-,-,-,-,-,-,87.39,-,-,-,-,Upgrade
11,EV/Sales Ratio,11.90,12.22,12.60,15.50,16.94,18.53,16.80,13.66,26.95,-,29.56,Upgrade
12,EV/EBITDA Ratio,27.68,27.68,38.11,47.30,53.39,66.39,55.08,38.99,74.88,-,-308.16,Upgrade
13,EV/EBIT Ratio,31.19,31.19,50.60,62.64,71.09,91.01,72.28,46.38,85.96,-,-160.59,Upgrade
14,EV/FCF Ratio,-24.21,-,-,-,-,-,107.06,-,-,-,-,Upgrade
15,Debt / Equity Ratio,0.05,0.05,0.04,0.04,0.04,0.03,0.02,0.03,0.05,0.05,0.05,Upgrade
16,Debt / FCF Ratio,-,-,-,-,-,-,21.44,-,-,-,-,Upgrade
17,Return on Capital Employed (ROCE),0.28%,0.28%,0.17%,0.16%,0.15%,0.14%,0.16%,0.28%,0.18%,-,-0.11%,Upgrade
18,Earnings Yield,-71.55%,-62.01%,24.57%,33.01%,48.92%,62.86%,57.83%,-30.58%,-43.73%,-,22.34%,Upgrade
19,FCF Yield,-7.38%,-6.39%,-6.91%,-4.23%,-3.46%,1.79%,1.10%,-3.04%,-0.56%,-,-5.70%,Upgrade
20,Dividend Yield,4.05%,-,-,-,-,1.67%,-,-,1.65%,-,2.53%,Upgrade
21,Total Shareholder Return,4.05%,-,-,-,-,1.67%,-,-,1.65%,-,2.53%,Upgrade
