,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020","Sep '19 Sep 30, 2019",+2 Quarters
0,Cash & Equivalents,124.9,145.46,177.09,207.37,128.3,122.21,122.18,421.93,135.17,182.64,Upgrade
1,Trading Asset Securities,0.22,0.23,0.27,0.31,8.1,10.68,10.62,10.7,11.12,16.11,Upgrade
2,Cash & Short-Term Investments,125.12,145.68,177.37,207.68,136.4,132.9,132.81,432.63,146.29,198.75,Upgrade
3,Cash Growth,-29.46%,-29.85%,30.04%,56.28%,2.70%,-69.28%,-9.22%,117.67%,-72.03%,-45.72%,Upgrade
4,Accounts Receivable,0.04,4.14,2.71,4.22,0.02,0.14,0.07,0.09,0.04,0.07,Upgrade
5,Other Receivables,2.47,0.76,0.49,0.51,2.53,3.21,2.51,2.96,3.45,5.13,Upgrade
6,Receivables,2.52,4.9,3.2,4.73,10.25,11.56,11.02,11.26,10.53,13.14,Upgrade
7,Inventory,84.53,87.67,87.25,90.87,91.68,98.13,97.55,98.7,110.91,112.25,Upgrade
8,Total Current Assets,212.16,238.26,267.81,303.28,238.32,242.59,241.38,542.59,267.73,324.14,Upgrade
9,"Property, Plant & Equipment",10.03,8.25,10.88,12.8,14.23,17.45,20.05,25.02,26.78,29.05,Upgrade
10,Long-Term Investments,9970,10780,10642,10765,10776,11159,10717,10197,10698,10889,Upgrade
11,Other Long-Term Assets,129.74,131.29,137.59,139.4,147.11,151.49,152.89,139.02,184.99,179.97,Upgrade
12,Total Assets,10322,11158,11058,11221,11175,11570,11131,10903,11178,11423,Upgrade
13,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,24.85,-,-,Upgrade
14,Current Portion of Leases,0.13,0.27,0.27,0.27,0.11,0.25,0.27,-,-,-,Upgrade
15,Current Income Taxes Payable,31.94,30.4,31.76,30.52,35.45,34.73,50.81,58.06,48.78,47.83,Upgrade
16,Other Current Liabilities,17.92,21.4,17.43,22.51,21.18,26.31,18.52,16.68,33.36,16.68,Upgrade
17,Total Current Liabilities,49.99,52.07,49.46,53.3,56.74,61.29,69.6,99.6,82.13,64.51,Upgrade
18,Long-Term Debt,497.44,465.67,463.89,456.11,334.33,272.56,315.78,494.31,491.67,489.17,Upgrade
19,Long-Term Leases,-,-,0.13,0.27,-,-,0.12,-,-,-,Upgrade
20,Long-Term Deferred Tax Liabilities,11.2,11.35,13.17,13.29,14.9,15.57,17.63,15.75,15.48,14.74,Upgrade
21,Total Liabilities,558.63,529.09,526.64,522.96,405.98,349.42,403.13,609.66,589.28,568.41,Upgrade
22,Common Stock,199.83,199.83,1998,1998,1998,1998,1998,1998,1998,1998,Upgrade
23,Additional Paid-In Capital,-,-,92.78,92.78,92.78,92.78,92.78,92.78,92.78,92.78,Upgrade
24,Retained Earnings,10830,11236,9322,9209,8897,8610,8025,8023,8639,8536,Upgrade
25,Comprehensive Income & Other,-1283,-823.02,-897.6,-619.97,-237.18,499.83,592.08,160.2,-160.63,207.72,Upgrade
26,Total Common Equity,9747,10613,10515,10680,10751,11201,10708,10274,10570,10835,Upgrade
27,Minority Interest,15.7,16.17,16.34,17.37,18.78,20.16,19.65,19.57,18.39,19.28,Upgrade
28,Shareholders' Equity,9763,10629,10531,10698,10769,11221,10728,10294,10588,10854,Upgrade
29,Total Liabilities & Equity,10322,11158,11058,11221,11175,11570,11131,10903,11178,11423,Upgrade
30,Total Debt,497.57,465.94,464.29,456.64,334.45,272.81,316.16,519.17,491.67,489.17,Upgrade
31,Net Cash (Debt),-372.45,-320.25,-286.92,-248.96,-198.05,-139.91,-183.36,-86.54,-345.38,-290.42,Upgrade
32,Net Cash Per Share,-0.19,-0.16,-0.14,-0.12,-0.10,-0.07,-0.09,-0.04,-,-0.15,Upgrade
33,Filing Date Shares Outstanding,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,Upgrade
34,Total Common Shares Outstanding,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,Upgrade
35,Working Capital,162.18,186.19,218.36,249.99,181.58,181.29,171.78,443,185.6,259.63,Upgrade
36,Book Value Per Share,4.88,5.31,5.26,5.34,5.38,5.61,5.36,5.14,5.29,5.42,Upgrade
37,Tangible Book Value,9747,10613,10515,10680,10751,11201,10708,10274,10570,10835,Upgrade
38,Tangible Book Value Per Share,4.88,5.31,5.26,5.34,5.38,5.61,5.36,5.14,5.29,5.42,Upgrade
39,Machinery,-,54.88,-,54.03,-,53.61,-,-,50.56,-,Upgrade
40,Leasehold Improvements,-,12.78,-,11.62,-,11.15,-,-,12,-,Upgrade
