,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,3052,3220,2452,2921,3445,3445,3538,3538,3660,3772,4287,5017,3810,3791,3772,3885,3847,3660,3623,3548,3903,Upgrade
1,Market Cap Growth,-6.52%,-6.52%,-30.69%,-17.46%,-5.88%,-8.68%,-17.47%,-29.48%,-3.93%,-0.49%,13.65%,29.16%,-0.97%,3.58%,4.13%,9.50%,-1.44%,-1.01%,-7.42%,-29.94%,30.31%,Upgrade
2,Enterprise Value,4260,4333,3659,4083,4768,4745,4859,4698,3055,2527,3030,3583,2375,2314,2582,2196,3181,3084,2472,3453,3809,Upgrade
3,Last Close Price,3.26,3.44,2.62,3.12,3.68,3.68,3.78,3.78,3.91,4.03,4.58,5.36,4.07,4.05,4.00,4.12,4.08,3.88,3.75,3.67,4.04,Upgrade
4,PE Ratio,-,-,-65.23,-,-,-9.00,-,-8.48,-,-,70.93,63.40,-,45.84,32.45,33.67,-,34.22,72.95,-,45.99,Upgrade
5,Forward PE,-,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,14.29,Upgrade
6,PS Ratio,6.06,6.40,4.86,6.15,5.33,10.70,10.07,10.48,6.02,6.20,7.61,8.20,8.64,3.72,3.38,3.35,4.30,6.24,5.94,4.40,3.00,Upgrade
7,PB Ratio,0.57,0.61,0.48,0.57,0.67,0.66,0.68,0.67,0.71,-,0.76,0.89,0.66,0.65,-,0.67,0.63,0.58,0.57,0.55,0.64,Upgrade
8,P/TBV Ratio,0.61,0.61,0.48,0.57,0.67,0.66,0.68,0.67,0.72,-,0.76,0.89,0.66,0.65,-,0.71,0.67,0.61,0.60,0.58,0.68,Upgrade
9,P/FCF Ratio,15.28,-,10.59,15.38,61.55,-,-1.44,-,-,-,-,-,-29.69,-,-,-,4.20,7.28,6.39,-,-15.82,Upgrade
10,P/OCF Ratio,16.09,-,10.56,15.33,60.48,-,-1.44,-,-,-,-,-,-29.96,-,-,-,4.20,7.28,6.39,-,-15.83,Upgrade
11,EV/Sales Ratio,8.47,8.62,7.25,8.59,7.37,14.73,13.82,13.91,5.03,4.16,5.38,5.86,5.39,2.27,2.31,1.89,3.56,5.26,4.05,4.28,2.93,Upgrade
12,EV/EBITDA Ratio,-,-,-237.95,-228.32,-,-13.81,-,-13.04,-,-,-,28.92,-,-,22.30,19.26,50.51,34.02,29.66,35.27,24.09,Upgrade
13,EV/EBIT Ratio,-,-,-,-,-,-,-,-12.37,-,-,-,34.30,-,-,28.12,25.42,92.95,50.72,42.99,48.36,28.09,Upgrade
14,EV/FCF Ratio,21.34,-,15.80,21.50,85.19,-,-1.98,-,-,-,-,-,-18.51,-,-,-,3.47,6.14,4.36,-,-15.43,Upgrade
15,Debt / Equity Ratio,0.33,0.33,0.39,0.43,0.43,0.43,0.44,0.41,0.16,-,0.15,0.11,0.11,0.11,-,0.12,0.03,0.10,0.10,-,0.10,Upgrade
16,Debt / EBITDA Ratio,-,-,173.11,329.61,-,558.30,1462.48,7.16,-,-,-,1.15,-,-,-,2.64,5.10,6.64,8.32,-,4.26,Upgrade
17,Debt / FCF Ratio,8.80,-,8.49,11.61,39.62,-,-0.92,-,-,-,-,-,-4.77,-,-,-,0.18,1.25,1.08,-,-2.48,Upgrade
18,Asset Turnover,0.02,0.03,0.02,0.18,0.02,0.01,0.11,-,-,0.01,0.26,-,0.01,-,0.15,0.29,0.06,0.05,0.02,0.16,Upgrade,
19,Inventory Turnover,0.09,0.03,0.03,0.03,0.30,0.02,0.01,0.09,-,-,0.01,0.46,-,0.02,-,0.31,0.63,0.11,0.09,0.04,0.31,Upgrade
20,Quick Ratio,0.33,0.33,0.45,0.48,0.52,0.46,0.50,0.45,0.57,-,4.23,2.85,1.65,1.87,-,1.93,1.43,1.24,1.11,1.04,1.22,Upgrade
21,Current Ratio,2.84,2.84,2.64,2.63,2.68,2.63,2.66,2.73,2.82,-,9.97,7.14,4.12,4.80,-,4.69,3.06,3.76,3.58,3.44,3.57,Upgrade
22,Return on Equity (ROE),-1.24%,0.15%,-1.13%,-2.98%,1.03%,-0.60%,3.13%,-,-,0.87%,4.67%,-,2.26%,-,1.54%,-0.24%,4.22%,1.87%,-2.25%,3.20%,Upgrade,
23,Return on Assets (ROA),-0.32%,-0.12%,-0.11%,-0.80%,-0.12%,-0.16%,2.18%,-,-,-0.37%,4.44%,-,-0.22%,-,1.73%,0.05%,0.48%,0.33%,0.15%,0.90%,Upgrade,
24,Return on Capital (ROIC),-0.36%,-0.14%,-0.12%,-0.87%,-0.13%,-0.17%,2.63%,-,-,-0.41%,5.23%,-,-0.27%,-,2.26%,0.06%,0.57%,0.42%,0.20%,1.12%,Upgrade,
25,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-6.44%,-,-,-,1.65%,-,-,-,1.28%,0.51%,0.87%,0.82%,0.99%,1.87%,Upgrade
26,Earnings Yield,-2.20%,-2.08%,-1.53%,-1.62%,0.22%,-11.12%,-12.35%,-11.79%,-10.69%,-0.36%,1.41%,1.58%,0.93%,2.18%,3.08%,2.97%,1.49%,2.92%,1.37%,0.64%,2.17%,Upgrade
27,FCF Yield,6.54%,6.20%,9.44%,6.50%,1.62%,-39.63%,-69.34%,-70.65%,-69.36%,-30.63%,-2.00%,-2.92%,-3.37%,19.93%,22.49%,24.37%,23.81%,13.73%,15.65%,2.40%,-6.32%,Upgrade
28,Dividend Yield,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.74%,-,-,-,2.47%,Upgrade
29,Payout Ratio,0.00%,-,883.45%,-,-,148.70%,-,52.36%,-,-,42.45%,7.19%,-,98.88%,15.72%,142.26%,-,140.48%,-,-,-,Upgrade
