,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,136857,57095,145735,96008,82875,67283,74351,91953,79414,68523,139056,69590,62155,89220.0,93218,55057,83775,57130,36070,46944,Upgrade
1,Investment Securities,948503,889603,913152,858059,725424,660491,680992,593347,607956,602209,637562,504996,509691,456157.0,486911,457489,557272,490105,404849,419838,Upgrade
2,Trading Asset Securities,259009,256633,240255,255094,302704,324649,244119,203199,208210,189817,206757,193461,178097,164690.0,150188,152703,142883,148547,136259,143158,Upgrade
3,Total Investments,1207512,1146236,1153407,1113153,1028128,985140,925111,796546,816166,792026,844319,698457,687788,620847.0,637099,610192,700155,638652,541109,562996,Upgrade
4,Gross Loans,1781982,1865287,1726368,1766438,1655002,1701145,1554555,1568053,1467483,1514946,1389673,1383551,1274881,1307977.0,1211909,1225616,1132773,1157844,1046381,1056527,Upgrade
5,Allowance for Loan Losses,-,-46331,-,-44862,-,-43271,-,-40245,-,-40985,-,-36727,-,-35271.0,-,-33043,-,-33324,-,-32032,Upgrade
6,Other Adjustments to Gross Loans,-,-696,-,-655,-,-517,-,-270,-,-318,-,-273,-,-3749.0,-,-346,-,-3624,-,-3369,Upgrade
7,Net Loans,1781982,1818260,1726368,1720921,1655002,1657357,1554555,1527538,1467483,1473643,1389673,1346551,1274881,1268957.0,1211909,1192227,1132773,1120896,1046381,1021126,Upgrade
8,"Property, Plant & Equipment",35210,32784,30807,28016,27772,24155,23300,21732,20173,19772,19309,17608,18364,18110.0,18276,18300,16442,18124,18064,17754,Upgrade
9,Other Intangible Assets,763,723,689,2299,637,628,617,2295,556,539,491,2213,291,289.0,286,294,2055,266,-,268,Upgrade
10,Accrued Interest Receivable,-,12807,-,12407,-,9790,-,8481,-,6477,-,6089,-,4566.0,-,5557,-,4052,-,4214,Upgrade
11,Other Receivables,-,800,-,662,-,876,-,678,-,713,-,740,-,802.0,-,938,-,-,46894,-,Upgrade
12,Restricted Cash,-,119621,-,129287,67697,126418,75426,130080,76573,122786,3586,112958,63468,123379.0,35757,124496,56593,124298,85947,108184,Upgrade
13,Other Current Assets,21189,27201,12171,12380,7268,10882,10882,15498,4606,8384,8716,6677,6457,6133.0,7578,20409,11573,8469,7154,22237,Upgrade
14,Long-Term Deferred Tax Assets,20548,20927,20811,21184,22063,22359,20793,20901,21070,20270,19556,18077,17165,16480.0,14979,14620,13663,13159,11591,11831,Upgrade
15,Other Real Estate Owned & Foreclosed,-,1089,-,1105,-,1066,-,808,-,859,-,900,-,975.0,-,731,-,-,-,10,Upgrade
16,Other Long-Term Assets,72127,9067,71703,5443,65439,6306,61934,4652,57110,7252,56963,6129,45638,4639.0,41053,5404,36070,5560,34357,5222,Upgrade
17,Total Assets,3276188,3246610,3161691,3143879,2956881,2912260,2746969,2621930,2543151,2521244,2481669,2286723,2176207,2154397.0,2060155,2048225,2053099,1990606,1827566,1800786,Upgrade
18,Accounts Payable,-,543,-,-,-,2012,-,-,-,3430,-,-,-,1226.0,-,1050,-,518,-,928,Upgrade
19,Accrued Expenses,4847,5957,3915,7016,4668,5728,3820,5979,4568,4854,3513,7516,4768,5854.0,3692,5433,4930,5262,-,5142,Upgrade
20,Interest Bearing Deposits,2295612,2257024,2257258,2196732,2075313,2114757,2004824,1899927,1906559,1858537,1784390,1633756,1576057,1515822.0,1448223,1467005,1509666,1428208,1236888,1263496,Upgrade
21,Total Deposits,2295612,2257024,2257258,2196732,2075313,2114757,2004824,1899927,1906559,1858537,1784390,1633756,1576057,1515822.0,1448223,1467005,1509666,1428208,1236888,1263496,Upgrade
22,Short-Term Borrowings,85771,67005,64139,83140,112328,68402,28314,20528,25732,17261,16436,13162,32662,47366.0,49911,24378,33096,50583,21431,20913,Upgrade
23,Current Portion of Long-Term Debt,64660,81328,66717,134969,86873,72916,-,123351,-,5268,-,55990,-,20000.0,-,30000,-,187637,-,5000,Upgrade
24,Current Portion of Leases,-,818,-,766,-,790,-,772,-,691,-,607,-,579.0,-,613,-,508,-,623,Upgrade
25,Current Income Taxes Payable,1107,87,4473,1878,4126,2473,5231,3834,5309,2853,5301,3293,4402,4375.0,6325,4103,2943,2748,4921,3966,Upgrade
26,Accrued Interest Payable,-,34377,-,30581,-,25234,-,23330,-,21352,-,18925,-,16265.0,-,16904,-,14805,-,13195,Upgrade
27,Other Current Liabilities,21711,21211,13621,15006,11464,11029,965,2087,11439,12449,15702,17769,12370,17787.0,18352,9492,25671,32653,16063,15149,Upgrade
28,Long-Term Debt,587002,569024,539225,468565,456545,411441,513408,361007,402130,418437,479059,354929,385968,373357.0,379225,339993,334996,126188,398175,329159,Upgrade
29,Long-Term Leases,3109,2293,3108,2491,3271,2512,3270,2546,3027,2293,2945,2319,2989,2418.0,3047,2368,3002,2510,3078,2485,Upgrade
