,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,79.64,86.1,72.26,97.2,76.6,96.04,76.92,97.42,71.61,70.21,Upgrade
1,Cash & Short-Term Investments,79.64,86.1,72.26,97.2,76.6,96.04,76.92,97.42,71.61,70.21,Upgrade
2,Cash Growth,10.21%,-11.42%,-5.66%,1.20%,-0.42%,-1.41%,7.42%,38.76%,38.22%,14.90%,Upgrade
3,Accounts Receivable,66.48,27.91,24.76,17.02,19.75,19.34,34.09,24.27,38.06,37.09,Upgrade
4,Other Receivables,3.57,5.34,9.28,11.55,10.52,11.52,6.38,4.79,2.46,2.52,Upgrade
5,Receivables,70.05,33.25,34.04,28.57,30.27,30.86,40.48,29.06,40.52,39.61,Upgrade
6,Inventory,64.54,72.55,84.59,97.1,86.56,76.28,57.34,48.31,46.51,39.55,Upgrade
7,Prepaid Expenses,0.68,5.16,2.3,1.6,3.13,9.57,5.95,1.2,1.04,1.07,Upgrade
8,Other Current Assets,6.75,12.37,4.98,5.91,5.26,23.04,8.51,11.24,6.35,8.46,Upgrade
9,Total Current Assets,221.65,209.44,198.17,230.37,201.83,235.79,189.19,187.22,166.02,158.89,Upgrade
10,"Property, Plant & Equipment",24.75,26.08,26.65,28.08,9.43,10.32,10.96,10.79,8.93,10.47,Upgrade
11,Other Long-Term Assets,-,-,-,-,20.93,21.89,21.16,20.91,19.53,19.87,Upgrade
12,Total Assets,246.41,235.52,224.83,258.45,232.19,268,221.31,218.93,194.48,189.23,Upgrade
13,Accounts Payable,23.14,25.8,32.13,36.38,29.94,43.77,28.04,29.71,26.45,21.28,Upgrade
14,Accrued Expenses,6.56,5.55,1.7,2.09,2.06,2.19,3.24,2.01,3.05,2.66,Upgrade
15,Short-Term Debt,-,-,-,-,-,-,4.2,4.2,4.2,4.2,Upgrade
16,Current Portion of Leases,0.12,0.21,0.29,-,0.13,0.3,0.36,0.03,0.22,0.37,Upgrade
17,Current Income Taxes Payable,10.73,10.39,7.21,7,6.94,7.74,2.83,4.68,5.72,5.74,Upgrade
18,Current Unearned Revenue,65.39,57.83,62.85,90.15,66.9,80.1,50.15,48.96,34.17,33.06,Upgrade
19,Other Current Liabilities,8.81,10.68,9.71,9.11,8.04,8.86,6.67,8.23,6.12,6.87,Upgrade
20,Total Current Liabilities,114.74,110.45,113.88,144.74,114,142.95,95.48,97.82,79.93,74.18,Upgrade
21,Long-Term Leases,-,-,-,-,-,-,0.13,-,-,0.03,Upgrade
22,Long-Term Deferred Tax Liabilities,1.51,1.68,2.18,2.39,1.91,1.85,1.38,1.65,2.06,1.9,Upgrade
23,Total Liabilities,116.25,112.13,116.06,147.13,115.91,144.8,96.99,99.47,81.99,76.11,Upgrade
24,Common Stock,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,Upgrade
25,Additional Paid-In Capital,41.82,41.82,41.82,41.82,41.82,41.82,41.82,41.82,41.82,41.82,Upgrade
26,Retained Earnings,36.79,29.24,16.48,15.68,16.01,18.04,19,17.32,19.41,18.1,Upgrade
27,Comprehensive Income & Other,49.54,50.32,48.46,51.82,56.44,61.33,61.5,58.31,49.26,51.19,Upgrade
28,Shareholders' Equity,130.16,123.39,108.77,111.32,116.28,123.2,124.32,119.46,112.5,113.12,Upgrade
29,Total Liabilities & Equity,246.41,235.52,224.83,258.45,232.19,268,221.31,218.93,194.48,189.23,Upgrade
30,Total Debt,0.12,0.21,0.29,-,0.13,0.3,4.69,4.23,4.42,4.6,Upgrade
31,Net Cash (Debt),79.53,85.89,71.98,97.2,76.47,95.74,72.23,93.18,67.19,65.61,Upgrade
32,Net Cash Growth,10.49%,-11.63%,-5.88%,1.52%,5.87%,2.74%,7.49%,42.03%,42.89%,15.29%,Upgrade
33,Net Cash Per Share,0.10,0.11,0.09,0.12,0.10,0.12,0.09,0.12,0.08,0.08,Upgrade
34,Filing Date Shares Outstanding,804,804,804,804,804,804,804,804,804,804,Upgrade
35,Total Common Shares Outstanding,804,804,804,804,804,804,804,804,804,804,Upgrade
36,Working Capital,106.91,98.98,84.29,85.63,87.83,92.84,93.71,89.4,86.09,84.71,Upgrade
37,Book Value Per Share,0.16,0.15,0.14,0.14,0.14,0.15,0.15,0.15,0.14,0.14,Upgrade
38,Tangible Book Value,130.16,123.39,108.77,111.32,116.28,123.2,124.32,119.46,112.5,113.12,Upgrade
39,Tangible Book Value Per Share,0.16,0.15,0.14,0.14,0.14,0.15,0.15,0.15,0.14,0.14,Upgrade
40,Buildings,-,31.82,-,32.28,-,16.8,-,16.32,-,15.33,Upgrade
41,Machinery,-,14.68,-,14.31,-,14.9,-,14.01,-,11.77,Upgrade
