,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,430.89,319.05,378.24,322.9,459.4,387.1,204.29,318.82,501.28,607.78,Upgrade
1,Long-Term Investments,87.52,87.7,85.24,86.76,91.52,97.27,107.26,110.1,105.12,122.61,Upgrade
2,Loans & Lease Receivables,1181,1284,1203,1259,1227,1350,1299,1380,1086,1291,Upgrade
3,Other Receivables,10.8,23.57,7.24,43.42,21.16,237.03,240.07,172.08,0.6,3.57,Upgrade
4,"Property, Plant & Equipment",120.63,125.1,125.28,142.37,159.1,162.82,83.6,85.61,84.76,90.9,Upgrade
5,Goodwill,54.36,54.75,53.81,55.54,59.33,61.5,60.03,60.03,55.42,56.66,Upgrade
6,Other Intangible Assets,17.69,17.06,8.52,9.48,4.51,5.61,6.92,8.33,9.02,11.37,Upgrade
7,Other Current Assets,10.07,1.75,7.57,80.99,267.55,13.47,62.64,19.45,96.46,96.84,Upgrade
8,Long-Term Deferred Tax Assets,-,0.47,0.72,2.38,1.95,2.66,2.4,2.4,4,10.09,Upgrade
9,Other Long-Term Assets,0.79,0.85,3.44,3.81,3.83,4.23,3.88,4.2,3.71,3.02,Upgrade
10,Total Assets,1913,1915,1873,2006,2329,2326,2212,2161,1947,2294,Upgrade
11,Accounts Payable,9.43,10.16,8.29,84.97,55.31,-,-,-,-,-,Upgrade
12,Accrued Expenses,48.77,43.91,25.99,27.62,24.56,30.55,-,30.47,-,20.72,Upgrade
13,Short-Term Debt,-,-,30.51,33.08,153.88,85.32,76.75,78.17,9.58,150.95,Upgrade
14,Current Portion of Long-Term Debt,-,-,-,11.2,129.37,111.29,79.55,65.14,-,146.07,Upgrade
15,Current Portion of Leases,4.08,3.92,2.32,2.32,3.96,3.62,0.78,1.92,2.26,2.21,Upgrade
16,Long-Term Debt,9.74,9.81,-,-,20.59,94.32,107.85,147,137.36,168.54,Upgrade
17,Long-Term Leases,3.28,5.47,5.52,6.88,11.15,13.69,-,-,0.78,1.92,Upgrade
18,Current Income Taxes Payable,3.75,5.7,6.18,21.73,30.17,31.43,30.98,31.35,20.3,26.3,Upgrade
19,Other Current Liabilities,75.61,65.77,59.36,42.42,42.33,43.88,135.35,21.41,47.62,25.4,Upgrade
20,Long-Term Deferred Tax Liabilities,11.67,13.45,19.02,20.62,11.04,10.85,-,-,-,-,Upgrade
21,Other Long-Term Liabilities,-,-,-,-,-,-,-,5.95,13.74,8.43,Upgrade
22,Total Liabilities,166.32,158.2,157.19,250.86,501.28,435.22,431.25,397.48,231.63,550.53,Upgrade
23,Common Stock,39.73,39.85,39.85,39.85,39.85,39.85,39.85,39.85,39.85,39.85,Upgrade
24,Additional Paid-In Capital,852.59,882.39,882.39,882.39,882.39,882.39,882.39,882.39,882.39,882.39,Upgrade
25,Retained Earnings,544.73,514.56,504.89,494.4,489.17,491.82,475.95,464.53,460.08,457.86,Upgrade
26,Comprehensive Income & Other,-30.56,-20.14,-45.95,0.43,70.64,123.59,57.25,58.87,-52.88,-24.95,Upgrade
27,Total Common Equity,1406,1416,1381,1417,1482,1538,1455,1446,1329,1355,Upgrade
28,Minority Interest,340.47,340.58,334.36,338.31,346.14,352.72,325.17,318.35,385.7,388.35,Upgrade
29,Shareholders' Equity,1747,1757,1716,1755,1828,1890,1781,1764,1715,1743,Upgrade
30,Total Liabilities & Equity,1913,1915,1873,2006,2329,2326,2212,2161,1947,2294,Upgrade
31,Total Debt,17.1,19.21,38.35,53.47,318.94,308.23,264.92,292.22,149.98,469.69,Upgrade
32,Net Cash (Debt),413.79,299.85,339.89,269.43,140.46,78.87,-60.64,26.6,351.3,138.1,Upgrade
33,Net Cash Growth,21.74%,11.29%,141.98%,241.62%,-,196.52%,-,-80.74%,-38.45%,-55.68%,Upgrade
34,Net Cash Per Share,0.10,0.08,0.09,-,0.04,-,-0.02,0.01,0.09,0.03,Upgrade
35,Filing Date Shares Outstanding,3973,3980,3985,3985,3985,3985,3985,3985,3985,3985,Upgrade
36,Total Common Shares Outstanding,3973,3980,3985,3985,3985,3985,3985,3985,3985,3985,Upgrade
37,Working Capital,1491,1499,1463,1483,1551,1675,1624,1646,1605,1628,Upgrade
38,Book Value Per Share,0.35,0.36,0.35,0.36,0.37,0.39,0.37,0.36,0.33,0.34,Upgrade
39,Tangible Book Value,1334,1344,1319,1352,1418,1471,1388,1377,1265,1287,Upgrade
40,Tangible Book Value Per Share,0.34,0.34,0.33,0.34,0.36,0.37,0.35,0.35,0.32,0.32,Upgrade
