,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,68,41,60,90,139,184,195,255,222,277,236,Upgrade
1,Market Cap Growth,-54.36%,-54.36%,-56.76%,-50.82%,-28.85%,-27.94%,-11.86%,-7.81%,-6.27%,-7.94%,-26.12%,Upgrade
2,Enterprise Value,171,208,255,228,255,401,162,127,52,437,464,Upgrade
3,Last Close Price,0.18,0.11,0.16,0.24,0.37,0.49,0.52,0.68,0.57,0.56,0.47,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-11.38,-,-16.32,-,Upgrade
5,PS Ratio,0.39,0.24,0.58,8.75,1.58,1.92,2.25,2.83,1.32,1.25,2.14,Upgrade
6,PB Ratio,0.09,0.05,0.07,0.09,0.13,0.16,0.16,0.20,0.17,0.19,0.18,Upgrade
7,P/TBV Ratio,0.05,0.05,0.07,0.09,0.13,0.16,0.16,0.20,0.17,0.20,0.18,Upgrade
8,P/FCF Ratio,0.82,0.50,-380.20,-,-,3.37,-12.90,-,-,7.52,-,Upgrade
9,P/OCF Ratio,0.50,0.50,88.60,-,-,3.37,-12.97,-,-,7.43,-,Upgrade
10,EV/Sales Ratio,0.99,1.21,2.45,22.04,2.91,4.18,1.87,1.40,0.31,1.98,4.19,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,-2.88,-,-224.15,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-2.77,-,-114.18,-,Upgrade
13,EV/FCF Ratio,2.07,2.52,-1615.76,-,-,7.35,-10.74,-,-,11.87,-,Upgrade
14,Debt / Equity Ratio,0.28,0.28,0.33,0.34,0.30,0.21,0.27,0.13,0.19,0.24,0.29,Upgrade
15,Debt / FCF Ratio,2.62,2.62,-1769.89,-,-,4.49,-21.92,-,-,9.22,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-3.59%,-,-0.27%,-,Upgrade
17,Earnings Yield,-301.91%,-494.04%,-289.46%,-218.15%,-136.29%,-50.02%,-17.86%,-8.79%,2.03%,-6.13%,-32.72%,Upgrade
18,FCF Yield,122.09%,199.78%,-0.26%,-179.06%,-63.47%,29.67%,-7.75%,-26.18%,53.50%,13.30%,-59.59%,Upgrade
19,Buyback Yield / Dilution,-,-,-,-,-,9.98%,21.36%,12.64%,-,-,Upgrade,
20,Total Shareholder Return,-,-,-,-,-,9.98%,21.36%,12.64%,-,-,Upgrade,
