,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,5452,4343,7687,7702,8262,9234,9905,10921,753.44,690.06
1,Short-Term Investments,868.92,3107,71.96,72.27,65.2,54.61,30.92,37.57,34.39,31.9
2,Cash & Short-Term Investments,6321,7449,7759,7775,8328,9288,9936,10959,787.83,721.97
3,Cash Growth,-18.53%,-4.18%,-6.83%,-16.30%,-16.18%,-15.24%,1161.14%,1417.89%,-,-
4,Accounts Receivable,982.89,1431,903.69,2111,1714,2265,1506,2133,1138,1850
5,Other Receivables,158.25,160.87,59.41,44.85,37.28,16.55,49.63,29.61,73.22,53.58
6,Receivables,1141,1592,963.1,2156,1751,2282,1555,2163,1211,1904
7,Inventory,420.66,269.11,350.66,277.82,439.25,391.45,459.55,474,461.27,389.78
8,Prepaid Expenses,273.89,253.79,177.44,165.35,224.14,222.92,108.07,130.88,104.68,88.13
9,Restricted Cash,-,-,-,-,-,-,-,17.82,18.09,25.89
10,Other Current Assets,2.48,0.87,0.67,0.82,4.75,1.31,3.65,5.16,17.8,1.21
11,Total Current Assets,8159,9566,9251,10375,10747,12186,12062,13750,2601,3131
12,"Property, Plant & Equipment",1858,1917,1941,2002,2071,2030,1828,1799,1619,1627
13,Long-Term Investments,9.73,9.8,14.64,15.11,15.79,-,-,-,-,-
14,Other Intangible Assets,111.73,114.84,126.91,140.56,157.78,186.87,193.17,197.25,139.46,146.94
15,Long-Term Deferred Tax Assets,609.9,399.32,325.5,96.7,165.22,42.97,56.38,7.91,91.07,76.54
16,Other Long-Term Assets,36.99,46.56,93.08,100.74,100.36,66.28,55.57,49.45,58.65,59.42
17,Total Assets,10786,12053,11752,12730,13257,14512,14195,15803,4508,5041
18,Accounts Payable,555.42,578.36,305.16,481.39,438.01,662.04,361.63,548.55,350.11,513
19,Accrued Expenses,-,-,363.84,-,273.36,651.84,423.01,606.79,375.7,634.77
20,Short-Term Debt,-,-,-,-,100,100,-,-,-,-
21,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,74.39,206.53
22,Current Portion of Leases,41.79,57.34,78.63,72.78,75.59,61.29,27.42,32.14,30.78,26.33
23,Current Income Taxes Payable,31.48,119.4,42.11,55.29,58.73,266.44,36.71,231.72,95.89,218.68
24,Current Unearned Revenue,600.97,673.46,39.02,816.89,63.37,60.35,30.83,30.78,44.64,16.19
25,Other Current Liabilities,-,-,936.04,-,773.18,101.93,404.28,2505,176.33,160.37
26,Total Current Liabilities,1230,1429,1765,1426,1782,1904,1284,3955,1148,1776
27,Long-Term Debt,-,-,-,-,-,-,-,-,73.55,207.4
28,Long-Term Leases,82.07,101.55,119.03,126.78,151.55,75.09,17.93,25.61,28.01,33.82
29,Long-Term Unearned Revenue,54.71,55.77,55.47,57.93,61.23,64.78,63.43,64.38,59.98,61.84
30,Long-Term Deferred Tax Liabilities,59.05,87.72,3.32,45.89,51.41,121.56,90.17,78.46,119.96,98.7
31,Total Liabilities,1425,1674,1943,1657,2046,2165,1455,4124,1429,2178
32,Common Stock,58.63,58.63,58.63,58.62,58.61,58.6,58.59,57.47,-,-
33,Additional Paid-In Capital,11016,11017,11017,11017,11015,11005,11004,9560,-,-
34,Retained Earnings,829.91,1823,1330,2433,1673,2595,1537,1985,3278,3012
35,Comprehensive Income & Other,-2544,-2520,-2597,-2436,-1536,-1313,139.25,76.49,-198.96,-149.36
36,Shareholders' Equity,9361,10379,9809,11073,11211,12346,12739,11679,3079,2863
37,Total Liabilities & Equity,10786,12053,11752,12730,13257,14512,14195,15803,4508,5041
38,Total Debt,123.85,158.9,197.67,199.56,327.14,236.38,45.35,57.74,206.72,474.07
39,Net Cash (Debt),6197,7291,7561,7575,8001,9052,9890,10901,581.11,247.89
40,Net Cash Growth,-18.04%,-3.76%,-5.49%,-16.31%,-19.11%,-16.96%,1601.97%,4297.43%,-,-
41,Net Cash Per Share,1.12,1.31,1.36,1.35,1.42,1.56,1.69,2.14,0.12,0.05
42,Filing Date Shares Outstanding,5863,5863,5863,5862,5861,5860,5859,5747,5000,5000
43,Total Common Shares Outstanding,5863,5863,5863,5862,5861,5860,5859,5747,5000,5000
44,Working Capital,6930,8137,7486,8948,8965,10282,10778,9794,1453,1355
45,Book Value Per Share,1.60,1.77,1.67,1.89,1.91,2.11,2.17,2.03,0.62,0.57
46,Tangible Book Value,9249,10264,9683,10932,11053,12160,12546,11482,2940,2716
47,Tangible Book Value Per Share,1.58,1.75,1.65,1.86,1.89,2.08,2.14,2.00,0.59,0.54
48,Buildings,1177,1181,1162,1193,1209,1136,1081,1051,896.65,798.51
49,Machinery,1034,1032,998.89,1007,963.19,994.95,935.2,891.28,784.08,760.74
50,Construction In Progress,88.76,63.75,50.21,45.47,90.76,155.85,99.47,76.67,79.33,161.17
51,Leasehold Improvements,46.7,45.57,33.41,24.92,13.4,11.97,11.91,11.24,11.24,11.24
