,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,17882,12136,12664,22865,30717,39272,43361,64334,87701,-,-
1,Market Cap Growth,-46.92%,-46.92%,-58.77%,-41.78%,-29.16%,-38.96%,-50.56%,-,-,-,-
2,Enterprise Value,11685,4846,5103,15290,22717,30220,33471,53433,87120,-,-
3,Last Close Price,3.05,2.03,2.05,3.71,4.79,6.12,6.62,9.83,13.57,-,-
4,PE Ratio,-,-,38.93,-,50.24,-,42.74,-,66.98,-,-
5,Forward PE,-,19.71,17.62,18.50,28.22,31.74,28.83,31.14,43.29,-,-
6,PS Ratio,2.06,1.47,1.73,3.14,3.87,4.83,5.71,9.30,12.54,-,-
7,PB Ratio,1.91,1.30,1.22,2.33,2.77,3.50,3.51,5.05,7.51,-,-
8,P/TBV Ratio,1.31,1.31,1.23,2.36,2.81,3.55,3.57,5.13,7.64,-,-
9,P/FCF Ratio,-,-,19.07,18.73,111.48,-,38.65,-,83.18,-,-
10,P/OCF Ratio,-,-,16.90,15.92,54.79,-,30.50,-,67.18,-,-
11,PEG Ratio,2.12,2.12,0.39,0.51,1.65,1.86,36.48,1.59,-,-,-
12,EV/Sales Ratio,1.42,0.59,0.70,2.10,2.86,3.72,4.41,7.73,12.45,-,-
13,EV/EBITDA Ratio,-,-,21.26,-,23.73,-,27.80,-,46.49,-,-
14,EV/EBIT Ratio,-,-,47.79,-,27.58,-,31.22,-,49.85,-,-
15,EV/FCF Ratio,-108.62,-,7.68,12.53,82.44,-,29.84,-,82.63,-,-
16,Debt / Equity Ratio,0.01,0.01,0.02,0.02,0.02,0.03,0.02,0.00,0.00,0.07,0.17
17,Debt / FCF Ratio,-,-,0.24,0.16,0.72,-,0.21,-,0.05,0.16,0.53
18,Return on Capital Employed (ROCE),-,-,1.01%,-,7.29%,-,8.50%,-,14.75%,47.17%,46.01%
19,Earnings Yield,-0.96%,-1.41%,2.57%,2.59%,1.99%,2.32%,2.34%,1.50%,1.49%,-,-
20,FCF Yield,-0.60%,-0.89%,5.24%,5.34%,0.90%,1.13%,2.59%,0.67%,1.20%,-,-
21,Dividend Yield,2.62%,1.97%,-,-,-,-,-,-,-,-,-
22,Buyback Yield / Dilution,0.87%,0.74%,0.86%,0.84%,3.25%,4.02%,-14.34%,-17.06%,-1.72%,-,-
23,Total Shareholder Return,3.49%,2.71%,0.86%,0.84%,3.25%,4.02%,-14.34%,-17.06%,-1.72%,-,-
