,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,3482,2976,2629,3457,4075,4316,4644,4879,4454,4524,4709,5425,5390,5282,5169,5017,4694,5243,3220,3211,3370,Upgrade
1,Market Cap Growth,-31.04%,-31.04%,-43.40%,-29.15%,-8.51%,-4.60%,-1.37%,-10.06%,-17.37%,-14.34%,-8.90%,8.13%,14.82%,0.73%,60.54%,56.25%,39.29%,47.82%,-20.55%,-24.79%,26.83%,Upgrade
2,Enterprise Value,3224,2667,2300,3191,3809,4076,4418,4606,4181,4096,4458,5023,4988,4861,4615,4381,4163,5193,3032,3050,3330,Upgrade
3,Last Close Price,8.06,6.86,6.00,7.89,9.30,9.85,10.60,11.13,10.16,10.32,10.85,12.50,12.42,12.17,11.91,11.36,10.42,11.64,7.14,7.12,7.48,Upgrade
4,PE Ratio,-,-,-10.81,-14.36,-,46.09,37.99,42.28,37.38,651.78,-488.03,421.90,-,168.01,7.18,7.03,-,6.93,30.38,39.03,34.33,Upgrade
5,PS Ratio,10.47,9.19,8.20,10.93,12.60,10.07,9.95,11.09,10.00,12.24,11.07,11.12,9.99,7.76,8.85,9.43,9.12,11.57,6.18,6.18,6.81,Upgrade
6,PB Ratio,2.16,1.82,1.60,2.10,2.50,2.34,2.53,2.69,2.49,-,2.81,3.27,3.31,3.14,3.00,2.81,2.70,2.78,2.72,2.77,2.94,Upgrade
7,P/TBV Ratio,2.62,2.62,2.29,3.02,3.58,3.98,4.34,4.66,4.34,-,4.66,5.47,5.60,5.52,5.24,4.85,4.74,4.57,7.60,8.07,8.69,Upgrade
8,P/FCF Ratio,177.52,-,-,-,209.80,-103.41,-39.67,-,-53.24,-,-,-,52.19,145.76,-,-,-1157.40,-,31.27,28.06,-452.17,Upgrade
9,P/OCF Ratio,94.32,-,-,-,95.60,-607.98,-60.31,-,-83.93,-,-,-,44.77,104.10,-,-,-28638.81,-,29.88,27.27,-1022.71,Upgrade
10,EV/Sales Ratio,9.96,8.24,7.18,10.09,11.78,9.51,9.46,10.47,9.39,11.08,10.48,10.30,9.24,7.14,7.90,8.23,8.09,11.46,5.82,5.87,6.73,Upgrade
11,EV/EBITDA Ratio,-,-,-329.20,-462.81,-,51.11,38.65,44.47,37.63,64.94,117.60,87.81,-,43.27,39.15,34.59,40.39,45.87,27.00,28.66,36.06,Upgrade
12,EV/EBIT Ratio,-,-,-112.97,-159.72,-,60.26,42.93,49.42,41.20,75.61,-,102.60,-,46.54,42.13,37.34,44.60,50.39,29.96,32.08,41.63,Upgrade
13,EV/FCF Ratio,164.34,-,-,-,196.09,-97.66,-37.73,-,-49.98,-,-,-,48.30,134.14,-,-,-1026.41,-,29.44,26.66,-446.77,Upgrade
14,Debt / Equity Ratio,0.05,0.05,0.05,0.05,0.04,0.03,0.03,0.03,0.04,-,0.04,0.04,0.04,-,-,-,-,-,0.11,0.05,0.08,Upgrade
15,Debt / EBITDA Ratio,-,-,1.28,1.00,-,1.44,1.05,0.61,0.44,-,8.76,0.48,-,-,-,-,-,-,1.05,0.46,0.96,Upgrade
16,Debt / FCF Ratio,3.81,-,-,-,3.45,-1.46,-0.52,-,-0.75,-,-,-,0.61,-,-,-,-,-,1.22,0.55,-12.00,Upgrade
17,Asset Turnover,0.17,0.26,0.17,0.09,0.15,0.23,0.17,-,-,0.19,0.19,0.16,0.37,0.32,0.29,0.42,0.16,0.26,0.31,0.38,Upgrade,
18,Inventory Turnover,1.01,0.86,1.33,0.75,0.95,1.02,1.40,0.67,-,-,1.13,1.27,0.90,4.93,4.72,3.52,6.84,1.48,2.20,3.31,4.10,Upgrade
19,Quick Ratio,5.01,5.01,5.43,5.56,5.54,6.67,5.82,5.73,4.89,-,4.77,3.63,4.58,5.53,6.03,4.21,4.07,3.75,1.12,1.70,1.51,Upgrade
20,Current Ratio,6.48,6.48,6.82,7.15,7.01,8.29,7.22,7.25,5.98,-,5.87,6.02,5.44,6.91,7.58,5.21,4.83,4.33,1.49,2.23,2.18,Upgrade
21,Return on Equity (ROE),-1.58%,2.56%,3.34%,-65.93%,1.74%,3.20%,4.75%,-,-,2.07%,6.19%,-15.54%,5.46%,7.08%,11.21%,-13.53%,185.36%,9.30%,4.02%,5.31%,Upgrade,
22,Return on Assets (ROA),-0.85%,1.24%,2.08%,-6.80%,0.92%,1.20%,2.77%,-,-,-0.01%,4.10%,-2.60%,2.43%,2.57%,7.11%,1.33%,3.09%,4.45%,5.04%,3.22%,Upgrade,
23,Return on Capital (ROIC),-0.92%,1.35%,2.25%,-7.28%,0.98%,1.28%,2.99%,-,-,-0.01%,4.47%,-2.82%,2.61%,2.81%,7.94%,1.52%,3.57%,5.43%,6.50%,4.12%,Upgrade,
24,Return on Capital Employed (ROCE),-,-,-1.17%,-1.15%,-,3.54%,5.41%,4.96%,5.44%,-,-,2.84%,-,6.19%,6.34%,6.55%,5.36%,5.43%,8.46%,7.08%,5.98%,Upgrade
25,Earnings Yield,-7.46%,-8.73%,-9.25%,-6.96%,-5.72%,2.17%,2.63%,2.37%,2.68%,0.15%,-0.20%,0.24%,0.59%,0.60%,13.93%,14.23%,14.45%,14.44%,3.29%,2.56%,2.91%,Upgrade
26,FCF Yield,0.56%,0.66%,2.82%,3.08%,0.48%,-0.97%,-2.52%,-2.88%,-1.88%,0.50%,2.55%,1.95%,1.92%,0.69%,-2.03%,-1.47%,-0.09%,-0.47%,3.20%,3.56%,-0.22%,Upgrade
27,Dividend Yield,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.90%,-,-,-,-,Upgrade
28,Payout Ratio,0.00%,-,0.38%,-,-,0.97%,1.37%,-,0.26%,0.07%,3.02%,-,-,-,305.73%,-,-,0.06%,3.99%,8.59%,-,Upgrade
29,Buyback Yield / Dilution,3.07%,11.82%,13.61%,-7.38%,0.66%,16.15%,-10.83%,1.67%,10.31%,-1.43%,2.52%,-0.54%,-14.30%,-10.45%,9.54%,2.17%,2.67%,11.85%,-11.59%,-0.21%,-0.47%,Upgrade
30,Total Shareholder Return,3.07%,11.82%,13.61%,-7.38%,0.66%,16.15%,-10.83%,1.67%,10.31%,-1.43%,2.52%,-0.54%,-14.30%,-10.45%,9.54%,2.17%,4.58%,11.85%,-11.59%,-0.21%,-0.47%,Upgrade
