,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,4690,4805,5433,6985,6303,6023,4672,3901,5018,5641,Upgrade
1,Trading Asset Securities,460.79,491.67,326.14,653.32,1046,1149,1034,1035,570.46,292.14,Upgrade
2,Accounts Receivable,5340,4357,4759,3436,3033,2441,2217,1551,1556,1621,Upgrade
3,Other Receivables,3249,2586,2963,2419,2755,2022,2518,1700,1951,1268,Upgrade
4,Inventory,2843,2916,2847,3020,3047,3574,3691,3481,3036,2888,Upgrade
5,Prepaid Expenses,544.07,488.64,431.37,424.1,432.81,402.34,353.9,294.7,248.63,257.96,Upgrade
6,Loans Receivable Current,-,485.45,-,435.22,-,381.37,-,398.32,-,358.65,Upgrade
7,Other Current Assets,342.6,745.4,404.8,514.26,577.8,506.35,440.65,515.12,1072,963.24,Upgrade
8,Total Current Assets,17469,16876,17165,17886,17194,16499,14926,12877,13452,13289,Upgrade
9,"Property, Plant & Equipment",5085,4811,4551,4641,4562,4739,4418,4155,3620,3522,Upgrade
10,Goodwill,1382,1371,1369,1419,1419,1476,1439,1409,1326,1320,Upgrade
11,Other Intangible Assets,33476,31847,29896,29123,26627,26504,24304,21655,19482,17558,Upgrade
12,Long-Term Investments,2335,2278,2502,2621,2543,2878,2760,2648,2670,2354,Upgrade
13,Long-Term Accounts Receivable,2198,1798,902.61,1358,879.03,1306,1045,1050,775.1,670.55,Upgrade
14,Other Long-Term Assets,4376,4262,3893,4115,4032,3662,3432,3245,3433,3190,Upgrade
15,Total Assets,66320,63242,60278,61164,57257,57064,52324,47038,44758,41903,Upgrade
