,Fiscal Quarter,Q4 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q1 2019,Q4 2018,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Mar '19 Mar 31, 2019","Dec '18 Dec 31, 2018",+20 Quarters
0,Cash & Equivalents,206412,194312,26811,28432,-,144785,-,36606,57047,-,31485,28582,45411,6361,-,-,39854,60501,30055,129160,Upgrade
1,Short-Term Investments,-,14945,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,206412,209257,26811,28432,-,144785,-,36606,57047,-,31485,28582,45411,6361,-,39854,39854,60501,30055,129160,Upgrade
3,Cash Growth,-,44.53%,-,-22.33%,-,-,-,28.07%,25.62%,-,-,-28.28%,13.94%,-89.49%,-,-69.14%,453.36%,752.45%,-,136.04%,Upgrade
4,Accounts Receivable,160758,207077,519760,440624,-,305794,-,436339,308089,-,347141,352634,191538,226671,-,-,141978,253860,279571,160728,Upgrade
5,Other Receivables,5359,8424,11363,13169,-,14646,-,46089,50250,-,46810,47722,44392,48689,-,-,55783,30144,43476,33972,Upgrade
6,Receivables,166117,215501,531124,453793,-,320440,-,482428,358339,-,393951,400356,235930,275361,-,-,197760,284004,323047,194700,Upgrade
7,Inventory,89828,227406,191656,287130,-,240253,-,153044,172369,-,231648,219174,296018,248692,-,-,273596,274843,312444,256310,Upgrade
8,Prepaid Expenses,12293,5412,22451,37551,-,3580,-,2281,11446,-,11303,7888,6018,44613,-,-,23788,36255,13910,18625,Upgrade
9,Other Current Assets,26362,19120,10114,18992,-,22572,-,4397,13471,-,5683,12170,2369,3569,-,-,2782,1718,12008,13796,Upgrade
10,Total Current Assets,501013,676697,782156,825898,-,731630,-,678756,612673,-,674070,668170,585746,578596,-,-,537781,657321,691464,612591,Upgrade
11,"Property, Plant & Equipment",596318,597299,585022,593059,-,618200,-,573029,607193,-,638205,642076,651247,683524,-,-,774609,806891,851948,857415,Upgrade
12,Long-Term Investments,-,-,-,-,-,-,-,12000,12000,-,12000,12000,12000,12000,-,-,12000,12000,12000,12000,Upgrade
13,Other Intangible Assets,711.83,1474,1587,1773,-,2137,-,2293,2465,-,872.77,930.05,986.7,1045,-,-,817.08,501.25,532.54,547.92,Upgrade
14,Long-Term Deferred Tax Assets,1442,1442,1442,1769,-,1442,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Other Long-Term Assets,140026,177946,184574,192123,-,168131,-,220106,207046,-,195163,218672,212189,222375,-,-,204835,203097,195531,197927,Upgrade
16,Total Assets,1239510,1454857,1554781,1614622,-,1521540,-,1486184,1441376,-,1520311,1541848,1462169,1497540,-,-,1530042,1679810,1751476,1680481,Upgrade
17,Accounts Payable,161765,201286,208364,289094,-,273613,-,247945,265990,-,210237,226509,209684,246830,-,-,231242,231730,331973,334545,Upgrade
18,Accrued Expenses,67057,74318,86987,76404,-,65294,-,45915,13145,-,30902,10083,65999,26783,-,-,32193,11996,20630,48368,Upgrade
19,Short-Term Debt,95000,177253,251281,218460,-,144510,-,182329,164234,-,249431,288683,200814,185370,-,-,227630,395066,381538,286704,Upgrade
20,Current Income Taxes Payable,6.03,18057,22506,19270,-,13655,-,26614,12221,-,46613,30821,-,44607,-,-,28154,30524,14896,12188,Upgrade
21,Other Current Liabilities,42549,45484,42510,42220,-,44436,-,15126,24623,-,12460,7951,8012,8557,-,-,13452,24056,20005,19430,Upgrade
22,Total Current Liabilities,366377,516398,611648,645448,-,541508,-,517928,480212,-,549643,564047,484509,512148,-,-,532670,693372,769041,701234,Upgrade
23,Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,-,-,3993,-,16218,24352,24352,32821,-,-,41123,39050,37011,37011,Upgrade
24,Other Long-Term Liabilities,11048,9383,8976,8569,-,7755,-,6961,6918,-,5563,5165,4767,4369,-,-,2982,2224,1731,1586,Upgrade
25,Total Liabilities,377424,525781,620623,654017,-,549263,-,524889,491123,-,571423,593564,513627,549337,-,-,576776,734647,807783,739831,Upgrade
26,Common Stock,747691,747691,747691,747691,-,747691,-,747691,747691,-,747691,747691,747691,720000,-,-,720000,720000,720000,720000,Upgrade
27,Additional Paid-In Capital,19138,19138,19138,19138,-,19138,-,19138,19138,-,19138,19138,19138,19138,-,-,19138,19138,19138,19138,Upgrade
28,Retained Earnings,123455,190446,195527,221975,-,233647,-,222665,211623,-,210257,209654,209911,237264,-,-,242328,234224,232754,229711,Upgrade
29,Treasury Stock,-28199,-28199,-28199,-28199,-,-28199,-,-28199,-28199,-,-28199,-28199,-28199,-28199,-,-,-28199,-28199,-28199,-28199,Upgrade
30,Shareholders' Equity,862085,929076,934157,960604,-,972277,-,961295,950253,-,948887,948284,948541,948203,-,953266,953266,945163,943693,940650,Upgrade
31,Total Liabilities & Equity,1239510,1454857,1554781,1614622,-,1521540,-,1486184,1441376,-,1520311,1541848,1462169,1497540,-,-,1530042,1679810,1751476,1680481,Upgrade
32,Total Debt,95000,177253,251281,218460,-,144510,-,182329,164234,-,249431,288683,200814,185370,-,227630,227630,395066,381538,286704,Upgrade
