,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,123.92,114.07,118.85,91.83,162.66,126.09,104.35,132.79,116.62,125.83
1,Revenue Growth (YoY),4.26%,24.22%,-26.93%,-27.17%,55.88%,-5.04%,-10.52%,5.53%,-23.35%,-
2,Cost of Revenue,89.24,83.64,85.59,65.36,119.17,92.01,76.54,93,80.17,86.51
3,Gross Profit,34.68,30.42,33.27,26.47,43.49,34.08,27.81,39.79,36.45,39.32
4,"Selling, General & Admin",23.35,24.71,21.85,27.7,16.82,16.25,14.48,15.2,14.99,13.79
5,Operating Expenses,23.35,24.65,21.85,27.79,16.82,16.04,14.48,15.3,14.99,13.79
6,Operating Income,11.33,5.77,11.42,-1.33,26.68,18.04,13.33,24.5,21.46,25.53
7,Interest Expense,-0.09,-0.04,-0.12,-0.01,-0.03,-0.04,-0.06,-0.02,-0.19,-0.34
8,Interest & Investment Income,-,2.41,-,0.59,-,0.1,-,0.17,-,0.14
9,Currency Exchange Gain (Loss),-,0.35,-,-0.26,-,0.2,-,-2.03,-,1.63
10,Other Non Operating Income (Expenses),4.18,0.19,4.61,-0.69,4.22,0.41,2.08,3.19,-2.23,-4.5
11,EBT Excluding Unusual Items,15.42,8.68,15.9,-1.69,30.87,18.71,15.35,25.8,19.04,22.46
12,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,0.05
13,Gain (Loss) on Sale of Assets,-,-0.07,-,-,-,-,-,-,-,-
14,Asset Writedown,-,-0.03,-,-,-,-,-,-,-,-
15,Pretax Income,15.42,8.58,15.9,-1.69,30.87,18.71,15.35,25.8,19.04,22.51
16,Income Tax Expense,2.46,0.82,2.88,0.65,6.17,3.05,2.69,4.1,4.38,4.77
17,Net Income,12.96,7.76,13.01,-2.33,24.7,15.66,12.66,21.7,14.65,17.74
18,Net Income to Common,12.96,7.76,13.01,-2.33,24.7,15.66,12.66,21.7,14.65,17.74
19,Net Income Growth,-0.41%,-,-47.32%,-,95.15%,-27.83%,-13.61%,22.29%,-46.95%,-
20,Shares Outstanding (Basic),2000,2000,2000,2000,2000,2000,2000,2001,1769,1725
21,Shares Outstanding (Diluted),2000,2000,2000,2000,2000,2000,2000,2001,1769,1725
22,Shares Change (YoY),-,-,-,-,-,-0.06%,13.07%,16.02%,2.54%,-
23,EPS (Basic),0.01,0.00,0.01,-0.00,0.01,0.01,0.01,0.01,0.01,0.01
24,EPS (Diluted),0.01,0.00,0.01,-0.00,0.01,0.01,0.01,0.01,0.01,0.01
25,EPS Growth,-0.41%,-,-47.32%,-,95.17%,-27.78%,-23.60%,5.41%,-48.27%,-
26,Free Cash Flow,8.48,27.49,-1.44,43.6,4.45,-6.96,31.62,13.72,7.01,29.29
27,Free Cash Flow Per Share,0.00,0.01,-0.00,0.02,0.00,-0.00,0.02,0.01,0.00,0.02
28,Dividend Per Share,0.005,0.005,0.005,0.010,0.020,-,-,-,-,-
29,Dividend Growth,0%,-50.00%,-75.00%,-,-,-,-,-,-,-
30,Operating Margin,9.14%,5.06%,9.60%,-1.44%,16.40%,14.31%,12.77%,18.45%,18.40%,20.29%
31,Profit Margin,10.46%,6.80%,10.95%,-2.54%,15.19%,12.42%,12.13%,16.34%,12.57%,14.10%
32,Free Cash Flow Margin,6.84%,24.10%,-1.21%,47.48%,2.74%,-5.52%,30.30%,10.34%,6.01%,23.28%
33,EBITDA,12.41,6.74,12.51,-0.27,27.66,18.79,13.99,25.12,21.92,25.88
34,D&A For EBITDA,1.08,0.96,1.09,1.06,0.99,0.74,0.66,0.62,0.47,0.35
35,EBIT,11.33,5.77,11.42,-1.33,26.68,18.04,13.33,24.5,21.46,25.53
