,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+4 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+4 Quarters
0,Operating Revenue,109.92,104.92,89.11,81.93,99.18,83.78,81.71,88.52,97.75,102.27,148.34,93.85,120.68,137.67,104.86,76.93,63.04,61.69,54.73,32.37,Upgrade
1,Other Revenue,-,-1.37,1.37,-,2.98,-1.33,1.33,-,3.53,-1.21,1.21,-,3.22,-2.22,2.22,-,4.68,-1.29,1.29,-,Upgrade
2,Revenue,109.92,103.55,90.48,81.93,102.16,82.45,83.04,88.52,101.28,101.06,149.55,93.85,123.9,135.45,107.08,76.93,67.72,60.4,56.02,32.37,Upgrade
3,Revenue Growth (YoY),7.60%,25.59%,8.96%,-7.45%,0.86%,-18.42%,-44.48%,-5.68%,-18.25%,-25.39%,39.66%,22.01%,82.95%,124.27%,91.14%,137.61%,27.16%,8.52%,22.20%,3.94%,Upgrade
4,Cost of Revenue,158.4,57.9,61.9,47.06,79.53,44.65,54.1,49.26,80.84,42.88,80.67,44.66,72.33,59.57,55.51,36.46,49.83,25.55,31.1,19.15,Upgrade
5,Gross Profit,-48.48,45.64,28.58,34.86,22.62,37.8,28.94,39.26,20.44,58.17,68.88,49.2,51.57,75.88,51.57,40.46,17.9,34.85,24.92,13.22,Upgrade
6,"Selling, General & Admin",-24.1,7.74,9.06,7.3,12.14,8.52,6.65,5.61,8.02,6.67,7.42,7.13,11.11,6.57,4.57,3.86,5.36,3.86,4.19,4.1,Upgrade
7,Research & Development,-35.84,10.92,12.06,12.86,17.1,9.97,9.09,12.25,12.3,12.08,10.01,11.47,16.1,10.37,7.93,6.76,6.87,6.41,5.67,5.08,Upgrade
8,Other Operating Expenses,5.87,-1.22,0.21,-4.85,-5.83,0.11,-0.46,-0.63,12.15,-2.2,0.88,-7.65,16.32,-3.97,-2.01,-8.65,26.63,-10.62,-1.76,-12.45,Upgrade
9,Operating Expenses,-56.2,18.39,21.86,15.96,24.25,19.8,15.15,17.32,32.75,16.17,19.95,10.98,43.64,13.45,10.77,2.89,38.88,-0.13,8.68,-3.44,Upgrade
10,Operating Income,7.73,27.26,6.72,18.9,-1.63,18,13.79,21.95,-12.3,42,48.93,38.22,7.93,62.44,40.79,37.58,-20.98,34.98,16.24,16.66,Upgrade
11,Interest Expense,-32.61,-2.54,-3.91,-4.41,-4.06,-2.72,-1.75,-1.71,-1.62,-0.6,-0.09,-0.02,-0.2,-0.25,-0.11,-0.01,-0.1,-0.1,-0.1,-0.07,Upgrade
12,Interest & Investment Income,10.86,10.86,10.33,11.41,4.84,17.1,11.76,10.03,9.76,9.05,5.86,5.33,7.76,14.22,8.67,8.16,7.58,3.68,2.03,1.39,Upgrade
13,Currency Exchange Gain (Loss),-,0.06,-0.06,-,1.31,-2.19,2.19,-,1.79,-1.31,1.31,-,-0.98,0.5,-0.5,-,-0.73,-,-,-,Upgrade
14,Other Non Operating Income (Expenses),0.72,-0.71,0.15,-0.23,-1.18,1.2,0.23,-0.12,-3.12,2.23,0.56,0.05,-0.4,0.16,0.4,-0.23,0.11,-0.47,0.22,0.11,Upgrade
15,EBT Excluding Unusual Items,-13.3,34.94,13.23,25.68,-0.72,31.39,26.22,30.14,-5.5,51.38,56.57,43.57,14.1,77.05,49.25,45.5,-14.12,38.09,18.39,18.09,Upgrade
16,Gain (Loss) on Sale of Investments,-2.52,1.13,0.56,0.83,0.08,0.19,0.17,0.74,1.5,2.43,2.26,2.59,1.79,1.75,1.74,2.02,2.4,1.16,0.81,0.95,Upgrade
17,Gain (Loss) on Sale of Assets,-0.06,-,0.06,-0,-,-,-,-,-0.1,-0,0.3,-,0.03,0.02,0.12,-,0.27,0,0,-,Upgrade
18,Asset Writedown,10.33,-10.33,3.4,-3.4,6.79,-6.79,2.03,-2.03,12.41,-12.41,2.85,-2.85,9.89,-9.89,4.45,-4.45,5.28,-5.28,1.49,-1.49,Upgrade
19,Other Unusual Items,0.01,-0.56,0.54,-,3.35,-,-,-,15.48,0,-0,-,23.39,-0.05,0.05,-,28.32,-0,0,-,Upgrade
20,Pretax Income,-5.54,25.17,17.79,23.11,9.5,24.79,28.43,28.85,23.8,41.4,61.98,43.32,49.2,68.89,55.6,43.08,22.15,33.97,20.69,17.55,Upgrade
21,Income Tax Expense,-2.61,2.64,1.16,2.36,-1.47,2.37,1.54,4.31,-4.15,5.03,6.51,6.69,1.6,10.11,8.36,6.63,4.21,4.53,1.86,2.49,Upgrade
22,Earnings From Continuing Operations,-2.93,22.53,16.62,20.75,10.97,22.42,26.89,24.55,27.94,36.37,55.46,36.63,47.6,58.78,47.25,36.45,17.94,29.44,18.83,15.06,Upgrade
23,Minority Interest in Earnings,1.08,-0.32,-0.12,-0.64,0.68,-0.56,-0.9,0.1,-0.64,-0.01,-0.33,-0.12,-0.36,-0.25,-0.28,-0.02,0.63,-0.01,-0.01,0.17,Upgrade
24,Net Income,-1.85,22.21,16.5,20.12,11.66,21.86,25.99,24.65,27.3,36.36,55.14,36.5,47.24,58.54,46.97,36.44,18.57,29.43,18.82,15.23,Upgrade
25,Net Income to Common,-1.85,22.21,16.5,20.12,11.66,21.86,25.99,24.65,27.3,36.36,55.14,36.5,47.24,58.54,46.97,36.44,18.57,29.43,18.82,15.23,Upgrade
26,Net Income Growth,-,1.63%,-36.51%,-18.39%,-57.31%,-39.88%,-52.86%,-32.47%,-42.21%,-37.88%,17.39%,0.18%,154.36%,98.88%,149.59%,139.27%,-7.99%,16.83%,210.53%,116.34%,Upgrade
27,Shares Outstanding (Basic),170,169,169,169,169,169,169,169,169,169,169,169,169,168,169,169,169,141,126,126,Upgrade
28,Shares Outstanding (Diluted),170,169,169,169,169,169,169,169,169,169,169,169,169,168,169,169,169,141,126,126,Upgrade
29,Shares Change (YoY),1.00%,0.09%,0.04%,0.09%,0.01%,0.01%,-0.01%,-0.00%,-0.25%,0.39%,0.06%,-0.00%,0.40%,19.54%,33.41%,33.31%,33.21%,11.57%,-0.05%,-,Upgrade
30,EPS (Basic),-0.01,0.13,0.10,0.12,0.07,0.13,0.15,0.15,0.16,0.22,0.33,0.22,0.28,0.35,0.28,0.22,0.11,0.21,0.15,0.12,Upgrade
31,EPS (Diluted),-0.01,0.13,0.10,0.12,0.07,0.13,0.15,0.15,0.16,0.22,0.33,0.22,0.28,0.35,0.28,0.22,0.11,0.21,0.15,0.12,Upgrade
32,EPS Growth,-,1.54%,-36.54%,-18.47%,-57.31%,-39.89%,-52.86%,-32.47%,-42.07%,-38.12%,17.33%,0.19%,153.33%,66.37%,87.09%,79.49%,-30.93%,4.72%,210.70%,-,Upgrade
