,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,144.89,89.34,109.83,102.28,76.48,105.01,88.32,84.7,48.11,82.04,-,102.17,45.61,31.56,31.56,72.29,-,-,-
1,Short-Term Investments,-,30.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,Trading Asset Securities,-,-,-,30.07,80.14,78.32,138.53,158.28,182.24,185.87,-,187.31,285,-,-,-,-,-,-
3,Cash & Short-Term Investments,144.89,119.41,109.83,132.34,156.63,183.33,226.85,242.98,230.36,267.91,289.49,289.49,330.61,31.56,31.56,72.29,-,-,70.1
4,Cash Growth,-7.49%,-34.87%,-51.58%,-45.53%,-32.01%,-31.57%,-21.64%,-16.06%,-30.32%,748.92%,817.28%,300.44%,-,-,-54.98%,-,-,-,-
5,Accounts Receivable,249.27,240.95,272.96,275.75,251.05,275.56,274.26,330.83,228.77,215.9,-,290.34,222.03,183.29,183.29,210.72,-,-,-
6,Other Receivables,12.32,21.91,16.36,17.9,9.68,22.07,10.76,14.71,11.85,15.48,-,12.31,7.24,3.48,3.48,13.03,-,-,-
7,Receivables,261.59,262.86,289.32,293.66,260.74,297.62,285.01,345.53,240.62,231.38,-,302.65,229.27,186.76,186.76,223.75,-,-,-
8,Inventory,303.39,261.04,238.93,220.41,246.73,206.65,198.88,194.31,214.09,201.58,-,209.04,180.58,163.7,163.7,142.39,-,-,-
9,Other Current Assets,127.43,77.34,93.87,85.3,88.74,62.04,67.73,39.38,47.22,42.48,-,41.87,63.73,55.38,55.38,32.7,-,-,-
10,Total Current Assets,837.31,720.65,731.95,731.71,752.83,749.64,778.47,822.2,732.29,743.35,-,843.04,804.18,437.41,437.41,471.13,-,-,-
11,"Property, Plant & Equipment",780.04,771.34,786.12,728.03,604.82,521.21,487.62,462.28,380.94,351.45,-,332.71,307,296.15,296.15,287.54,-,-,-
12,Goodwill,6.26,6.26,6.26,6.26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13,Other Intangible Assets,88.36,89.05,89.65,90.7,73.58,61.05,58.15,57.99,55.94,56.33,-,53.26,39.28,39.62,39.62,40.02,-,-,-
14,Long-Term Deferred Tax Assets,53.72,49.91,48.32,48.37,38.81,39.5,33.95,32.57,20.3,17.73,-,18.83,13.57,11.64,11.64,11.41,-,-,-
15,Long-Term Deferred Charges,5.67,6.73,7.99,10.17,11.96,10.4,11.21,9.83,11.35,10.21,-,8.3,0.38,0.42,0.42,5.28,-,-,-
16,Other Long-Term Assets,34.7,27.67,15.55,11.16,27.91,29.31,23.65,22.6,36.95,33.99,-,28.9,18.49,63.11,63.11,2.24,-,-,-
17,Total Assets,1806,1672,1686,1626,1510,1411,1393,1407,1238,1213,-,1285,1183,848.35,848.35,817.62,-,-,-
18,Accounts Payable,201.91,164.89,167.48,167.97,201.51,193.32,217.98,246.11,166.14,136.78,-,193.32,105.86,96.79,96.79,123.95,-,-,-
19,Accrued Expenses,15.26,22.57,11.86,33.11,11.69,15.9,11.88,33.54,18.98,17.62,-,28.36,9.92,67.1,67.1,23.35,-,-,-
20,Short-Term Debt,486.01,450.49,431.53,389.18,249.19,230.17,180.19,159.18,91.08,60.85,-,55.36,89.54,116.61,116.61,116.6,-,-,-
21,Current Portion of Long-Term Debt,6.53,0.09,3.7,0.05,4.04,0.04,3.14,0.05,3.63,-,-,1.03,0.38,1,1,-,-,-,-
22,Current Portion of Leases,-,3.02,-,3.38,-,3.31,-,3.47,-,2.94,-,2.92,-,0.38,0.38,-,-,-,-
23,Current Income Taxes Payable,11.69,1.79,9.93,1.26,10.41,1.28,7.64,3.86,-,5.7,-,8.97,13,3.11,3.11,8.11,-,-,-
24,Current Unearned Revenue,9.34,7.44,9.63,4.44,6.56,8.21,5.92,3.69,5.27,4.86,-,3.27,8.47,6.06,6.06,3.81,-,-,-
25,Other Current Liabilities,37.97,31.37,33.3,60.21,52.71,13.91,7.38,4.85,8.73,3,-,4.92,6.7,1.98,1.98,2.86,-,-,-
26,Total Current Liabilities,768.72,681.65,667.42,659.59,536.1,466.15,434.14,454.75,293.83,231.75,-,298.13,233.88,293.04,293.04,278.69,-,-,-
27,Long-Term Debt,134,90,90,40,40,40,40,33.3,8.43,-,-,18.5,20.02,19.02,19.02,29.38,-,-,-
28,Long-Term Leases,0.75,2.38,10.33,11.1,8.88,4.43,4.68,4.88,6.05,2.6,-,3.26,1.76,1.83,1.83,-,-,-,-
29,Long-Term Unearned Revenue,34.32,27.94,27.66,28.47,30,30.83,26.19,26.91,25.31,25.16,-,26.56,26.5,27.19,27.19,18.3,-,-,-
30,Long-Term Deferred Tax Liabilities,0.58,0.08,0.4,0.36,3.94,0.08,0.32,0.65,0.24,0.14,-,0.34,-,-,-,-,-,-,-
31,Other Long-Term Liabilities,9.64,9.33,13.17,12.02,6.87,7.22,7.41,9.19,5.08,4.64,-,8.61,11.13,8.29,8.29,14.19,-,-,-
32,Total Liabilities,948.02,811.38,808.99,751.55,625.8,548.71,512.74,529.67,338.95,264.29,-,355.4,293.3,349.37,349.37,340.56,-,-,-
